trial_id,learning_rate,n_steps,batch_size,ent_coef,lambda_risk,lambda_he,hedge_intensity_scale,val_total_procurement_cost,val_cvar,val_mean_reward
3,0.00040958241942238536,128,32,0.015971960993801305,0.09151587519468295,121.84208174356183,0.8282532043662949,3242789964.7754283,1244134343.9859226,-20.0
2,0.0001,128,32,0.02,0.1,120.0,0.85,3284742342.1167517,1289028874.2307692,-20.0
4,0.0004902489406547024,128,32,0.024028492549758824,0.08716385831661723,87.68681796053275,0.9351157813686702,3285481875.5391984,1255462526.1911602,-20.0
1,0.0003,128,32,0.01,0.06,100.0,1.0,3419638006.707843,1310700547.2193089,-20.0
