variant_name,total_procurement_cost,total_profit,weekly_cost_volatility,cvar99,hedge_error,avg_adjustment_mwh,mean_reward,max_drawdown,feasible_domain_trigger_weeks
full_model,14231445248.0,1416261816.0,0.0,3108591.375,0.49638177461456506,984.0326851767444,-49816812.7,0.0,10
no_parameter_layout_enhancement,14231445248.0,1416261816.0,0.0,3108591.375,0.49638177461456506,984.0326851767444,-49816812.7,0.0,10
no_policy_projection,14276005376.0,1371627752.0,0.0,3117796.425,0.4974257122259587,1020.706002786259,-53966812.6625,0.0,0
no_state_enhancement,14240986368.0,1406265212.0,0.0,3039427.85,0.4270665405783802,1209.9694027860958,-50813778.75,0.0,10
