时间,dynamic_lock_only,fixed_lock,ppo,rule_only
2026-03-06 01:00:00,1049390038.9480208,1047212238.5984966,1061138573.2953354,1226847908.4935977
2026-03-06 01:15:00,1051193606.5852047,1049037358.786633,1062825871.8331991,1228749071.6239634
2026-03-06 01:30:00,1052968575.3035032,1050833257.2410936,1064487931.338201,1230578926.0872102
2026-03-06 01:45:00,1054714481.9602128,1052599637.8057493,1066123387.8286315,1232364721.842579
2026-03-06 02:00:00,1056453429.5992305,1054358562.906141,1067754563.4713889,1235003083.693479
2026-03-06 02:15:00,1057958010.8653066,1055924763.6016953,1068926727.680114,1237219095.2310596
2026-03-06 02:30:00,1059449698.9599944,1057476216.0163969,1070096006.4379779,1239373808.9973958
2026-03-06 02:45:00,1060914788.1757601,1059001204.3402445,1071237959.1785257,1241560512.189155
2026-03-06 03:00:00,1062359379.9763023,1060504450.2327652,1072366130.9663833,1243915848.055762
2026-03-06 03:15:00,1063787405.1884372,1061988776.6670579,1073490429.1438241,1246352043.4711678
2026-03-06 03:30:00,1065189104.1616254,1063446390.8126376,1074590483.69698,1248798495.6546617
2026-03-06 03:45:00,1066581151.9001799,1064893292.0867265,1075686614.2058222,1251210408.0279274
2026-03-06 04:00:00,1067952468.0849117,1066319816.8349029,1076760097.899144,1253030738.487137
2026-03-06 04:15:00,1069505092.9202297,1067886072.1451203,1078239190.6944096,1255307035.0259366
2026-03-06 04:30:00,1071079588.6447632,1069474204.365841,1079740121.8959754,1257562757.9848719
2026-03-06 04:45:00,1072658749.1129173,1071066971.2237439,1081245880.2557397,1259807329.6534295
2026-03-06 05:00:00,1074230856.415646,1072652875.0168748,1082743559.9180293,1261824025.3334987
2026-03-06 05:15:00,1075803703.288976,1074236715.2512765,1084257101.134543,1263863267.806846
2026-03-06 05:30:00,1077396246.6123598,1075840349.3070688,1085789813.5139804,1265909531.5316663
2026-03-06 05:45:00,1079005484.5830576,1077460806.2386258,1087338528.7893705,1267974285.1879442
2026-03-06 06:00:00,1080607083.5485518,1079073715.3648932,1088879113.065273,1269722487.3591464
2026-03-06 06:15:00,1082246887.3593507,1080718299.7320268,1090493127.3080285,1271451212.3021698
