#{"t_start": 1776149254.504677, "env_id": "None"}
r,l,t,procurement_cost,risk_term,trading_cost,hedge_error,cvar
-10.270474,96,0.99861,1675794185.9296503,2130915.658816682,281653.058247386,20.75012856930134,3630532.611016495
-9.251729,96,2.013281,1685657960.6284952,2154074.429368453,129202.58561515689,20.75012856930134,3662752.2126476886
-7.828643,96,3.024228,1659878685.8478107,2094138.3685852832,208146.18206625912,20.75012856930135,3579337.340780451
-8.830467,96,4.027459,1663369871.4293833,2102097.022071081,147780.1311184583,20.750128569301346,3590393.1005238406
-6.113412,96,5.085462,1626336526.8711276,2019397.2436335282,214548.9650573761,20.750128569301378,3475178.054148012
-4.83766,96,6.109591,1627368000.193285,2046110.0200495827,5839445.7233420415,1270.9519488199035,3514227.384444309
-7.063624,96,7.129914,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
-7.298403,96,8.130517,1631562479.2831404,2030826.4696752874,281653.0582473862,20.750128569301378,3491152.565558922
-6.191575,96,9.145463,1643874371.7366886,2072701.6354814905,2912142.8031760952,863.4946558217489,3537767.834354806
-3.613424,96,10.161779,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
-3.266073,96,11.222925,1665980636.365191,2108107.3287304146,121756.34157103045,20.75012856930135,3598761.9742697137
-5.624949,96,12.212401,1660762165.8730679,2096151.2017309,216370.82436336583,20.750128569301346,3582135.1132474556
-2.077885,96,13.228451,1671199838.7747421,2120169.1174570583,53447.21183161276,20.750128569301346,3615544.834916439
-0.567265,96,14.25085,1626336526.8711276,2019397.2436335282,119114.65052257634,20.750128569301378,3475178.054148012
-0.794399,96,15.269467,1700350607.6753402,2258965.9139883216,18999345.308875978,2293.289507289237,3885385.31406109
-1.631554,96,16.262336,1672491298.2372923,2123184.2645093966,156885.2476565991,20.750128569301346,3619750.5528943846
0.531332,96,17.277365,1685657960.6284952,2154074.429368453,167883.99168287692,20.75012856930134,3662752.2126476886
-0.543854,96,18.339395,1649837960.0855165,2071691.849628738,123029.37187727592,33.934878515941634,3547900.343137297
0.128477,96,19.361208,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
-0.34468,96,20.360996,1626336526.8711276,2019397.2436335282,132143.7754281596,20.750128569301378,3475178.054148012
0.966343,96,21.382744,1630187685.443554,2027816.3808375828,79319.27196798164,20.750128569301374,3486950.1430822774
0.811635,96,22.398956,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
1.538287,96,23.438139,1626336526.8711276,2019397.2436335282,273390.417641829,20.750128569301378,3475178.054148012
2.112235,96,24.432435,1639271544.4679585,2047748.9449778353,16306.681715536559,20.75012856930137,3514717.3706036946
1.697467,96,25.545268,1628562583.0124652,2024261.3569116439,94447.95151902713,20.750128569301374,3481982.585920896
3.015618,96,26.574907,1617789211.160657,2010849.1718748286,2557924.3947981247,832.1153377345723,3449559.8060668916
3.48123,96,27.594169,1656271719.8570683,2085929.0830434198,86088.24328679644,20.75012856930135,3567914.9318410046
3.451231,96,28.585592,1643249634.1408572,2056509.494327776,53340.18971802814,20.750128569301378,3526877.4581558267
2.621329,96,29.61254,1638668849.3599644,2046423.3302198062,10695.97005736965,20.75012856930137,3512875.072947516
3.593193,96,30.632145,1626336526.8711276,2019397.2436335282,235991.24160781808,20.750128569301378,3475178.054148012
3.059883,96,31.687406,1638423645.332683,2045884.134224343,281653.0582473862,20.75012856930137,3512125.5417189496
3.060079,96,32.723596,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
2.640093,96,33.751,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
4.506525,96,34.764404,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
2.572404,96,35.789017,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
3.684595,96,36.781271,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
3.581011,96,37.872965,1626336526.8711276,2019397.2436335282,115171.1314125926,20.750128569301378,3475178.054148012
