iteration,best_score,mean_score,upper_particles,lower_particles
234,-490026976.0,218742496.0,192,160
235,-490026976.0,-6783051.0,192,160
236,-490026976.0,-3969539.5,192,160
237,-490026976.0,60501696.0,192,160
238,-490026976.0,-87127680.0,192,160
239,-490026976.0,-86913440.0,192,160
240,-490081312.0,-272145024.0,192,160
241,-490340704.0,46683088.0,192,160
242,-490408064.0,-10069377.0,192,160
243,-490454432.0,102799536.0,192,160
244,-490512256.0,-68306040.0,192,160
245,-490512256.0,-187091536.0,192,160
246,-490512256.0,-258674496.0,192,160
247,-490512256.0,-184418208.0,192,160
248,-490512256.0,183294688.0,192,160
249,-490512256.0,5203940.5,192,160
250,-490512256.0,-24419474.0,192,160
251,-490512256.0,-308638848.0,192,160
252,-490512256.0,-272813536.0,192,160
253,-490512256.0,-151256992.0,192,160
254,-490512256.0,265071472.0,192,160
255,-490512256.0,-199381408.0,192,160
256,-490512256.0,-113733136.0,192,160
257,-490537248.0,26208320.0,192,160
258,-490553248.0,253021088.0,192,160
259,-490642336.0,39489596.0,192,160
260,-490642336.0,-118779680.0,192,160
261,-490667552.0,-244248224.0,192,160
262,-490667552.0,-225432080.0,192,160
263,-490667552.0,-211659280.0,192,160
264,-490672064.0,-241085936.0,192,160
265,-490707136.0,-281282880.0,192,160
266,-490745152.0,-92166928.0,192,160
267,-490775936.0,-192145472.0,192,160
268,-490797792.0,-208106480.0,192,160
269,-490797792.0,-334433664.0,192,160
270,-490797792.0,-294838432.0,192,160
271,-490801280.0,-117791320.0,192,160
272,-490801280.0,-121398840.0,192,160
273,-490841760.0,-241026224.0,192,160
274,-490929728.0,-246487680.0,192,160
275,-490988608.0,-29618504.0,192,160
276,-490988608.0,-123449352.0,192,160
277,-490992096.0,-31238510.0,192,160
278,-490992096.0,-95259832.0,192,160
279,-490994912.0,-291039232.0,192,160
280,-491212736.0,-14810007.0,192,160
281,-491212736.0,-202360272.0,192,160
282,-491212736.0,-303259456.0,192,160
283,-491238592.0,-100160800.0,192,160
284,-491238592.0,-252363216.0,192,160
285,-491337152.0,-127752400.0,192,160
286,-491376160.0,-170429328.0,192,160
287,-491376160.0,-172111920.0,192,160
288,-491376160.0,-210641488.0,192,160
289,-491406208.0,-9920003.0,192,160
290,-491415456.0,-35696512.0,192,160
291,-491420096.0,-125020176.0,192,160
292,-491420096.0,-193292720.0,192,160
293,-491470464.0,-304836672.0,192,160
294,-491470464.0,-56686784.0,192,160
295,-491521600.0,255793104.0,192,160
296,-491750464.0,-243533968.0,192,160
