variant_name,total_procurement_cost,total_profit,weekly_cost_volatility,cvar99,hedge_error,avg_adjustment_mwh,mean_reward,max_drawdown,feasible_domain_trigger_weeks
full_model,14335322944.0,1311220487.0,0.0,4621638.55,0.5756298780441285,256.9431520861671,-47864728.125,0.0,10
no_parameter_layout_enhancement,14369694976.0,1276848457.0,0.0,5278361.225,0.5774253487586976,256.9431520861671,-51728799.9,0.0,10
no_policy_projection,13444904704.0,2204785920.0,0.0,4226715.025,0.7011373460292816,0.0,42384865.5,0.0,0
no_state_enhancement,14326443200.0,1320079567.0,0.0,4620529.7,0.5772585511207581,265.4721773174831,-46976979.625,0.0,10
