hour,省调负荷_日前,新能源负荷-总加_日前,新能源负荷-光伏_日前,新能源负荷-风电_日前,联络线总加_日前,非市场化机组出力_日前,水电出力_日前,全网总出力_日前,全网统一出清价格_日前,省调负荷_日内,新能源负荷-总加_日内,新能源负荷-光伏_日内,新能源负荷-风电_日内,联络线总加_日内,非市场化机组出力_日内,水电出力_日内,全网总出力_日内,全网统一出清价格_日内,net_load_da,net_load_id,price_spread,load_dev,wind_dev,solar_dev,renewable_ratio_da,renewable_ratio_id,renewable_dev,net_load_da_mwh,net_load_id_mwh,week_start,week_end,hour_index_in_week,q_lt_hourly,spot_need,q_base,signal_spread,signal_load_dev,signal_renewable_dev,signal_composite,bandwidth_mwh,bandwidth_multiplier,delta_q_target,delta_q_after_smoothing,smoothing_mode,lower_band,upper_band,q_spot_raw,q_spot_band_clipped,clipped_by_bound,q_spot,clipped_non_negative,delta_q,a_t_raw,a_t,soft_clipped,hedge_error_abs,strategy
2026-03-16 13:00:00,31338.5,5605.0,3722.5,1882.5,7086.25,8613.057499999999,4265.0,24252.25,562.81875,30077.75,4305.5425000000005,2709.755,1595.7875,7112.495,8059.7425,4083.7425000000003,22965.2,531.031,25733.5,25772.2075,-31.78774999999999,38.70750000000044,-286.7125,-1012.745,0.17888385809276025,0.14315268221794222,-1299.4575,6433.375,6443.051875,2026-03-16,2026-03-22 23:00:00,13,9264.060000000001,16469.44,16469.44,-1.0,0.32256250000000364,1.0,-0.13710312499999872,3413.956040464244,0.88,-468.0640417602699,-1472.1266776407065,soft_clip,13055.483959535755,19883.396040464242,14997.313322359292,14997.313322359292,0,14997.313322359292,0,-1472.1266776407065,-0.13710312499999872,-0.13710312499999872,1,1472.1266776407065,ppo
2026-03-16 14:00:00,29005.25,5487.5,3609.0,1878.5,7141.0,8513.2725,4183.75,21864.25,449.91724999999997,27803.75,4755.3375,2856.105,1899.2325,7113.985000000001,7710.0575,3965.8475,20689.625,392.973,23517.75,23048.4125,-56.94424999999998,-469.33750000000055,20.732500000000073,-752.895,0.18919157024138866,0.17115941767056328,-732.1624999999999,5879.4375,5762.103125,2026-03-16,2026-03-22 23:00:00,14,8466.39,15051.36,15051.36,-1.0,-1.0,1.0,-0.6000000000000001,2943.7940139498796,0.88,-1766.276408369928,-1726.056163574827,soft_clip,12107.565986050122,17995.15401394988,13325.303836425173,13325.303836425173,0,13325.303836425173,0,-1726.0561635748272,-0.6000000000000001,-0.6000000000000001,1,1726.0561635748272,ppo
2026-03-16 15:00:00,28597.75,5061.5,3145.25,1916.25,7136.0,8299.1875,4160.25,21461.75,488.3185,27572.5,4438.655,2531.2225,1907.4325,7207.91,8201.15,4507.7175,20364.6,461.82175,23536.25,23133.845,-26.49674999999999,-402.40499999999975,-8.817499999999995,-614.0274999999999,0.17702286323361335,0.16104592735741574,-622.8449999999999,5884.0625,5783.46125,2026-03-16,2026-03-22 23:00:00,15,8473.050000000001,15063.199999999999,15063.199999999999,-1.0,-1.0,1.0,-0.6000000000000001,2946.1097197150175,0.88,-1767.6658318290108,-1767.5302313251686,soft_clip,12117.090280284981,18009.309719715016,13295.66976867483,13295.66976867483,0,13295.66976867483,0,-1767.5302313251686,-0.6000000000000001,-0.6000000000000001,1,1767.5302313251686,ppo
2026-03-16 16:00:00,29164.0,4422.0,2397.0,2025.0,7249.0,8201.0475,4505.75,21915.0,523.38625,28121.0,3517.215,1581.635,1935.58,7285.1175,7785.115,4681.185,20835.975,527.61625,24742.0,24603.785,4.229999999999961,-138.21500000000015,-89.42000000000002,-815.365,0.15170522484709026,0.12523356114810735,-904.785,6185.5,6150.94625,2026-03-16,2026-03-22 23:00:00,16,8907.12,15834.88,15834.88,0.5287499999999952,-1.0,1.0,0.08793749999999786,3302.1076728232647,0.88,290.37909347888876,-1347.5768282003858,soft_clip,12532.772327176735,19136.987672823263,14487.303171799613,14487.303171799613,0,14487.303171799613,0,-1347.5768282003864,0.08793749999999786,0.08793749999999786,1,1347.5768282003864,ppo
2026-03-16 17:00:00,30190.0,3637.25,1433.75,2203.5,7751.75,9682.99,6532.25,22438.25,491.6925,29087.75,2775.5225,701.37,2074.1525,7846.3225,8732.255000000001,6197.2725,21241.375,520.9265,26552.75,26312.2275,29.233999999999995,-240.52250000000004,-129.3474999999999,-732.38,0.12051861127653295,0.09543278678846477,-861.7275,6638.1875,6578.056875,2026-03-16,2026-03-22 23:00:00,17,9558.99,16993.760000000002,16993.760000000002,1.0,-1.0,1.0,0.30000000000000004,3452.6313740725095,0.88,1035.789412221753,-927.5867207543,soft_clip,13541.128625927493,20446.39137407251,16066.173279245702,16066.173279245702,0,16066.173279245702,0,-927.5867207542997,0.30000000000000004,0.30000000000000004,1,927.5867207542997,ppo
2026-03-16 18:00:00,30424.75,3023.5,564.25,2459.25,8316.5,10549.705,7960.5,22108.25,448.79025,29429.25,2389.4775,101.315,2288.1625,8404.95,9887.2275,7798.9425,21024.275,471.8555,27401.25,27039.7725,23.065250000000006,-361.47749999999996,-171.08749999999998,-462.935,0.09940585513943027,0.08118736759410441,-634.0225,6850.3125,6759.943125,2026-03-16,2026-03-22 23:00:00,18,9864.45,17536.8,17536.8,1.0,-1.0,1.0,0.30000000000000004,3562.961103418829,0.88,1068.888331025649,-507.6491515571865,soft_clip,13973.83889658117,21099.76110341883,17029.150848442812,17029.150848442812,0,17029.150848442812,0,-507.649151557187,0.30000000000000004,0.30000000000000004,1,507.649151557187,ppo
2026-03-16 19:00:00,30859.75,2843.0,101.0,2742.0,8110.25,10721.467499999999,8337.0,22749.5,458.71574999999996,29976.75,2586.785,0.0,2586.785,8129.0625,10155.5425,8006.225,21847.25,457.82025,28016.75,27389.965,-0.8954999999999842,-626.7849999999999,-155.21499999999992,-101.0,0.09212858739470495,0.08630147391152192,-256.2149999999999,7004.1875,6847.49125,2026-03-16,2026-03-22 23:00:00,19,10086.029999999999,17930.72,17930.72,-0.11193749999999802,-1.0,1.0,-0.2003718749999991,3688.1738759475106,0.88,-739.0063148496167,-718.1352128761644,soft_clip,14242.546124052491,21618.893875947513,17212.584787123837,17212.584787123837,0,17212.584787123837,0,-718.1352128761646,-0.2003718749999991,-0.2003718749999991,1,718.1352128761646,ppo
2026-03-16 20:00:00,30687.5,2995.75,0.0,2995.75,8060.75,10625.43,8342.25,22626.75,396.33825,29051.0,2765.0225,0.0,2765.0225,7957.7425,9776.2525,7838.422500000001,21093.4,314.626,27691.75,26285.9775,-81.71224999999998,-1405.7725,-230.72750000000008,0.0,0.09763082829986415,0.09519164065665406,-230.72750000000008,6922.9375,6571.494375,2026-03-16,2026-03-22 23:00:00,20,9969.029999999999,17722.72,17722.72,-1.0,-1.0,1.0,-0.6000000000000001,3466.2673038788403,0.88,-2079.7603823273043,-1136.853822289825,soft_clip,14256.452696121161,21188.987303878843,16585.866177710177,16585.866177710177,0,16585.866177710177,0,-1136.8538222898242,-0.6000000000000001,-0.6000000000000001,1,1136.8538222898242,ppo
2026-03-16 21:00:00,29062.75,3161.0,0.0,3161.0,7649.25,10555.7925,8273.75,21413.5,338.964,27720.0,3108.8199999999997,0.0,3108.8199999999997,7687.1775,10210.205,8232.9825,20032.65,235.9965,25901.75,24611.18,-102.96749999999997,-1290.5700000000006,-52.180000000000064,0.0,0.10886532361920122,0.11229096940699933,-52.180000000000064,6475.4375,6152.795,2026-03-16,2026-03-22 23:00:00,21,9324.63,16577.120000000003,16577.120000000003,-1.0,-1.0,0.5218000000000006,-0.6956399999999999,3202.109966331486,0.88,-2227.5157769788343,-1552.2160364412885,soft_clip,13375.010033668517,19779.229966331488,15024.903963558714,15024.903963558714,0,15024.903963558714,0,-1552.2160364412885,-0.6956399999999999,-0.6956399999999999,1,1552.2160364412885,ppo
2026-03-16 22:00:00,26022.0,3280.5,0.0,3280.5,6358.0,9678.095000000001,7578.25,19664.0,316.3255,24912.5,3152.4475,0.0,3152.4475,6445.7575,9322.3075,7353.41,18466.825,227.15725,22741.5,21760.052499999998,-89.16824999999999,-981.4475000000002,-128.0525,0.0,0.12628864744129098,0.12697217873543576,-128.0525,5685.375,5440.0131249999995,2026-03-16,2026-03-22 23:00:00,22,8186.9400000000005,14554.56,14554.56,-1.0,-1.0,1.0,-0.6000000000000001,2846.6282517775376,0.88,-1707.9769510665228,-1701.2081479689318,soft_clip,11707.931748222461,17401.188251777538,12853.351852031068,12853.351852031068,0,12853.351852031068,0,-1701.2081479689314,-0.6000000000000001,-0.6000000000000001,1,1701.2081479689314,ppo
