week_start,hour_index,spot_hedge_mwh,spot_hedge_limit_mwh,strategy,window_name
2026-01-12,0,0.0,443.0868225097656,window_01_test,window_01
2026-01-12,1,-88.61736297607422,443.0868225097656,window_01_test,window_01
2026-01-12,2,-177.23472595214844,443.0868225097656,window_01_test,window_01
2026-01-12,3,-265.8520812988281,443.0868225097656,window_01_test,window_01
2026-01-12,4,-324.5578308105469,443.0868225097656,window_01_test,window_01
2026-01-12,5,-305.4618835449219,443.0868225097656,window_01_test,window_01
2026-01-12,6,-394.0792541503906,443.0868225097656,window_01_test,window_01
2026-01-12,7,-443.0868225097656,443.0868225097656,window_01_test,window_01
2026-01-12,8,-443.0868225097656,443.0868225097656,window_01_test,window_01
2026-01-12,9,-438.5543212890625,443.0868225097656,window_01_test,window_01
2026-01-12,10,-349.93695068359375,443.0868225097656,window_01_test,window_01
2026-01-12,11,-261.319580078125,443.0868225097656,window_01_test,window_01
2026-01-12,12,-172.70220947265625,443.0868225097656,window_01_test,window_01
2026-01-12,13,-84.08484649658203,443.0868225097656,window_01_test,window_01
2026-01-12,14,4.5325164794921875,443.0868225097656,window_01_test,window_01
2026-01-12,15,-84.08484649658203,443.0868225097656,window_01_test,window_01
2026-01-12,16,-67.02700805664062,443.0868225097656,window_01_test,window_01
2026-01-12,17,-149.65054321289062,443.0868225097656,window_01_test,window_01
2026-01-12,18,-61.033180236816406,443.0868225097656,window_01_test,window_01
2026-01-12,19,27.584182739257812,443.0868225097656,window_01_test,window_01
2026-01-12,20,116.20154571533203,443.0868225097656,window_01_test,window_01
2026-01-12,21,65.11870574951172,443.0868225097656,window_01_test,window_01
2026-01-12,22,-23.4986572265625,443.0868225097656,window_01_test,window_01
2026-01-12,23,-112.11602020263672,443.0868225097656,window_01_test,window_01
2026-01-12,24,-200.73338317871094,443.0868225097656,window_01_test,window_01
2026-01-12,25,-112.11602020263672,443.0868225097656,window_01_test,window_01
2026-01-12,26,-23.4986572265625,443.0868225097656,window_01_test,window_01
2026-01-12,27,65.11870574951172,443.0868225097656,window_01_test,window_01
2026-01-12,28,153.73606872558594,443.0868225097656,window_01_test,window_01
2026-01-12,29,242.35342407226562,443.0868225097656,window_01_test,window_01
2026-01-12,30,225.16488647460938,443.0868225097656,window_01_test,window_01
2026-01-12,31,310.5946044921875,443.0868225097656,window_01_test,window_01
