window_name,strategy,total_procurement_cost,total_profit,weekly_cost_volatility,cvar99,hedge_error,avg_adjustment_mwh,mean_reward,max_drawdown,feasible_domain_trigger_weeks
window_01,window_01_test,1459002880.0,148582272.0,0.0,3997936.5,0.7013352513313293,0.0,39203340.0,0.0,1
window_02,window_02_test,1616808320.0,485508096.0,0.0,5103688.5,0.7116513252258301,0.0,103800344.0,0.0,1
window_03,window_03_test,1967246080.0,-30620416.0,0.0,3762308.75,0.6963900923728943,0.0,25340938.0,0.0,1
window_04,window_04_test,1471723264.0,236830208.0,0.0,3418663.0,0.6969426274299622,0.0,83284696.0,0.0,1
window_05,window_05_test,1240557568.0,364729600.0,0.0,3520293.75,0.6939107179641724,0.0,100616912.0,0.0,1
window_06,window_06_test,973038720.0,315706240.0,0.0,2613138.0,0.6988386511802673,0.0,74730232.0,0.0,1
window_07,window_07_test,1133908096.0,259159424.0,0.0,2716849.25,0.7068691253662109,0.0,11012348.0,0.0,1
window_08,window_08_test,1310908416.0,214435200.0,0.0,3120354.75,0.6973870992660522,0.0,25640156.0,0.0,1
window_09,window_09_test,928024896.0,424638912.0,0.0,2804319.5,0.7032067179679871,0.0,79499472.0,0.0,1
window_10,window_10_test,1000649152.0,128853952.0,0.0,3286700.5,0.7048418521881104,0.0,-17652006.0,0.0,1
