hour,省调负荷_日前,新能源负荷-总加_日前,新能源负荷-光伏_日前,新能源负荷-风电_日前,联络线总加_日前,非市场化机组出力_日前,水电出力_日前,全网总出力_日前,全网统一出清价格_日前,省调负荷_日内,新能源负荷-总加_日内,新能源负荷-光伏_日内,新能源负荷-风电_日内,联络线总加_日内,非市场化机组出力_日内,水电出力_日内,全网总出力_日内,全网统一出清价格_日内,net_load_da,net_load_id,price_spread,load_dev,wind_dev,solar_dev,renewable_ratio_da,renewable_ratio_id,renewable_dev,net_load_da_mwh,net_load_id_mwh,week_start,week_end,hour_index_in_week,q_lt_hourly,spot_need,q_base,signal_spread,signal_load_dev,signal_renewable_dev,signal_composite,bandwidth_mwh,bandwidth_multiplier,delta_q_target,delta_q_after_smoothing,smoothing_mode,lower_band,upper_band,q_spot_raw,q_spot_band_clipped,clipped_by_bound,q_spot,clipped_non_negative,delta_q,a_t_raw,a_t,soft_clipped,hedge_error_abs,strategy
2026-03-02 00:00:00,23167.25,5447.5,0.0,5447.5,6195.5,6540.8925,4285.25,10776.25,187.62225,23328.25,5476.4775,0.0,5476.4775,5944.0675,6789.5325,4650.98,17383.85,187.4505,17719.75,17851.7725,-0.17174999999998875,132.02250000000095,28.977499999999964,0.0,0.235541544882983,0.2352112095170047,28.977499999999964,4429.9375,4462.943125,2026-03-02,2026-03-08 23:00:00,0,17720.61006933295,-0.8600693329499336,-0.8600693329499336,-0.021468749999998593,1.0,-0.2897749999999996,0.2823840625000007,0.8600693329499336,0.88,1.4456405994117814,1.4456405994117814,hpso_unbounded,-1.7201386658998672,0.0,0.5855712664618478,0.5855712664618478,0,0.5855712664618478,0,1.4456405994117814,1.6808419321886636,1.6808419321886636,0,130.57685940058735,hpso
2026-03-02 01:00:00,20844.25,5279.0,0.0,5279.0,5414.0,5624.2074999999995,3526.0,10016.25,62.54075,20941.25,4706.1625,0.0,4706.1625,5431.325000000001,6037.23,3977.76,15510.0,24.138,15565.25,16235.0875,-38.40275,669.8374999999996,-572.8374999999999,0.0,0.2535767099238709,0.22463116781655604,-572.8374999999999,3891.3125,4058.771875,2026-03-02,2026-03-08 23:00:00,1,15566.005495657937,-0.75549565793699,-0.75549565793699,-1.0,1.0,1.0,0.09999999999999998,0.75549565793699,0.88,-0.7267339144549783,-0.7267339144549783,hpso_unbounded,-1.51099131587398,0.0,-1.4822295723919683,-1.4822295723919683,0,-1.4822295723919683,0,-0.7267339144549783,-0.9619299685182168,-0.9619299685182168,0,670.5642339144546,hpso
2026-03-02 02:00:00,19049.0,5288.5,0.0,5288.5,4772.75,5102.49,3039.75,9503.5,0.0,19042.25,4152.68,0.0,4152.68,4800.639999999999,5292.13,3497.0699999999997,14241.65,0.0,13760.5,14889.57,0.0,1129.0700000000002,-1135.8200000000002,0.0,0.27777722855202214,0.21807133642750118,-1135.8200000000002,3440.125,3722.3925,2026-03-02,2026-03-08 23:00:00,2,13761.167897913689,-0.6678979136886483,-0.6678979136886483,0.0,1.0,1.0,0.55,0.6678979136886483,0.88,-6.525843513524794,-6.525843513524794,hpso_unbounded,-1.3357958273772965,0.0,-7.193741427213443,-7.193741427213443,0,-7.193741427213443,0,-6.525843513524794,-9.770720015404816,-9.770720015404816,0,1135.5958435135244,hpso
2026-03-02 03:00:00,17974.5,5308.75,0.0,5308.75,4798.0,4881.0425,2778.25,8378.5,0.0,18107.0,4091.5499999999997,0.0,4091.5499999999997,4915.5325,4447.58,3137.8225,13191.3,0.0,12665.75,14015.45,0.0,1349.6999999999998,-1217.2,0.0,0.295399243758328,0.2260233407170402,-1217.2,3166.4375,3503.8625,2026-03-02,2026-03-08 23:00:00,3,12666.364761672927,-0.6147616729267611,-0.6147616729267611,0.0,1.0,1.0,0.55,0.6147616729267611,0.88,-6.627387199200472,-6.627387199200472,hpso_unbounded,-1.2295233458535222,0.0,-7.242148872127233,-7.242148872127233,0,-7.242148872127233,0,-6.627387199200472,-10.780417015343144,-10.780417015343144,0,1356.3273871992012,hpso
2026-03-02 04:00:00,17413.25,5344.5,0.0,5344.5,4834.5,4240.6225,2211.25,7744.25,0.0,17386.5,4311.99,0.0,4311.99,4927.465,3579.1925,2717.0699999999997,12459.175,0.0,12068.75,13074.509999999998,0.0,1005.7599999999993,-1032.5099999999998,0.0,0.30693456127055935,0.2480548337420946,-1032.5099999999998,3017.1875,3268.6274999999996,2026-03-02,2026-03-08 23:00:00,4,12069.3357848876,-0.5857848876003118,-0.5857848876003118,0.0,1.0,1.0,0.55,0.5857848876003118,0.88,6.1511852998492555,6.1511852998492555,hpso_unbounded,-1.1715697752006236,0.0,5.565400412248944,5.565400412248944,0,5.565400412248944,0,6.1511852998492555,10.500757923352719,10.500757923352719,0,999.6088147001492,hpso
2026-03-02 05:00:00,17515.5,5382.75,0.0,5382.75,4862.0,4098.594999999999,2095.25,7791.5,0.0,17454.5,4344.3325,0.0,4344.3325,5006.5675,3458.5625,2602.795,12447.800000000001,0.0,12132.75,13110.1675,0.0,977.4174999999996,-1038.4175,0.0,0.3073352005407402,0.2488999839018776,-1038.4175,3033.1875,3277.541875,2026-03-02,2026-03-08 23:00:00,5,12133.338891276648,-0.5888912766477006,-0.5888912766477006,0.0,1.0,1.0,0.55,0.5888912766477006,0.88,-1.356853901534991,-1.356853901534991,hpso_unbounded,-1.1777825532954012,0.0,-1.9457451781826915,-1.9457451781826915,0,-1.9457451781826915,0,-1.356853901534991,-2.3040821885815057,-2.3040821885815057,0,978.7743539015346,hpso
2026-03-02 06:00:00,18109.75,5381.25,0.25,5381.0,5067.25,4230.922500000001,2234.75,7975.25,0.0,17804.5,3616.18,0.0,3616.18,5132.5599999999995,4438.7474999999995,2582.745,12672.025000000001,0.0,12728.5,14188.32,0.0,1459.8200000000002,-1764.8200000000002,-0.25,0.29725680564643264,0.20353944841969754,-1765.0700000000002,3182.125,3547.08,2026-03-02,2026-03-08 23:00:00,6,12729.117807390312,-0.6178073903120094,-0.6178073903120094,0.0,1.0,1.0,0.55,0.6178073903120094,0.88,14.93048736941136,14.93048736941136,hpso_unbounded,-1.2356147806240187,0.0,14.31267997909935,14.31267997909935,0,14.31267997909935,0,14.93048736941136,24.166896679353513,24.166896679353513,0,1444.8895126305883,hpso
2026-03-02 07:00:00,21169.25,5466.75,88.75,5378.0,5885.25,5012.2675,2869.0,9398.75,0.0,20804.25,4294.7775,88.3475,4206.43,5958.1825,5688.8425,3530.2375,14846.0,183.35025000000002,15702.5,16509.4725,183.35025000000002,806.9724999999999,-1171.5700000000002,-0.40249999999999986,0.25903322829334435,0.20532876833592498,-1171.9725,3925.625,4127.368125,2026-03-02,2026-03-08 23:00:00,7,15703.262157406321,-0.7621574063214211,-0.7621574063214211,1.0,1.0,1.0,1.0,0.7621574063214211,0.88,0.5151320349458495,0.5151320349458495,hpso_unbounded,-1.5243148126428423,0.0,-0.24702537137557168,-0.24702537137557168,0,-0.24702537137557168,0,0.5151320349458495,0.6758866746859443,0.6758866746859443,0,806.457367965054,hpso
2026-03-02 08:00:00,26390.25,5945.75,579.5,5366.25,6740.5,7941.865,5433.0,12909.25,86.1465,26207.5,6047.7075,700.6324999999999,5347.075,7000.9,8320.7625,5658.1325,19206.75,334.8,20444.5,20159.7925,248.6535,-284.7074999999995,-19.174999999999955,121.1325,0.22542129104641614,0.2310548236680639,101.95750000000004,5111.125,5039.948125,2026-03-02,2026-03-08 23:00:00,8,20445.492321419748,-0.9923214197478956,-0.9923214197478956,1.0,-1.0,-1.0,-0.09999999999999998,0.9923214197478956,0.88,0.29994063083874006,0.29994063083874006,hpso_unbounded,-1.9846428394957911,0.0,-0.6923807889091556,-0.6923807889091556,0,-0.6923807889091556,0,0.29994063083874,0.302261570565454,0.302261570565454,0,285.0074406308392,hpso
2026-03-02 09:00:00,28833.5,6694.25,1378.5,5315.75,6949.75,9317.64,6288.75,14934.0,383.46999999999997,28956.0,6967.094999999999,1512.605,5454.49,6985.57,8945.66,5955.625,21970.225,454.116,22139.25,21988.905,70.64600000000002,-150.34500000000025,138.73999999999978,134.10499999999996,0.23211409494791385,0.24055143133731705,272.84499999999974,5534.8125,5497.22625,2026-03-02,2026-03-08 23:00:00,9,22140.32458005782,-1.074580057818821,-1.074580057818821,1.0,-1.0,-1.0,-0.09999999999999998,1.074580057818821,0.88,-0.8278218809331687,-0.8278218809331687,hpso_unbounded,-2.149160115637642,0.0,-1.9024019387519897,-1.9024019387519897,0,-1.9024019387519897,0,-0.8278218809331688,-0.7703678054601897,-0.7703678054601897,0,149.517178119068,hpso
