week_start,hour_index,spot_hedge_mwh,spot_hedge_limit_mwh,strategy,window_name
2026-01-12,0,0.0,443.0868225097656,window_01_test,window_01
2026-01-12,1,-88.61736297607422,443.0868225097656,window_01_test,window_01
2026-01-12,2,-177.23472595214844,443.0868225097656,window_01_test,window_01
2026-01-12,3,-265.8520812988281,443.0868225097656,window_01_test,window_01
2026-01-12,4,-354.4694519042969,443.0868225097656,window_01_test,window_01
2026-01-12,5,-387.1648864746094,443.0868225097656,window_01_test,window_01
2026-01-12,6,-443.0868225097656,443.0868225097656,window_01_test,window_01
2026-01-12,7,-443.0868225097656,443.0868225097656,window_01_test,window_01
2026-01-12,8,-443.0868225097656,443.0868225097656,window_01_test,window_01
2026-01-12,9,-443.0868225097656,443.0868225097656,window_01_test,window_01
2026-01-12,10,-354.4694519042969,443.0868225097656,window_01_test,window_01
2026-01-12,11,-265.8520812988281,443.0868225097656,window_01_test,window_01
2026-01-12,12,-177.23471069335938,443.0868225097656,window_01_test,window_01
2026-01-12,13,-88.61734771728516,443.0868225097656,window_01_test,window_01
2026-01-12,14,1.52587890625e-05,443.0868225097656,window_01_test,window_01
2026-01-12,15,-88.61734771728516,443.0868225097656,window_01_test,window_01
2026-01-12,16,-97.26927947998047,443.0868225097656,window_01_test,window_01
2026-01-12,17,-162.2799072265625,443.0868225097656,window_01_test,window_01
2026-01-12,18,-73.66254425048828,443.0868225097656,window_01_test,window_01
2026-01-12,19,14.954818725585938,443.0868225097656,window_01_test,window_01
2026-01-12,20,103.57218170166016,443.0868225097656,window_01_test,window_01
2026-01-12,21,115.94760131835938,443.0868225097656,window_01_test,window_01
2026-01-12,22,27.330238342285156,443.0868225097656,window_01_test,window_01
2026-01-12,23,-61.28712463378906,443.0868225097656,window_01_test,window_01
2026-01-12,24,-149.90447998046875,443.0868225097656,window_01_test,window_01
2026-01-12,25,-61.28711700439453,443.0868225097656,window_01_test,window_01
2026-01-12,26,0.0,443.0868225097656,window_01_test,window_01
2026-01-12,27,88.61736297607422,443.0868225097656,window_01_test,window_01
2026-01-12,28,177.23472595214844,443.0868225097656,window_01_test,window_01
2026-01-12,29,265.8520812988281,443.0868225097656,window_01_test,window_01
2026-01-12,30,236.22096252441406,443.0868225097656,window_01_test,window_01
2026-01-12,31,324.83831787109375,443.0868225097656,window_01_test,window_01
