variant_name,total_procurement_cost,total_profit,weekly_cost_volatility,cvar99,hedge_error,avg_adjustment_mwh,mean_reward,max_drawdown,feasible_domain_trigger_weeks
full_model,14328220160.0,1318332631.0,0.0,4626688.95,0.5756512224674225,253.14362205505373,-47184902.525,0.0,10
no_parameter_layout_enhancement,14609372800.0,1037180005.5,0.0,5031394.6,0.5773648619651794,253.14362205505373,-75563227.7,0.0,10
no_policy_projection,13443639040.0,2206051584.0,0.0,4224803.35,0.7011373281478882,0.0,42512675.55,0.0,0
no_state_enhancement,14319148928.0,1327390248.0,0.0,4622594.475,0.5772156119346619,259.0672809959593,-46276100.6,0.0,10
