week_start,hour_index,spot_hedge_mwh,spot_hedge_limit_mwh,strategy,window_name
2026-01-12,0,0.0,443.0868225097656,window_01_test,window_01
2026-01-12,1,-88.61736297607422,443.0868225097656,window_01_test,window_01
2026-01-12,2,-177.23472595214844,443.0868225097656,window_01_test,window_01
2026-01-12,3,-265.8520812988281,443.0868225097656,window_01_test,window_01
2026-01-12,4,-264.0472412109375,443.0868225097656,window_01_test,window_01
2026-01-12,5,-175.42987060546875,443.0868225097656,window_01_test,window_01
2026-01-12,6,-264.0472412109375,443.0868225097656,window_01_test,window_01
2026-01-12,7,-352.66461181640625,443.0868225097656,window_01_test,window_01
2026-01-12,8,-441.281982421875,443.0868225097656,window_01_test,window_01
2026-01-12,9,-352.66461181640625,443.0868225097656,window_01_test,window_01
2026-01-12,10,-264.0472412109375,443.0868225097656,window_01_test,window_01
2026-01-12,11,-175.42987060546875,443.0868225097656,window_01_test,window_01
2026-01-12,12,-86.81250762939453,443.0868225097656,window_01_test,window_01
2026-01-12,13,1.8048553466796875,443.0868225097656,window_01_test,window_01
2026-01-12,14,90.4222183227539,443.0868225097656,window_01_test,window_01
2026-01-12,15,1.8048553466796875,443.0868225097656,window_01_test,window_01
2026-01-12,16,39.323299407958984,443.0868225097656,window_01_test,window_01
2026-01-12,17,-49.294063568115234,443.0868225097656,window_01_test,window_01
2026-01-12,18,-137.9114227294922,443.0868225097656,window_01_test,window_01
2026-01-12,19,-49.29405975341797,443.0868225097656,window_01_test,window_01
2026-01-12,20,39.32330322265625,443.0868225097656,window_01_test,window_01
2026-01-12,21,-49.29405975341797,443.0868225097656,window_01_test,window_01
2026-01-12,22,-137.9114227294922,443.0868225097656,window_01_test,window_01
2026-01-12,23,-226.52877807617188,443.0868225097656,window_01_test,window_01
2026-01-12,24,-315.1461486816406,443.0868225097656,window_01_test,window_01
2026-01-12,25,-226.52877807617188,443.0868225097656,window_01_test,window_01
2026-01-12,26,-137.91140747070312,443.0868225097656,window_01_test,window_01
2026-01-12,27,-49.294044494628906,443.0868225097656,window_01_test,window_01
2026-01-12,28,39.32331848144531,443.0868225097656,window_01_test,window_01
2026-01-12,29,127.94068145751953,443.0868225097656,window_01_test,window_01
2026-01-12,30,216.55804443359375,443.0868225097656,window_01_test,window_01
2026-01-12,31,305.1754150390625,443.0868225097656,window_01_test,window_01
