variant_name,total_procurement_cost,total_profit,weekly_cost_volatility,cvar99,hedge_error,avg_adjustment_mwh,mean_reward,max_drawdown,feasible_domain_trigger_weeks
full_model,14382183168.0,1264994116.0,0.0,4683088.9,0.5752571523189545,0.0,-52491101.95,0.0,10
no_parameter_layout_enhancement,14216654784.0,1430522478.0,0.0,4253032.775,0.5752571523189545,0.0,-35658730.6,0.0,10
no_policy_projection,13449109568.0,2200581056.0,0.0,4271747.775,0.7011373400688171,0.0,41935108.3,0.0,0
no_state_enhancement,14382183168.0,1264994116.0,0.0,4683088.9,0.5752571523189545,0.0,-52491101.95,0.0,10
