timesteps,ep_rew_mean,ep_len_mean,loss,value_loss,policy_gradient_loss,entropy_loss
256.0,,,,,,
512.0,,,0.8692312240600586,3.23179529607296,-0.007063225016463548,-2.8379562973976133
768.0,,,0.7610119581222534,2.1745143949985506,-0.004840067122131586,-2.836132949590683
1024.0,,,,,,
1280.0,,,0.6782447695732117,1.9249981701374055,-0.013873335276730358,-2.8310012102127073
1536.0,,,1.0268983840942383,1.8549860209226607,-0.015376863908022642,-2.826371651887894
1792.0,,,0.6663576364517212,1.8507225126028062,-0.014579651691019536,-2.8212140440940856
2048.0,,,,,,
2304.0,,,0.6978795528411865,1.4562307715415954,-0.01446170185226947,-2.8100542604923247
2560.0,,,0.5038989186286926,1.3344671994447708,-0.00843874088022858,-2.7996044993400573
2816.0,,,0.41877734661102295,0.7161929100751877,-0.017729599215090274,-2.7929575860500337
3072.0,,,,,,
3328.0,,,0.3150050640106201,0.7250633627176285,-0.008012636471539736,-2.784270000457764
3584.0,,,0.3070164620876312,0.6850148588418961,-0.012703142734244466,-2.7794946134090424
3840.0,,,0.2680616080760956,0.5778395056724548,-0.013144122739322483,-2.7701332211494445
4096.0,,,,,,
4352.0,,,0.16121965646743774,0.49259859770536424,-0.010660931165330113,-2.7545406043529512
4608.0,,,0.2746455669403076,0.593033141642809,-0.016135011403821408,-2.750050038099289
4864.0,,,0.12335290014743805,0.30986499413847923,-0.011023934371769429,-2.7466157615184783
5120.0,,,,,,
5376.0,,,0.03924078494310379,0.1503357557579875,-0.01397365382872522,-2.736016941070557
5632.0,,,0.023685257881879807,0.1297221526503563,-0.01637665890157223,-2.7304004788398744
5888.0,,,0.04780346155166626,0.15543610285967588,-0.014928437443450094,-2.7234828174114227
6144.0,,,,,,
6400.0,,,0.08063387125730515,0.2633927345275879,-0.015638771746307612,-2.707770895957947
6656.0,,,0.02498055249452591,0.16003836635500193,-0.021695133252069353,-2.70349240899086
6912.0,,,0.047557853162288666,0.22883752696216106,-0.014508422231301665,-2.701130872964859
7168.0,,,,,,
7424.0,,,0.10494957119226456,0.28343881033360957,-0.012616147729568183,-2.706125742197037
7680.0,,,0.08789149671792984,0.2815158799290657,-0.017875200067646802,-2.7054619908332826
7936.0,,,0.17030850052833557,0.37909042835235596,-0.015212782029993831,-2.7015210509300234
8192.0,,,,,,
8448.0,,,0.2791938781738281,0.514564199745655,-0.013787333527579904,-2.7024459421634672
8704.0,,,0.1993677020072937,0.5234062135219574,-0.00912373240571469,-2.706946188211441
8960.0,,,0.1640525758266449,0.3885815516114235,-0.009259891672991216,-2.707349193096161
9216.0,,,,,,
9472.0,,,0.25987738370895386,0.6679919719696045,-0.009205631853546947,-2.703649413585663
9728.0,,,0.21053636074066162,0.4763410113751888,-0.007945736241526901,-2.7011261343955995
9984.0,,,0.3642333447933197,0.7514182448387146,-0.01307440958917141,-2.698992598056793
10240.0,,,,,,
10496.0,,,0.24157439172267914,0.53802849650383,-0.015511199948377907,-2.6930624902248383
10752.0,,,0.29987427592277527,0.6879960909485817,-0.012804406508803368,-2.6921733617782593
11008.0,,,,,,
11264.0,,,0.18167442083358765,0.5451101526618004,-0.010540673159994185,-2.692400002479553
11520.0,,,0.32537841796875,0.7091091573238373,-0.01159873795695603,-2.696281558275223
11776.0,,,0.2420845627784729,0.5582572959363461,-0.007715038605965674,-2.695031851530075
12032.0,,,,,,
12288.0,,,0.3055056631565094,0.6352402754127979,-0.01619972581975162,-2.691688233613968
12544.0,,,0.3043062090873718,0.7751809388399125,-0.017383951088413598,-2.686981427669525
12800.0,,,0.23946164548397064,0.5324831567704678,-0.010570632992312312,-2.6848516762256622
13056.0,,,,,,
13312.0,,,0.276973158121109,0.7491009637713433,-0.0132429106393829,-2.686954069137573
13568.0,,,0.31131476163864136,0.6789781615138054,-0.011314785853028298,-2.692435884475708
13824.0,,,0.4722897410392761,0.9071115121245384,-0.018818735843524337,-2.695533502101898
14080.0,,,,,,
14336.0,,,0.40222328901290894,0.8689522877335548,-0.014752679062075913,-2.6896324813365937
14592.0,,,0.31102970242500305,0.7595178470015526,-0.012967715039849281,-2.6845304667949677
14848.0,,,0.3258090317249298,0.777356107532978,-0.011968613881617785,-2.6837922632694244
15104.0,,,,,,
15360.0,,,0.41173988580703735,0.916940301656723,-0.010819930874276906,-2.6809370517730713
15616.0,,,0.3938213884830475,0.7793308347463608,-0.015199326770380139,-2.6795028328895567
15872.0,,,0.4122365117073059,0.7148374162614346,-0.01609903438948095,-2.678419661521912
16128.0,,,,,,
16384.0,,,0.47126129269599915,0.8095509335398674,-0.017357239872217177,-2.679113042354584
16640.0,,,0.369851678609848,0.7646757155656815,-0.010099266632460057,-2.680305188894272
16896.0,,,0.35136550664901733,0.7685971826314926,-0.011354686506092549,-2.6775050938129423
17152.0,,,,,,
17408.0,,,0.2722723186016083,0.7457386612892151,-0.013309089001268148,-2.6713176727294923
17664.0,,,0.31565073132514954,0.7711060151457787,-0.010530255548655987,-2.668465203046799
17920.0,,,0.36785534024238586,0.8318607896566391,-0.015905874571762978,-2.663962662220001
18176.0,,,,,,
18432.0,,,0.3165901303291321,0.7794383645057679,-0.01810458975378424,-2.6667196333408354
18688.0,,,0.45707231760025024,0.8961312979459762,-0.01502837440930307,-2.669027936458588
18944.0,,,0.29103758931159973,0.6886257663369179,-0.020696762716397643,-2.668910783529282
19200.0,,,,,,
19456.0,,,0.3208032548427582,0.8728464186191559,-0.015652693784795703,-2.6721666395664214
19712.0,,,0.38615739345550537,0.787822638452053,-0.013157200091518462,-2.6744961082935332
19968.0,,,0.5261684656143188,0.8841538399457931,-0.014851322025060653,-2.6749696850776674
20224.0,,,,,,
20480.0,,,0.34238648414611816,0.6855470754206181,-0.010745911300182343,-2.674727123975754
20736.0,,,0.21000885963439941,0.7637490049004555,-0.017242595728021115,-2.670462304353714
20992.0,,,0.3353442847728729,0.7408473536372184,-0.012818437174428255,-2.669805163145065
21248.0,,,,,,
21504.0,,,0.33043336868286133,0.7803420335054397,-0.01394302910193801,-2.67106511592865
21760.0,,,0.29136356711387634,0.7992485225200653,-0.01341660824837163,-2.668988585472107
22016.0,,,,,,
22272.0,,,0.360818088054657,0.7654048889875412,-0.012532418873161078,-2.6676721394062044
22528.0,,,0.3455761671066284,0.7084060505032539,-0.012555624567903578,-2.669024497270584
22784.0,,,0.243707075715065,0.68949114382267,-0.011961380206048488,-2.665552407503128
23040.0,,,,,,
23296.0,,,0.4677460193634033,0.8677402138710022,-0.015245229215361178,-2.664140897989273
23552.0,,,0.30644726753234863,0.5978026479482651,-0.011305336724035442,-2.662033075094223
23808.0,,,0.42310816049575806,0.8626389488577842,-0.01745329489931464,-2.6612526178359985
24064.0,,,,,,
24320.0,,,0.2553745210170746,0.6451486721634865,-0.014167287759482861,-2.6658225119113923
24576.0,,,0.436514675617218,1.0493530213832856,-0.014132133196108043,-2.6617911398410796
24832.0,,,0.2754887640476227,0.6424014389514923,-0.010718457936309277,-2.658732122182846
25088.0,,,,,,
25344.0,,,0.3791894018650055,0.8303657606244087,-0.01054122371133417,-2.6731207251548765
25600.0,,,0.3513430655002594,0.7682839974761009,-0.009797646221704781,-2.675386881828308
25856.0,,,0.3001641035079956,0.5534697055816651,-0.016667349566705524,-2.6743923723697662
26112.0,,,,,,
