timesteps,ep_rew_mean,ep_len_mean,loss,value_loss,policy_gradient_loss,entropy_loss
26368.0,,,0.35150542855262756,0.829600140452385,-0.020647107530385254,-2.6715183794498443
26624.0,,,0.3182961940765381,0.7007813215255737,-0.013391318987123669,-2.6749845147132874
26880.0,,,0.33601218461990356,1.072489781677723,-0.014521599258296191,-2.674357479810715
27136.0,,,,,,
27392.0,,,0.35770219564437866,0.7316803127527237,-0.022137696295976637,-2.6726724565029145
27648.0,,,0.40286388993263245,0.8639248043298722,-0.008075584261678159,-2.6734564542770385
27904.0,,,0.4038980007171631,0.8873606979846954,-0.011400209669955075,-2.6750080585479736
28160.0,,,,,,
28416.0,,,0.4931564927101135,1.0245823010802269,-0.008981593465432525,-2.6711662113666534
28672.0,,,0.3309510350227356,0.8654711663722991,-0.01497232154943049,-2.6665391623973846
28928.0,,,0.4109530746936798,0.8489643409848213,-0.009873115736991168,-2.6653675377368926
29184.0,,,,,,
29440.0,,,0.5192362070083618,1.0445954516530036,-0.015146210603415967,-2.6655614972114563
29696.0,,,0.39368003606796265,0.8869676157832146,-0.01937115101609379,-2.665614777803421
29952.0,,,0.5152921080589294,1.1961531355977058,-0.013269985863007604,-2.664707696437836
30208.0,,,,,,
30464.0,,,0.3105003535747528,0.7959421396255493,-0.011439196905121208,-2.660003638267517
30720.0,,,0.6650734543800354,1.0802243217825889,-0.0131397187942639,-2.6587038159370424
30976.0,,,0.45148730278015137,1.0202199071645737,-0.016874305577948688,-2.6574263989925386
31232.0,,,,,,
31488.0,,,0.39320898056030273,1.0156585082411766,-0.016458853799849748,-2.6515518367290496
31744.0,,,0.504142165184021,0.9629503637552261,-0.010215205000713467,-2.6513832211494446
32000.0,,,,,,
32256.0,,,0.3724983334541321,0.9772352382540703,-0.016228307504206896,-2.659628081321716
32512.0,,,0.4756454825401306,0.9084865689277649,-0.00952460914850235,-2.658568012714386
32768.0,,,0.32407453656196594,0.8067882627248764,-0.015005709324032068,-2.652514988183975
33024.0,,,,,,
33280.0,,,0.47778600454330444,0.9928279280662536,-0.010995047469623386,-2.6493402242660524
33536.0,,,0.2576628625392914,0.6676323741674424,-0.01806929847225547,-2.6505938291549684
33792.0,,,0.5444282293319702,0.9064088642597199,-0.01487087095156312,-2.653010976314545
34048.0,,,,,,
34304.0,,,0.4822380244731903,0.879112359881401,-0.006720372871495783,-2.6628969490528105
34560.0,,,0.49453115463256836,1.0753671735525132,-0.010509845172055065,-2.659561949968338
34816.0,,,0.36474019289016724,0.9233145192265511,-0.01227468706201762,-2.65742222070694
35072.0,,,,,,
35328.0,,,0.4346354305744171,0.9339730903506279,-0.015099322213791311,-2.654368370771408
35584.0,,,0.3801029324531555,0.8534010857343673,-0.012843837426044048,-2.6611501812934875
35840.0,,,0.4822172522544861,0.8189937822520733,-0.01799604478292167,-2.665473747253418
36096.0,,,,,,
36352.0,,,0.44711533188819885,0.9095323339104653,-0.008421238721348345,-2.6675107955932615
36608.0,,,0.2831287086009979,0.7492568120360374,-0.01484167412854731,-2.668122124671936
36864.0,,,0.3312690854072571,1.0524910435080528,-0.012186852074228227,-2.664980983734131
37120.0,,,,,,
37376.0,,,0.4328816533088684,0.7037681229412556,-0.01749696044716984,-2.661750304698944
37632.0,,,0.4841664731502533,0.950245127081871,-0.012095907120965421,-2.6592714905738832
37888.0,,,0.4056839644908905,0.9025404781103135,-0.013985766377300025,-2.6599914193153382
38144.0,,,,,,
38400.0,,,0.5354287624359131,0.926081345975399,-0.008389483101200312,-2.661195605993271
38656.0,,,0.4352701008319855,0.8680485114455223,-0.015763073205016555,-2.664686065912247
38912.0,,,0.3007502555847168,0.7622744560241699,-0.011905705567914992,-2.6689123094081877
39168.0,,,,,,
39424.0,,,0.5592194199562073,0.9880238980054855,-0.013979112496599555,-2.6680982947349547
39680.0,,,0.37088721990585327,0.8294363275170327,-0.014061020605731755,-2.671675127744675
39936.0,,,0.4588469862937927,1.0598590850830079,-0.014841183426324279,-2.677475720643997
40192.0,,,,,,
40448.0,,,0.27248668670654297,0.8653988629579544,-0.010475231683813035,-2.67836275100708
40704.0,,,0.34874194860458374,1.0511703684926033,-0.012819487159140408,-2.680363768339157
40960.0,,,0.4180319607257843,1.064110091328621,-0.012755201221443713,-2.677434140443802
41216.0,,,,,,
41472.0,,,0.6552782654762268,1.1453090146183968,-0.007318484340794384,-2.676479560136795
41728.0,,,0.6932398676872253,1.1202327713370324,-0.010384923545643687,-2.6738623440265656
41984.0,,,0.5111480355262756,0.9737635955214501,-0.007960766204632819,-2.670919972658157
42240.0,,,,,,
42496.0,,,0.513846755027771,1.0625086367130279,-0.012156655662693083,-2.6673750638961793
42752.0,,,0.41072314977645874,0.9338884294033051,-0.011705223657190799,-2.664003664255142
43008.0,,,,,,
43264.0,,,0.44540107250213623,1.0425250440835954,-0.013173799240030348,-2.6599519073963167
43520.0,,,0.3839273154735565,0.8268499910831452,-0.00799658801406622,-2.6602608621120454
43776.0,,,0.49163034558296204,1.0978630840778352,-0.011743842251598835,-2.6611411571502686
44032.0,,,,,,
44288.0,,,0.5115224123001099,0.8939064711332321,-0.012575624138116836,-2.660473048686981
44544.0,,,0.6329104900360107,1.1586734727025032,-0.012879172968678177,-2.6567846119403837
44800.0,,,0.49908244609832764,1.1573307797312737,-0.010295113641768694,-2.652906948328018
45056.0,,,,,,
45312.0,,,0.5702096223831177,1.1594049498438834,-0.016753176087513567,-2.6466241776943207
45568.0,,,0.5698158740997314,1.1431886926293373,-0.011821556370705366,-2.64135924577713
45824.0,,,0.34476205706596375,0.9599261596798897,-0.014247415796853602,-2.6438303768634794
46080.0,,,,,,
46336.0,,,0.45679157972335815,1.1256450191140175,-0.012547652190551161,-2.6469358086585997
46592.0,,,0.6765741109848022,1.0027608528733254,-0.01230203800369054,-2.6479602217674256
46848.0,,,0.4718940556049347,1.318687954545021,-0.006297615799121558,-2.6460998892784118
47104.0,,,,,,
47360.0,,,0.3590030074119568,1.103707067668438,-0.0126971282530576,-2.643519413471222
47616.0,,,0.46448495984077454,1.2094000056385994,-0.01593081671744585,-2.6433593809604643
47872.0,,,0.5387545824050903,1.1523639261722565,-0.007848556619137526,-2.6439323484897614
48128.0,,,,,,
48384.0,,,0.6713333129882812,1.3513249903917313,-0.01089687943458557,-2.638496834039688
48640.0,,,0.4735942780971527,1.1198345303535462,-0.015463479398749768,-2.6337289988994597
48896.0,,,0.5061039328575134,0.9670950576663018,-0.011219831800553947,-2.634077328443527
49152.0,,,,,,
49408.0,,,0.4322856366634369,1.16895272731781,-0.01765738413669169,-2.6351490020751953
49664.0,,,0.46955040097236633,1.0495149776339532,-0.011781754158437251,-2.632564681768417
49920.0,,,0.4774894714355469,1.1188137456774712,-0.017217031307518484,-2.631605637073517
50176.0,,,,,,
