factor,value,strategy,total_procurement_cost,avg_weekly_cost,weekly_cost_volatility,cvar,hedge_error,mean_reward,avg_adjustment_mwh,total_trans_cost,max_drawdown,settlement_records
尾部风险惩罚系数,0.4,ppo_sensitivity_beta_tail_risk,3667314421.9092283,1222438140.6364095,148150358.48877507,1430778849.7197278,2889.357232675942,-0.1599373263447963,2889.357232675942,87804974.55047157,2236535572.189501,1824
尾部风险惩罚系数,0.55,ppo_sensitivity_beta_tail_risk,3667314421.9092283,1222438140.6364095,148150358.48877507,1430778849.7197278,2889.357232675942,-0.1599373263447963,2889.357232675942,87804974.55047157,2236535572.189501,1824
尾部风险惩罚系数,0.7,ppo_sensitivity_beta_tail_risk,3667314421.9092283,1222438140.6364095,148150358.48877507,1430778849.7197278,2889.357232675942,-0.1599373263447963,2889.357232675942,87804974.55047157,2236535572.189501,1824
市场波动率强度,0.8,ppo_sensitivity_market_vol,3665517338.0845547,1221839112.6948516,148398741.12137803,1430694318.0359807,2839.57469055056,-0.15742410262350132,2839.57469055056,82809838.84501821,2234823020.048574,1824
市场波动率强度,1.0,ppo_sensitivity_market_vol,3667314421.9092283,1222438140.6364095,148150358.48877507,1430778849.7197278,2889.357232675942,-0.1599373263447963,2889.357232675942,87804974.55047157,2236535572.189501,1824
市场波动率强度,1.2,ppo_sensitivity_market_vol,3669811324.0502853,1223270441.350095,148843793.94255364,1432510082.83455,2909.719962780459,-0.16345960853683572,2909.719962780459,90792975.29066949,2237301241.2157354,1824
价格限值倍数,0.9,ppo_sensitivity_price_cap,3300582979.7183056,1100194326.5727684,133335322.6398976,1287700964.747755,2889.357232675942,0.34778145143989847,2889.357232675942,87804974.55047157,2012882014.9705505,1824
价格限值倍数,1.0,ppo_sensitivity_price_cap,3667314421.9092283,1222438140.6364095,148150358.48877507,1430778849.7197278,2889.357232675942,-0.1599373263447963,2889.357232675942,87804974.55047157,2236535572.189501,1824
价格限值倍数,1.1,ppo_sensitivity_price_cap,4034045864.100152,1344681954.7000506,162965394.33765256,1573856734.6917007,2889.357232675942,-0.6057448112948439,2889.357232675942,87804974.55047157,2460189129.408451,1824
