week_start,is_partial_week,lock_ratio,exposure_bandwidth,q_lt_target_w,forecast_weekly_net_demand_mwh,actual_weekly_net_demand_mwh,lt_price_w,lt_price_source,procurement_cost_w,risk_term_w,trans_cost_w,hedge_error_w,cvar_w,baseline_cost_w,delta_cost_w,tail_penalty_w,reward_budget_w,reward_excess_w,z_delta_cost_w,action_smooth_w,hourly_smooth_w,hedge_error_norm_w,exec_quality_w,reward_raw,reward,avg_adjustment_mwh,mean_bandwidth_mwh,bound_clip_count,smooth_clip_count,non_negative_clip_count,cvar_budget_excess,strategy
2026-03-02,False,0.1,0.9809149503707886,357820.625,3578206.25,3547310.6725000003,374.7924238095238,2026-02起40%日前固定价+60%日内联动价代理,1439629413.7275963,2087896.0577980315,7291284.375,1487.142857142857,3351123.901358455,1443897167.4117446,-4267753.684148312,0.0,250950083.34508926,0.0,-0.10290072729128291,0.4,0.994047619047619,0.07043082015253063,0.3672488558457966,-0.2643481285545137,-0.08788869177196156,1487.142857142857,10632.91400165242,0,168,0,0.0,ppo
2026-03-09,False,0.1,0.39008432626724243,311210.45,3112104.5,3145729.6325000003,305.6776642857143,2026-02起40%日前固定价+60%日内联动价代理,1176541141.5413036,2234529.874807145,7474673.439850497,1412.2471951936288,3499088.0386827285,1118233417.9303656,58307723.61093807,0.0,199800796.7438325,0.0,1.3735432196152617,0.0,0.9771651256786168,0.07542209805359985,0.28577343534913413,-1.6593166549643958,-0.502844138784194,1412.2471951936288,3674.4968164866596,7,159,0,0.0,ppo
2026-03-16,True,0.1,1.0,258435.7,2584357.0,2626751.605,383.18327666666664,2026-02起40%日前固定价+60%日内联动价代理,1110058642.6998997,2585890.6752268765,4627437.4469506405,1240.0937852343745,4036451.6398159876,1044873729.3827611,65184913.31713855,0.0,172648284.676554,0.0,1.5358078247347022,0.0,0.9822530611979162,0.05665219883938167,0.27672197466113896,-1.8125297993958411,-0.5400148739902201,1240.0937852343745,10946.551626437136,0,118,0,0.0,ppo
