factor,value,strategy,total_procurement_cost,avg_weekly_cost,weekly_cost_volatility,cvar,hedge_error,mean_reward,avg_adjustment_mwh,total_trans_cost,max_drawdown,settlement_records
尾部风险惩罚系数,0.04,ppo_sensitivity_beta_tail_risk,3726229197.9687996,1242076399.3229332,142303374.9619127,1439629413.7275963,1379.8279458569534,-0.37691590151545856,1379.8279458569534,19393395.26180114,2286599784.2412033,1824
尾部风险惩罚系数,0.06,ppo_sensitivity_beta_tail_risk,3726229197.9687996,1242076399.3229332,142303374.9619127,1439629413.7275963,1379.8279458569534,-0.37691590151545856,1379.8279458569534,19393395.26180114,2286599784.2412033,1824
尾部风险惩罚系数,0.1,ppo_sensitivity_beta_tail_risk,3726229197.9687996,1242076399.3229332,142303374.9619127,1439629413.7275963,1379.8279458569534,-0.37691590151545856,1379.8279458569534,19393395.26180114,2286599784.2412033,1824
市场波动率强度,0.8,ppo_sensitivity_market_vol,3724278758.889614,1241426252.9632046,140737678.11581185,1436538245.4497857,1445.0525923392127,-0.3714251337702268,1445.0525923392127,21279541.23605202,2287740513.4398284,1824
市场波动率强度,1.0,ppo_sensitivity_market_vol,3726229197.9687996,1242076399.3229332,142303374.9619127,1439629413.7275963,1379.8279458569534,-0.37691590151545856,1379.8279458569534,19393395.26180114,2286599784.2412033,1824
市场波动率强度,1.2,ppo_sensitivity_market_vol,3727823126.541108,1242607708.8470361,142398469.29337972,1440179785.2460144,1375.7095712078528,-0.3800369350824764,1375.7095712078528,19334662.22768326,2287643341.2950935,1824
价格限值倍数,0.9,ppo_sensitivity_price_cap,3353606278.17192,1117868759.39064,128073037.46572126,1295666472.3548365,1379.8279458569534,0.4660093170106006,1379.8279458569534,19393395.26180114,2057939805.8170834,1824
价格限值倍数,1.0,ppo_sensitivity_price_cap,3726229197.9687996,1242076399.3229332,142303374.9619127,1439629413.7275963,1379.8279458569534,-0.37691590151545856,1379.8279458569534,19393395.26180114,2286599784.2412033,1824
价格限值倍数,1.1,ppo_sensitivity_price_cap,4098852117.7656803,1366284039.2552269,156533712.45810398,1583592355.100356,1379.8279458569534,-0.8806279257349766,1379.8279458569534,19393395.26180114,2515259762.665324,1824
