trial_id,learning_rate,n_steps,batch_size,ent_coef,beta_tail_risk,lambda_hedge_error,forecast_error_scale,val_total_procurement_cost,val_cvar,val_mean_reward
3,0.00040958241942238536,128,32,0.015971960993801305,0.09151587519468295,121.84208174356183,0.8282532043662949,3260523733.1219263,1295890800.964341,-0.3395985947908697
2,0.0001,128,32,0.02,0.1,120.0,0.85,3283708254.97777,1311570083.965652,-0.49145143137818414
4,0.0004902489406547024,128,32,0.024028492549758824,0.08716385831661723,87.68681796053275,0.9351157813686702,3299732675.452557,1292336294.9994652,-0.31532012554431676
1,0.0003,128,32,0.01,0.06,100.0,1.0,3501406744.0793657,1389116101.8022847,-0.5482510265121214
