iteration,best_score,mean_score,upper_particles,lower_particles
1,-99983624.0,159421008.0,160,128
2,-100622720.0,-24343478.0,160,128
3,-101109320.0,-32539072.0,160,128
4,-101150976.0,-69517016.0,160,128
5,-101155072.0,-45630360.0,160,128
6,-101803144.0,-79749176.0,160,128
7,-104861920.0,-96326424.0,160,128
8,-106316560.0,-84541392.0,160,128
9,-106960496.0,-98420488.0,160,128
10,-107975968.0,-92738984.0,160,128
11,-108380480.0,-88011944.0,160,128
12,-108712696.0,-21221078.0,160,128
13,-108934384.0,-82242048.0,160,128
14,-108947048.0,-88218576.0,160,128
15,-109018240.0,-100037160.0,160,128
16,-109103648.0,-101254488.0,160,128
17,-109104848.0,-79506456.0,160,128
18,-109115416.0,-91620824.0,160,128
19,-109115416.0,-101769016.0,160,128
20,-109115416.0,-100043592.0,160,128
21,-109116784.0,-82209592.0,160,128
22,-109117568.0,-94861544.0,160,128
23,-109117568.0,-104427704.0,160,128
24,-109117568.0,-99110040.0,160,128
25,-109117760.0,-100149688.0,160,128
26,-109118464.0,16565845.0,160,128
27,-109120160.0,93487816.0,160,128
28,-109120160.0,-421825.71875,160,128
29,-109120336.0,-57306460.0,160,128
30,-109120336.0,-25604226.0,160,128
31,-109120408.0,44430028.0,160,128
32,-109120408.0,-37266420.0,160,128
33,-109120408.0,-78054760.0,160,128
34,-109120408.0,-89863400.0,160,128
35,-109120408.0,-54854652.0,160,128
36,-109120408.0,-67185152.0,160,128
37,-109120472.0,-79163064.0,160,128
38,-109120472.0,-92315768.0,160,128
39,-109120472.0,-95635480.0,160,128
40,-109120472.0,-88833936.0,160,128
41,-109120472.0,-94923032.0,160,128
42,-109120472.0,-88287864.0,160,128
43,-109120472.0,-99959960.0,160,128
44,-109120472.0,-105255216.0,160,128
45,-109120472.0,-102314240.0,160,128
46,-109120504.0,-104213440.0,160,128
47,-109120504.0,-107810872.0,160,128
48,-109120504.0,-105845776.0,160,128
49,-109120504.0,-108592384.0,160,128
50,-109120504.0,-103680472.0,160,128
51,-109120504.0,-105847256.0,160,128
52,-109120504.0,-102974144.0,160,128
53,-109120504.0,-105898448.0,160,128
54,-109120504.0,-103039272.0,160,128
55,-109120504.0,-104780408.0,160,128
56,-109120504.0,-105893616.0,160,128
57,-109120504.0,-108929368.0,160,128
58,-109120504.0,-99577808.0,160,128
59,-109120504.0,-105524792.0,160,128
60,-109120504.0,-104581992.0,160,128
61,-109120504.0,-109017040.0,160,128
62,-109120504.0,-106061704.0,160,128
63,-109120504.0,-106117832.0,160,128
64,-109120504.0,-109010616.0,160,128
65,-109120504.0,-109051904.0,160,128
66,-109120504.0,-109022648.0,160,128
67,-109120504.0,-102603640.0,160,128
68,-109120504.0,-106046744.0,160,128
69,-109120504.0,-106038928.0,160,128
70,-109120504.0,-109024424.0,160,128
71,-109120504.0,-109062784.0,160,128
72,-109120504.0,-108965440.0,160,128
73,-109120504.0,-109070160.0,160,128
74,-109120504.0,-109025816.0,160,128
75,-109120504.0,-109011416.0,160,128
76,-109120504.0,-109038872.0,160,128
77,-109120504.0,-106131256.0,160,128
78,-109120504.0,-106073560.0,160,128
79,-109120504.0,-109100032.0,160,128
80,-109120504.0,-109111040.0,160,128
81,-109120504.0,-109090680.0,160,128
82,-109120504.0,-106130584.0,160,128
83,-109120504.0,-109117008.0,160,128
84,-109120504.0,-109119848.0,160,128
85,-109120504.0,-105673208.0,160,128
86,-109120504.0,-109119896.0,160,128
87,-109120504.0,-109119976.0,160,128
88,-109120504.0,-109119416.0,160,128
89,-109120504.0,-109119976.0,160,128
90,-109120504.0,-109119616.0,160,128
91,-109120504.0,-109119760.0,160,128
92,-109120504.0,-109119864.0,160,128
93,-109120504.0,-109119912.0,160,128
94,-109120504.0,-106146040.0,160,128
95,-109120504.0,-106144632.0,160,128
96,-109120504.0,-106144200.0,160,128
97,-109120504.0,-109119336.0,160,128
98,-109120504.0,-109120128.0,160,128
99,-109120504.0,-106145024.0,160,128
100,-109120504.0,-103168800.0,160,128
101,-109120504.0,-106145144.0,160,128
102,-109120504.0,-109120000.0,160,128
103,-109120504.0,-109120128.0,160,128
104,-109120504.0,-109120080.0,160,128
105,-109120504.0,-109120144.0,160,128
106,-109120504.0,-106144680.0,160,128
107,-109120504.0,-109120104.0,160,128
108,-109120504.0,-107872744.0,160,128
109,-109120504.0,-109120088.0,160,128
110,-109120504.0,-106145944.0,160,128
111,-109120504.0,-109120120.0,160,128
112,-109120504.0,-109120104.0,160,128
113,-109120504.0,-109120104.0,160,128
114,-109120504.0,-109120088.0,160,128
115,-109120504.0,-109120152.0,160,128
