window_name,best_score,upper_best,lower_best
window_01,-138031520.0,"[-0.02889280393719673, -0.5498647689819336, -0.15603533387184143, 0.4235241115093231, -0.4393588602542877, 0.5017722249031067, -0.3891119956970215, 0.18223099410533905, -0.05009064823389053, -0.17299166321754456, 0.2711801826953888, -0.22431182861328125, -0.031658582389354706, -0.022681312635540962, -0.8393447399139404, -0.31937891244888306, -0.02815629541873932, 0.07762928307056427, -0.10280051082372665, 0.28675752878189087, -0.36400744318962097, 0.042177893221378326, -0.19801945984363556, -0.23017965257167816, 0.9994487166404724, 0.05503246188163757, -0.2050224095582962, -0.1382800191640854, 0.4265091121196747, 0.010356871411204338, -0.36917006969451904, -0.16148152947425842, -0.3367284834384918, -0.4021912217140198, -0.010986617766320705, -0.13926970958709717, -0.4086785316467285, -0.08694417029619217, -0.31819650530815125, 0.823563277721405, -0.9562824964523315, -0.3581060767173767, -0.06955621391534805, -0.4376648962497711, 0.1802932769060135, 0.11580174416303635, -0.36856183409690857, 0.17578336596488953, -0.20834775269031525, 0.1415080577135086, -0.17338615655899048, 0.07009293884038925, -0.06562764197587967, 0.02035316452383995, -0.12257169932126999, -0.08304108679294586, 0.2020917534828186, -0.20531213283538818, 0.048758819699287415, -0.430573970079422, -0.6907676458358765, -0.1590784788131714, 0.42922377586364746, -0.18627391755580902, -0.013526275753974915, 0.21161969006061554, 0.17463067173957825, -0.3039506673812866, -0.29669755697250366, 0.0407223254442215, -0.29588937759399414, 0.4349960386753082, 0.035756200551986694, -0.3560931086540222, 0.10761482268571854, -0.07397174835205078, 0.29151442646980286, 0.28505778312683105, -0.02555774338543415, -0.06491340696811676, 0.6058419346809387, -0.33502814173698425, -0.998052716255188, 0.02367495372891426, -0.8591732978820801, -0.2993382215499878, 0.19134970009326935, -0.17443595826625824, 0.12360424548387527, -0.19658797979354858, -0.17227239906787872, 0.08271126449108124, -0.11608651280403137, -0.4967760443687439, -0.0019479957409203053, 0.01017215009778738, -0.455014169216156, -0.1525581181049347, -0.051232267171144485, -0.01711302250623703, 0.14315345883369446, 0.2499551773071289, -0.14167620241641998, -0.4487297832965851, 0.10160118341445923, 0.1096595898270607, 0.0995921790599823, 0.018275246024131775, -0.3091764450073242, 0.10173679888248444, 0.11193916946649551, 0.02766353264451027, -0.1516289860010147, -0.1836177408695221, -0.47571253776550293, -0.1324220597743988, 0.09574535489082336, 0.20449209213256836, -0.2975172996520996, 0.39103496074676514, -0.006067811977118254, 0.04726734757423401, -0.45950064063072205, -0.182220458984375, -0.06511994451284409, 0.06300288438796997, 0.4563595652580261, 0.5705991983413696, -0.2981489598751068, 0.09708394855260849, 0.11373983323574066, -0.09504945576190948]","[0.02642020769417286, -0.002037100028246641, -0.06699594110250473, 0.11436998099088669, 0.07436496019363403, 0.026793261989951134, 0.03539581596851349, 0.05014928802847862, 0.21415236592292786, -0.04705338925123215, -0.03766261786222458, -0.1282227635383606, -0.07336548715829849, -0.1233968585729599, 0.019352935254573822, 0.015094783157110214, -0.122328020632267, -0.17331930994987488, -0.04873356595635414, -0.24888095259666443, -0.971603274345398, 0.018559858202934265, -0.05034555122256279, -0.050343047827482224, 0.009370781481266022, -0.09757991135120392, -0.10677891224622726, -0.2701303958892822, 0.17045891284942627, 0.037360310554504395, -0.039805132895708084, -0.12934085726737976]"
window_02,-106670992.0,"[0.21533189713954926, 0.04826866835355759, -0.09391987323760986, 0.15540283918380737, -0.23079046607017517, 0.6476689577102661, -1.0, -2.7204951038584113e-06, -0.059175457805395126, 0.1683826744556427, 0.1536116898059845, -0.19896727800369263, -0.016912288963794708, -0.4897281229496002, -0.257967472076416, -0.270270973443985, -0.09332726895809174, -0.3833450675010681, -0.3619975447654724, -0.4787118434906006, 0.34548917412757874, 0.9999983310699463, 0.37944599986076355, 0.20454010367393494, -0.5914357900619507, 0.0890437662601471, 1.0, -0.05175531655550003, 0.12484108656644821, 0.16041788458824158, -0.3683655261993408, 0.05208204314112663, -0.004888041876256466, -0.40869030356407166, 0.18643754720687866, 0.3480783998966217, -0.004967076703906059, -0.10704419761896133, 0.16038332879543304, -0.3285859525203705, 0.010256359353661537, -0.10361777991056442, 0.3789950907230377, 0.15126720070838928, -0.10036861151456833, 0.029076552018523216, 0.23783496022224426, -0.22452060878276825, -0.017032498493790627, 0.0676359236240387, -0.017467645928263664, 0.29975688457489014, -0.12832486629486084, -0.053350500762462616, -0.33615145087242126, 0.17754212021827698, -0.20863622426986694, 0.03597895801067352, -0.9118861556053162, -0.12803581357002258, 0.1511053442955017, -0.1318533718585968, 0.19966110587120056, 0.20433248579502106, 0.19387120008468628, -0.14741277694702148, -0.4120521545410156, -0.13273000717163086, -0.14935214817523956, -0.3185940086841583, 0.496200829744339, 0.030224613845348358, -0.40362513065338135, 0.11943135410547256, -0.26044827699661255, -0.24941422045230865, 0.01675303280353546, -0.2159096598625183, -0.14292658865451813, -0.36913543939590454, -0.0904575064778328, 0.03037896566092968, 0.13167010247707367, 0.29395729303359985, 0.08758576959371567, -0.046561677008867264, -0.1902095079421997, 0.15602722764015198, 0.038799334317445755, -0.2539879381656647, 0.262344628572464, 0.43467846512794495, 0.10125356167554855, 0.0486355721950531, 0.4982720911502838, 0.442660391330719, 0.021988697350025177, -0.22884581983089447, 0.17159536480903625, -0.03858637437224388, 0.06015976890921593, 0.013729766942560673, 0.126748725771904, 0.10482162237167358, -0.29144707322120667, 0.4418494999408722, 0.028701815754175186, -0.34006446599960327, -0.1752619743347168, 0.2396746575832367, -0.23210997879505157, 0.07055757939815521, 0.506710410118103, 0.5079189538955688, -0.7789706587791443, 0.6408618092536926, -0.1875041127204895, -0.4706336557865143, 0.002321820240467787, 0.9048826098442078, -0.37919944524765015, -0.3905385136604309, -0.13357101380825043, 0.10449153929948807, -0.2192140817642212, 0.07376518845558167, 0.04889245703816414, -0.44520097970962524, -0.3063012659549713, 0.2899896502494812, 0.1403597742319107, -0.055218346416950226]","[0.3243104815483093, -0.07012654095888138, -0.11263596266508102, -0.006274407729506493, -0.012670462019741535, 0.2963729202747345, 0.12988737225532532, 0.15773220360279083, -0.23266519606113434, -0.002536434680223465, 0.061028607189655304, -0.17170952260494232, -0.04109911248087883, -0.01721031591296196, -0.00748495664447546, -0.05408988520503044, 0.011644795536994934, 0.13251546025276184, -0.1461275964975357, -0.16897176206111908, -0.04816179722547531, 0.01016540452837944, -0.07123042643070221, -0.11451851576566696, 0.06965897977352142, 0.81538987159729, 0.5145708918571472, 0.10796871036291122, -0.2858443260192871, -0.03205610066652298, -0.00024065666366368532, 0.3516586422920227]"
window_03,-91812400.0,"[-0.12490856647491455, 0.06931288540363312, -0.2887853980064392, 0.08532433956861496, -0.05849127471446991, 0.3977413475513458, -0.35052672028541565, 0.015329405665397644, -0.028595510870218277, -0.2861960828304291, 0.026573169976472855, -0.009589173831045628, 0.08473971486091614, -0.6385351419448853, -0.2646404504776001, 0.8154551386833191, -0.06999802589416504, -0.38604170083999634, 0.04097960516810417, 0.27990955114364624, 0.03750208392739296, 1.0, -1.0, -0.21412159502506256, 1.0, -0.4684303104877472, 0.09106164425611496, -0.8825890421867371, 0.157851904630661, -0.20726870000362396, -0.12575532495975494, 0.1357365995645523, 0.07564045488834381, -0.1842922568321228, 0.4420508146286011, 0.2655436098575592, -0.020462483167648315, -0.35054081678390503, -0.11846328526735306, -0.23444223403930664, -0.12351246923208237, -0.13022863864898682, 0.2406938374042511, 0.008654465898871422, -0.07206489890813828, 0.11686955392360687, 0.2095213681459427, 0.1100209653377533, 0.4941541850566864, 0.27856457233428955, -0.12201330065727234, 0.04867549240589142, -0.06430176645517349, 0.021171273663640022, 0.04200560972094536, -0.11015881597995758, 0.04104205220937729, 0.20254617929458618, -0.07701044529676437, -0.3263355791568756, 0.03785257041454315, 0.23488444089889526, 0.8371694684028625, 0.14347289502620697, 0.3965870141983032, 0.005257853772491217, 0.026863647624850273, -0.16477061808109283, -0.11707736551761627, 0.15619924664497375, 0.32772767543792725, 0.07551605999469757, 0.47289806604385376, 0.2553630769252777, -0.3766126334667206, 0.06287447363138199, 0.01747165620326996, 0.33417943120002747, 0.20882363617420197, 0.08402589708566666, -0.6923381090164185, 0.135441392660141, 0.1069255918264389, -0.20294003188610077, 0.59942626953125, -0.07993464916944504, -0.49752694368362427, -0.08789712935686111, -0.1832686960697174, 0.06250044703483582, 0.140645831823349, -0.1131824180483818, 0.05059588700532913, 0.18776609003543854, 0.6328938603401184, -0.2547535300254822, 0.16381455957889557, 0.4173192083835602, -0.24007679522037506, 0.12722527980804443, 0.26100119948387146, -0.00382085214368999, -0.04705033451318741, 0.14441055059432983, -0.11264616250991821, 0.17994217574596405, -0.13176968693733215, -0.4821853041648865, 0.3021817207336426, 0.027284417301416397, -0.32098692655563354, -0.32635989785194397, -0.023713741451501846, 0.1545490324497223, -0.7779824733734131, 0.3803521990776062, -0.8416993021965027, -0.15233026444911957, 0.3607916235923767, 0.1958979070186615, -0.06602801382541656, -0.19787117838859558, 0.019745824858546257, 0.1848820447921753, -0.2189684808254242, -0.16949696838855743, -0.08803054690361023, -0.34103578329086304, -0.16899056732654572, 0.05543474480509758, 0.23412826657295227, -0.10375142842531204]","[0.24621649086475372, 0.04545695334672928, -0.0070630526170134544, 0.12333521991968155, 0.08620401471853256, -0.056760553270578384, 0.11338066309690475, 0.14376972615718842, -0.17122983932495117, 0.06891389936208725, 0.013120558112859726, -0.0860101655125618, -0.06003901734948158, -0.06812392175197601, -0.04355017840862274, -0.10872659087181091, 0.08594463020563126, -0.1686139851808548, 0.002976818475872278, -0.14691507816314697, -0.06162969768047333, -0.02245313674211502, 0.06694720685482025, -0.14121775329113007, 1.0, -0.0885453149676323, -0.047030895948410034, 0.08379282802343369, 0.06580901145935059, 0.07659287750720978, 0.026749055832624435, 0.7003215551376343]"
window_04,-91870448.0,"[0.02192796766757965, -0.017963740974664688, 0.0382780060172081, -0.06675523519515991, 0.10210686922073364, 0.656732439994812, 0.055709872394800186, 0.06354038417339325, -0.22358226776123047, -0.16265082359313965, 0.022892870008945465, 0.175824835896492, 0.32023581862449646, -0.3050278425216675, -0.43225306272506714, -0.358635276556015, 0.24036140739917755, 0.7120884656906128, -0.41744670271873474, -0.6120532751083374, -0.3051542043685913, 1.0, -0.6168028116226196, -0.4543476700782776, -0.5845754146575928, -0.21039935946464539, 0.9993206858634949, -0.2193240225315094, -0.5111247301101685, -0.09625563025474548, -0.16597123444080353, 0.3547154664993286, -0.022380487993359566, -0.45122432708740234, 0.03127904608845711, 0.49830251932144165, 0.005202159285545349, -0.020427148789167404, -0.3079368472099304, -0.5236345529556274, 0.5375013947486877, 0.03174050152301788, 0.7753702402114868, -7.962092058733106e-05, -0.05732010304927826, 0.1210818663239479, 0.23988017439842224, -0.5441044569015503, -0.0703601986169815, 0.23868927359580994, 1.0, 0.014005386270582676, -0.67476886510849, 0.08629953861236572, -0.040585365146398544, 0.2331823706626892, -0.03385567665100098, 0.09945385158061981, -0.8644900918006897, -0.9679455757141113, -0.09143774956464767, 0.8656270503997803, -0.2083686888217926, 0.1614091992378235, 0.722861111164093, 0.16492697596549988, -0.2129034847021103, 0.03464728221297264, 0.23314990103244781, -0.17000731825828552, 0.0121983727440238, 0.10353843122720718, 0.7093968987464905, 0.5108143091201782, -0.24412693083286285, 0.14356809854507446, 0.4050928056240082, -0.3732967972755432, -1.0, -0.03959253057837486, -0.5690767765045166, 0.5137999057769775, 0.034028101712465286, -0.3692549169063568, 0.371501624584198, -0.012384127825498581, 0.01322922296822071, -0.22093871235847473, -0.6045113205909729, -0.12376171350479126, 0.9999993443489075, -0.14287397265434265, -0.014329543337225914, 0.26514938473701477, 0.47357961535453796, -0.20025163888931274, 0.5128493309020996, 0.06965487450361252, 0.2538188099861145, -0.2582990825176239, -0.06710659712553024, -0.1012750118970871, 0.5663208961486816, 0.7634161114692688, -0.17445147037506104, 0.9845772981643677, -0.0971808061003685, -1.0, 0.5156747102737427, 0.6925889253616333, 0.08960475027561188, -0.12597784399986267, -0.11387958377599716, 0.551473081111908, -0.41252467036247253, 0.8311951160430908, -0.6332210898399353, -0.13968077301979065, 0.999787449836731, 1.0, -0.7482231259346008, -0.13185946643352509, -0.24898019433021545, -0.25928065180778503, -0.7124349474906921, -0.32745885848999023, 0.7461177110671997, -0.2770388722419739, -0.9159120321273804, 0.08468635380268097, 0.6118823885917664, -0.2537969946861267]","[0.19564148783683777, -0.07808768004179001, 0.20038151741027832, 0.0573054663836956, 0.039219390600919724, 0.06075984239578247, 0.08116301149129868, 0.12173087149858475, -0.09683705866336823, 0.07204555720090866, -0.12609633803367615, -0.021332941949367523, -0.06751632690429688, -0.13982078433036804, -0.03508799895644188, -0.03780940920114517, -0.02775666117668152, -0.0957031399011612, -0.10693816095590591, -0.01408908236771822, -0.024229707196354866, -0.05131234601140022, 0.015752116218209267, -0.07843213528394699, 0.9991775751113892, 0.06274663656949997, 0.17590786516666412, 1.0, 0.015990234911441803, -0.020333057269454002, -0.004928287118673325, -0.022229615598917007]"
window_05,-87649736.0,"[0.03320811688899994, -0.9608125686645508, 0.07689688354730606, 0.11996739357709885, -0.18310308456420898, -0.05251359939575195, 0.008115870878100395, 0.10932593792676926, 0.41608113050460815, -0.23835062980651855, -0.9106056690216064, -0.30771714448928833, 0.15591630339622498, 0.19788305461406708, -0.016482489183545113, 0.0649392232298851, -0.09830865263938904, 0.014423895627260208, 0.18897145986557007, -0.2537636160850525, 0.033815134316682816, -1.0, -0.1157379075884819, -0.24103525280952454, -1.0, -0.37362539768218994, 0.1772555112838745, 0.7729578018188477, 0.012627380900084972, -0.0738852322101593, 0.19415916502475739, 0.24022850394248962, -0.16646526753902435, -0.7697033286094666, 0.8795933723449707, 0.2537480592727661, -0.26998835802078247, -0.19427937269210815, 0.05258810520172119, 0.04046130180358887, 0.20791548490524292, -0.08780832588672638, -1.0, 0.11423594504594803, 0.08019771426916122, 0.4375251829624176, -0.4188772141933441, 0.9142901301383972, -0.0262428168207407, -0.2019629329442978, -0.012395957484841347, 1.0, -0.8860751986503601, -0.09779808670282364, -0.06457915157079697, 0.8760061860084534, -0.1835189312696457, 0.6041119694709778, 0.30079761147499084, 0.41831767559051514, -0.36085453629493713, -0.11535797268152237, -0.28269511461257935, -0.027433201670646667, -0.05425778031349182, -0.9933868050575256, 0.4893353581428528, 0.32162436842918396, 0.07828066498041153, -0.11666088551282883, -0.16613364219665527, -0.10494062304496765, 0.5472715497016907, -0.06166981905698776, 0.07365689426660538, 0.1593848317861557, 0.5053638219833374, -0.0696190744638443, 0.20266525447368622, 0.07763585448265076, -0.26544439792633057, 0.5295192003250122, -0.7559012174606323, -0.504375159740448, -0.17168939113616943, 0.05152119696140289, -0.8945441842079163, 0.14199301600456238, -0.12798194587230682, -0.41555342078208923, 0.46841973066329956, 0.10381226986646652, 0.37459778785705566, 0.116102434694767, -0.06266823410987854, -0.2160431146621704, 0.2728997766971588, -0.18853668868541718, -0.09015015512704849, 1.0, -0.007207496091723442, -0.21198925375938416, -0.30290526151657104, -0.5239782333374023, 0.015351733192801476, 0.010289030149579048, -0.16032691299915314, 0.15784883499145508, 0.3117765188217163, 0.0055808983743190765, -0.8129165172576904, -0.09506825357675552, 0.2646994888782501, 0.04361036419868469, -0.21484486758708954, -0.11391182988882065, 0.9856299757957458, -0.2811788022518158, 0.17584362626075745, -0.3936363458633423, -0.7832180857658386, 0.0908111110329628, -0.026047974824905396, -0.09672363847494125, -0.13455462455749512, -0.14657451212406158, -0.6889082789421082, -0.01887553185224533, 0.335345059633255, -0.04430098831653595, 0.7556281089782715, -0.10600124299526215]","[0.013913755305111408, -0.010821663774549961, -0.0717422291636467, 0.07566486299037933, 0.03714880719780922, -0.1004941388964653, 0.0008294734288938344, 0.032765790820121765, 0.028290802612900734, -0.0892573669552803, -0.01626340113580227, -0.08062123507261276, -0.0116816945374012, -0.16124160587787628, -0.015414968132972717, -0.0064597660675644875, -0.05324405059218407, 0.005328798200935125, -0.0031360432039946318, -0.07431207597255707, -0.11581665277481079, -0.0024914206005632877, -0.07584299892187119, -0.04156896099448204, 0.06388833373785019, -0.025451594963669777, -0.12304045259952545, -0.1582196205854416, 0.06431444734334946, 0.09715086221694946, -0.13248753547668457, -0.10006237030029297]"
window_06,-109120512.0,"[-0.9939838647842407, -0.14430281519889832, 0.022908542305231094, -0.2684969902038574, -0.04658140987157822, 0.5937770009040833, -0.071866475045681, -0.08382578194141388, 0.3937949538230896, -1.0, -0.8464383482933044, 0.22332699596881866, 0.12801316380500793, 0.4339001178741455, 0.03654124587774277, -0.5039037466049194, -0.04101613536477089, 0.5021582841873169, 0.637078046798706, -0.17525091767311096, 0.4675019085407257, -1.0, 0.3945481479167938, -0.05388123169541359, -0.9997438788414001, 0.9984748363494873, 1.0, 0.5207005739212036, 0.170023113489151, -0.8626463413238525, 0.23675259947776794, 0.10457966476678848, -0.9995594024658203, -0.9922416806221008, -0.7094317674636841, 0.1354043185710907, -0.050768785178661346, 0.014439788646996021, -0.3930716812610626, 0.5382059812545776, 0.3134646713733673, -0.3296864628791809, -0.18447604775428772, -0.13209719955921173, -0.1395643800497055, 0.6986896395683289, -0.19298094511032104, -0.43456903100013733, 0.10381055623292923, -0.33742833137512207, 0.13398870825767517, -0.528583824634552, 0.32176873087882996, 0.27109092473983765, -0.0056366282515227795, -0.11890837550163269, -0.8397843837738037, -0.33886516094207764, 0.568123996257782, -0.12641054391860962, 0.04404293745756149, 0.35389140248298645, 0.9020658731460571, 0.015841713175177574, 0.03347019478678703, -0.6284821629524231, 0.34115952253341675, -0.07292985916137695, 0.9921751022338867, -0.997961163520813, -0.2761305272579193, 0.09065612405538559, -0.9358181953430176, 0.48722195625305176, 0.23841771483421326, 0.2626022398471832, -0.13701994717121124, 0.2639986574649811, 0.2216373085975647, 0.037515800446271896, -1.0, 0.05829488858580589, -0.02927234023809433, 0.04987568035721779, -0.14837978780269623, -0.007868696004152298, 0.2699562907218933, 0.32286766171455383, 0.16449032723903656, -0.2579940855503082, 0.24787211418151855, 0.23363840579986572, -0.1534934639930725, -0.2660238742828369, -0.0073654744774103165, -0.11650204658508301, 0.20372135937213898, -0.3008096218109131, 1.0, 0.3668624758720398, 0.19791962206363678, -0.46598735451698303, -0.13378232717514038, -0.3269636332988739, -0.06671475619077682, -0.24584762752056122, -0.08489764481782913, -0.06137659028172493, -0.08017236739397049, 0.39233142137527466, 0.04940539225935936, 0.32280316948890686, -0.1398671269416809, -0.05184805393218994, -1.0, -0.09476307034492493, -0.11645690351724625, 0.15624836087226868, -0.15292924642562866, -0.19899074733257294, -0.3712243139743805, -0.26345211267471313, -0.5339515209197998, -0.2508232891559601, -0.9338629841804504, -0.9797501564025879, -0.291157990694046, 0.07450340688228607, 0.27848657965660095, -0.21048107743263245, 0.3125073313713074, 0.3934880793094635]","[0.013913755305111408, -0.010821663774549961, -0.0717422291636467, 0.07566486299037933, 0.03714880719780922, -0.1004941388964653, 0.0008294734288938344, 0.032765790820121765, 0.028290802612900734, -0.0892573669552803, -0.01626340113580227, -0.08062123507261276, -0.0116816945374012, -0.16124160587787628, -0.015414968132972717, -0.0064597660675644875, -0.05324405059218407, 0.005328798200935125, -0.0031360432039946318, -0.07431207597255707, -0.11581665277481079, -0.0024914206005632877, -0.07584299892187119, -0.04156896099448204, 0.06388833373785019, -0.025451594963669777, -0.12304045259952545, -0.1582196205854416, 0.06431444734334946, 0.09715086221694946, -0.13248753547668457, -0.10006237030029297]"
window_07,-179885552.0,"[1.0, -0.15830521285533905, -0.08761024475097656, -0.3324146270751953, -0.1857806295156479, 0.10782898217439651, -0.30536535382270813, 0.03429655730724335, -0.1082686260342598, -0.4191838204860687, -0.3997561037540436, 0.07882221043109894, -1.0, 0.3515842854976654, -0.35527846217155457, 0.35897332429885864, -0.17377685010433197, 0.20844683051109314, 0.29087913036346436, -0.3295164108276367, -0.060136571526527405, -1.0, -0.4682186543941498, 0.2906290590763092, -1.0, 0.35584381222724915, 0.3334778845310211, 0.1283668428659439, -0.10896454751491547, 0.027109390124678612, 0.775227427482605, -0.4071829915046692, 0.6022379994392395, -0.00987361278384924, 0.08553308993577957, -0.04293512552976608, 0.3420394957065582, 0.23949450254440308, -0.012627817690372467, -0.3048197627067566, 0.00035801780177280307, 0.45061272382736206, 0.19691213965415955, 0.06036791950464249, 0.2783900499343872, 0.036447543650865555, -0.09296689182519913, 0.20173753798007965, -0.0283487681299448, 0.10032472759485245, 0.4894574284553528, -0.2263786941766739, -0.06446347385644913, -0.8633488416671753, -0.36808398365974426, 0.05607280880212784, -0.09543174505233765, 0.05260602757334709, 0.24155163764953613, -0.03566906601190567, -0.09403275698423386, -0.4558523893356323, 0.1233711764216423, 0.16669350862503052, 0.35826894640922546, 0.07060880213975906, -0.8955496549606323, -0.6349654793739319, 0.22045397758483887, 0.08178725838661194, -0.36081066727638245, -0.299064964056015, 0.043924007564783096, 0.2151222825050354, -0.6959516406059265, -0.08712135255336761, 0.15131355822086334, -0.5530723929405212, 0.03760531172156334, -0.24870750308036804, 0.2783759534358978, 0.15613694489002228, -0.33424487709999084, -0.939750075340271, -0.13287584483623505, -0.07366684079170227, 0.3327670991420746, 0.1694318652153015, 0.20577402412891388, -0.038447413593530655, 0.2395094782114029, 0.012892471626400948, 0.20875774323940277, 0.06377004832029343, -0.23284611105918884, -0.10209904611110687, 0.06940795481204987, -0.000352047267369926, 0.071756511926651, -0.026772601529955864, 0.222492054104805, 0.45964550971984863, 0.21129629015922546, -0.130161851644516, 0.07543305307626724, 0.15844185650348663, -0.1980634480714798, 0.12478944659233093, -0.013542336411774158, -0.4130290150642395, 0.4037693440914154, -0.021141812205314636, 0.18496719002723694, -0.05118332803249359, 0.10511724650859833, 0.42470911145210266, 0.3451777398586273, -0.06973795592784882, -0.3253938555717468, -0.44353118538856506, -0.12625543773174286, 0.1614929735660553, 0.09455223381519318, -0.36295264959335327, -0.061807047575712204, 0.5112603902816772, -0.6739804148674011, 0.10004933923482895, 0.4959653913974762, 0.04711662977933884, 0.09926008433103561, -0.13577589392662048]","[0.013913755305111408, -0.010821663774549961, -0.0717422291636467, 0.07566486299037933, 0.03714880719780922, -0.1004941388964653, 0.0008294734288938344, 0.032765790820121765, 0.028290802612900734, -0.0892573669552803, -0.01626340113580227, -0.08062123507261276, -0.0116816945374012, -0.16124160587787628, -0.015414968132972717, -0.0064597660675644875, -0.05324405059218407, 0.005328798200935125, -0.0031360432039946318, -0.07431207597255707, -0.11581665277481079, -0.0024914206005632877, -0.07584299892187119, -0.04156896099448204, 0.06388833373785019, -0.025451594963669777, -0.12304045259952545, -0.1582196205854416, 0.06431444734334946, 0.09715086221694946, -0.13248753547668457, -0.10006237030029297]"
window_08,-276092096.0,"[-0.11007842421531677, -0.04653294011950493, 0.3246486485004425, -0.1379823088645935, -0.05405173823237419, 0.3164512515068054, -0.856754720211029, 0.17363213002681732, -0.09831719100475311, -0.12777413427829742, -0.47743821144104004, -0.16019554436206818, -0.42745673656463623, 0.7863974571228027, -0.6212664246559143, -0.10814745724201202, 0.27526670694351196, 0.38196253776550293, 0.3854730427265167, 0.6453816294670105, 0.24458399415016174, -1.0, 0.048600733280181885, -0.650331437587738, -1.0, 0.306496262550354, 1.0, 0.02913406863808632, -0.9170259833335876, 0.09529441595077515, 0.6484839916229248, 0.06917615979909897, 0.19371040165424347, 0.25968459248542786, -0.0634087473154068, -0.13221144676208496, 0.14631979167461395, 0.8518589735031128, 0.21963584423065186, 0.21318982541561127, -0.3554176986217499, 0.2788798213005066, -0.09531476348638535, -0.1688472181558609, -0.09273763000965118, 0.38079553842544556, 0.009278921410441399, -0.19154350459575653, -0.14115691184997559, 0.055199094116687775, -0.27969637513160706, -0.03943627327680588, -0.020531699061393738, 0.23784488439559937, -0.05458236113190651, -0.10661707818508148, -0.07134655117988586, -0.24105165898799896, -0.0009194704471156001, 0.47455108165740967, -0.4186992347240448, 0.030814528465270996, -0.14659570157527924, 0.04479685053229332, 0.04974040761590004, -0.1617584228515625, 0.39948850870132446, -0.26568758487701416, -0.08681105077266693, 0.041240278631448746, -0.18411022424697876, -0.023006046190857887, 0.3999021649360657, 0.20131587982177734, 0.13370436429977417, 0.21181082725524902, 0.04726437106728554, -0.15461093187332153, -0.07746266573667526, -0.29552799463272095, 0.3130328357219696, 0.5222452282905579, -0.015596888959407806, 0.01282248180359602, -0.1610301434993744, 0.1382940113544464, -0.4545206129550934, 0.1639280617237091, 0.5404489040374756, 0.27168259024620056, 0.6794290542602539, -0.49079054594039917, -0.43695637583732605, -0.1045447587966919, -0.1296132355928421, -0.2757827639579773, 0.09339353442192078, 0.00878170132637024, 0.10310623794794083, -0.33298352360725403, -0.07529465109109879, 0.4086608290672302, 0.01404295489192009, -0.22146767377853394, -0.10849861055612564, -0.019063295796513557, 0.17398570477962494, 0.06026183068752289, 0.1483081579208374, 0.09294987469911575, 0.6582204103469849, 0.15861408412456512, 0.010512035340070724, -0.31770840287208557, -0.05553818494081497, -0.3045162558555603, -0.11589045822620392, 0.0002483632415533066, -0.1551842838525772, -0.05424823611974716, 0.167180135846138, -0.30634015798568726, -0.28509318828582764, -0.0719992071390152, -0.6107171773910522, 0.15092125535011292, -0.13837790489196777, 0.3315143585205078, -0.2029038369655609, 0.15458574891090393, 0.018639152869582176, -0.6256204843521118]","[0.013913755305111408, -0.010821663774549961, -0.0717422291636467, 0.07566486299037933, 0.03714880719780922, -0.1004941388964653, 0.0008294734288938344, 0.032765790820121765, 0.028290802612900734, -0.0892573669552803, -0.01626340113580227, -0.08062123507261276, -0.0116816945374012, -0.16124160587787628, -0.015414968132972717, -0.0064597660675644875, -0.05324405059218407, 0.005328798200935125, -0.0031360432039946318, -0.07431207597255707, -0.11581665277481079, -0.0024914206005632877, -0.07584299892187119, -0.04156896099448204, 0.06388833373785019, -0.025451594963669777, -0.12304045259952545, -0.1582196205854416, 0.06431444734334946, 0.09715086221694946, -0.13248753547668457, -0.10006237030029297]"
