阶段,strategy,total_procurement_cost,avg_weekly_cost,weekly_cost_volatility,cvar,hedge_error,mean_reward,avg_adjustment_mwh,total_trans_cost,max_drawdown,settlement_records,cost_savings_vs_fixed_lock,cost_savings_vs_rule_only,cost_gap_vs_dynamic_lock_only
验证集,hpso_validation,6833113662.363794,1708278415.5909486,309917587.8063983,2002253102.5189512,7632.822360716385,-0.5668133977990408,7415.912771438222,1149645028.759921,5024722540.777147,2688,,,
回测集_HPSO,hpso,4170577448.459815,1390192482.8199384,292498918.96513194,1745695377.5475345,3342.4198595471917,-0.5216746740924063,2825.4942306347352,302014566.01823854,2774978843.4798326,1824,,,
回测基准比较,rule_only,3712384171.6467085,1237461390.5489028,141943532.26284024,1438113394.5913448,2812.8634906725606,-0.1867950175578297,2812.8634906725606,86974868.37429833,2274270777.0553637,1824,25410001.433392048,0.0,-25410001.433392048
回测基准比较,fixed_lock,3737794173.0801005,1245931391.0267003,181870180.4480335,1488543328.279734,0.0,-0.2207171024553847,0.0,667776.078,2249250844.8003664,1824,0.0,-25410001.433392048,0.0
回测基准比较,dynamic_lock_only,3737794173.0801005,1245931391.0267003,181870180.4480335,1488543328.279734,0.0,-0.2207171024553847,0.0,667776.078,2249250844.8003664,1824,0.0,-25410001.433392048,0.0
回测基准比较,hpso,4170577448.459815,1390192482.8199384,292498918.96513194,1745695377.5475345,3342.4198595471917,-0.5216746740924063,2825.4942306347352,302014566.01823854,2774978843.4798326,1824,-432783275.3797145,-458193276.81310654,432783275.3797145
