stage,candidate_id,avg_val_total_procurement_cost,avg_val_cvar,avg_val_mean_reward,avg_cost_gap_vs_dynamic_lock_only,avg_cvar_gap_vs_dynamic_lock_only,ranking_score
HPSO参数化策略,trained_theta,0.0,0.0,0.0,0.0,0.0,0.0
