datetime,省调负荷_日前,新能源负荷-总加_日前,新能源负荷-光伏_日前,新能源负荷-风电_日前,联络线总加_日前,非市场化机组出力_日前,水电出力_日前,全网总出力_日前,全网统一出清价格_日前,省调负荷_日内,新能源负荷-总加_日内,新能源负荷-光伏_日内,新能源负荷-风电_日内,联络线总加_日内,非市场化机组出力_日内,水电出力_日内,全网总出力_日内,全网统一出清价格_日内
2025-11-01T00:00:00,19839,4617,0,4617,7307,5103.94,3081,12532,290.4174,20128,3517.17,0,3517.17,5503.3,5016.13,3200.78,14624.5,409.1999
2025-11-01T00:15:00,23213,4103,0,4103,6876,6764.74,4991,16337,360.695,23718,3855.67,0,3855.67,6902.41,7331.4,4943.94,16815.7,372.5487
2025-11-01T00:30:00,23016,4046,0,4046,6804,6913.14,4498,16212,360.695,23507,3837.34,0,3837.34,6787.94,7515.06,5120.81,16718.9,372.5487
2025-11-01T00:45:00,22656,3992,0,3992,6732,6816.32,4404,15924,360.695,23138,3716.29,0,3716.29,7052.5,6942.5,4836.07,16085.5,372.5487
2025-11-01T01:00:00,22231,3932,0,3932,6661,6770.47,4107,15570,360.695,22492,3856.86,0,3856.86,6661.28,6561.67,4462.26,15830.3,372.5487
2025-11-01T01:15:00,21773,3874,0,3874,6589,6979.52,4098,15184,345.765,21934,3755.33,0,3755.33,6233.28,6440.05,4393.25,15700.7,381.77
2025-11-01T01:30:00,21511,3828,0,3828,6517,7154.31,3612,14994,345.765,21495,3646.72,0,3646.72,6094.01,6450.17,4396.24,15401.4,381.77
2025-11-01T01:45:00,21250,3781,0,3781,6445,7156.8,3473,14805,345.765,21284,3775.01,0,3775.01,5987.76,6359.86,4326.12,15296.4,381.77
2025-11-01T02:00:00,20890,3734,0,3734,6373,6576.12,3143,14517,345.765,20938,3755.01,0,3755.01,6092.98,5894.64,3802.8,14845.2,381.77
2025-11-01T02:15:00,20464,3704,0,3704,6301,5989.37,2946,14163,364.51,20444,3676.14,0,3676.14,6021.73,5371.83,3327.56,14421.8,385.45
2025-11-01T02:30:00,20202,3684,0,3684,6301,5737.74,2646,13901,364.51,20312,3821.27,0,3821.27,5922.54,5170.09,3036.52,14389,385.45
2025-11-01T02:45:00,20006,3667,0,3667,6301,5736.75,2647,13705,364.51,20069,3748.15,0,3748.15,5928.71,5105.77,2995.85,14140.2,385.45
2025-11-01T03:00:00,19845,3654,0,3654,6301,5746.12,2656,13544,364.51,19711,3757.3,0,3757.3,5909.34,4960.52,2893.44,13801.9,385.45
2025-11-01T03:15:00,19717,3643,0,3643,6301,5699.91,2388,13416,365.635,19818,3744.69,0,3744.69,5745.61,5259.1,3085.2,14072.7,165.4451
2025-11-01T03:30:00,19573,3642,0,3642,6301,5698.96,2387,13272,365.635,19379,3395.49,0,3395.49,5973.77,5230.82,3081.18,13404.9,165.4451
2025-11-01T03:45:00,19381,3645,0,3645,6301,5702.24,2390,13080,365.635,19375,3194.93,0,3194.93,6079.36,5279.98,3129.51,13295.8,165.4451
2025-11-01T04:00:00,19333,3646,0,3646,6301,5716.59,2402,13032,365.635,19267,4000.15,0,4000.15,5614.62,4999.33,2833.12,13652.6,165.4451
2025-11-01T04:15:00,19142,3657,0,3657,6301,5693.55,2382,12841,370.63,19298,4078.83,0,4078.83,5869.66,4531.53,2562.85,13428.2,358.1809
2025-11-01T04:30:00,19222,3656,0,3656,6373,5697.86,2383,12849,370.63,19086,4172.07,0,4172.07,5587.46,4578.92,2565.88,13498.2,358.1809
2025-11-01T04:45:00,19142,3665,0,3665,6445,5693.57,2376,12697,370.63,19279,4264.3,0,4264.3,5333.64,4616.09,2557.61,13945,358.1809
2025-11-01T05:00:00,19206,3668,0,3668,6517,5691.59,2374,12689,370.63,19103,4237.57,0,4237.57,5338.67,4668.93,2571.58,13764.6,358.1809
2025-11-01T05:15:00,19222,3668,0,3668,6589,5688.06,2370,12633,365.6352,19324,4342.52,0,4342.52,5530.75,4770.91,2529.45,13793.5,82.7225
2025-11-01T05:30:00,19333,3660,0,3660,6661,5705.48,2388,12672,365.6352,19453,4047.26,0,4047.26,5936.31,4793.17,2514.27,13516.3,82.7225
2025-11-01T05:45:00,19413,3653,0,3653,6732,5706.07,2389,12681,365.6352,19619,3542.82,0,3542.82,6020.92,5117.35,2903.31,13597.6,82.7225
2025-11-01T06:00:00,19605,3644,0,3644,6804,5864.99,2461,12801,365.6352,19531,3473.12,0,3473.12,6049.88,5152.58,2958.34,13481.1,82.7225
2025-11-01T06:15:00,19843,3627,2,3625,6876,6557.27,2717,12967,376.8301,19162,3523.86,22.07,3501.79,6156.39,4983.81,2988.6,13005.8,0
2025-11-01T06:30:00,20235,3606,4,3602,6960,7129.11,3155,13275,376.8301,19366,3457.69,22.78,3434.91,6687.98,4709.46,2683.26,12677.8,0
2025-11-01T06:45:00,20595,3599,25,3574,7044,7589.58,3355,13551,376.8301,20016,3190,0,3190,7123.72,5196.11,3147.86,12891.9,0
2025-11-01T07:00:00,21544,3613,70,3543,7127,7662.24,3713,14417,376.8301,20799,3162.5,58.22,3104.28,7442.66,5394.76,3223,13356.7,0
2025-11-01T07:15:00,22427,3630,139,3491,7212,7747.33,4310,15215,391.7752,21395,3041.46,177.79,2863.67,7352.95,6049.19,3835.19,14041.5,0
2025-11-01T07:30:00,22984,3682,249,3433,7127,7812.67,4613,15857,391.7752,21913,3126.05,367.24,2758.81,7345.87,6538.19,4106.94,14566.6,0
2025-11-01T07:45:00,23474,3767,395,3372,7043,8049.66,4769,16431,391.7752,22426,3073.59,634.02,2439.57,7117.65,7523.34,4944.94,15278.9,0
2025-11-01T08:00:00,24043,3881,594,3287,6959,8188.7,4782,17084,391.7752,22842,3407.41,912.89,2494.52,7210.56,7772.29,5072.47,15631.8,0
2025-11-01T08:15:00,24528,4034,825,3209,6874,8384.53,4827,17654,395.3025,23267,3678.06,1209.71,2468.35,7013.98,8246.97,5309.19,16253.1,0
2025-11-01T08:30:00,24879,4205,1075,3130,6894,8323.47,4821,17985,395.3025,23664,3964.35,1529.94,2434.41,7166.93,8349.13,5099.22,16497.5,0
2025-11-01T08:45:00,25119,4374,1335,3039,6916,8343.13,4871,18203,395.3025,23657,4067.71,1846.36,2221.35,6934.84,8744.63,5203.64,16721.8,0
2025-11-01T09:00:00,25231,4524,1579,2945,6936,8282.22,4866,18295,395.3025,23775,4256.34,2126.19,2130.15,7099.27,8668.04,4919.09,16675.4,0
2025-11-01T09:15:00,25343,4668,1810,2858,6958,8328.93,4966,18385,395.5252,23966,4415.33,2381.96,2033.37,7121.31,8704.97,4727.85,16844.4,166.445
2025-11-01T09:30:00,25343,4805,2035,2770,7002,8137.22,4976,18341,395.5252,23972,5206.01,2951.93,2254.08,6817.5,8330.77,4215.12,17154.3,166.445
2025-11-01T09:45:00,25240,4937,2259,2678,7046,7949.65,4991,18194,395.5252,24398,5553.7,3392.7,2161,6708.52,8561.69,4340.42,17689.8,166.445
2025-11-01T10:00:00,25326,5076,2486,2590,7089,7778.19,4937,18237,395.5252,24126,5577.01,3550.88,2026.13,6758.36,8288.5,3985.41,17368,166.445
2025-11-01T10:15:00,25566,5192,2686,2506,7132,7788.58,4955,18434,397.525,24034,5887.51,3834.59,2052.92,6780.18,8046.81,3483.3,17253.8,165.445
2025-11-01T10:30:00,25806,5310,2878,2432,7148,7445.56,4905,18658,397.525,24404,6286.59,4307.87,1978.72,7006.38,8062.73,3130.66,17397.3,165.445
2025-11-01T10:45:00,26094,5405,3053,2352,7164,7278.19,4910,18930,397.525,24821,6271.44,4549.2,1722.24,6913.89,9005.07,3427.1,17907.2,165.445
2025-11-01T11:00:00,26445,5507,3229,2278,7180,7091.41,4909,19265,397.525,24922,6197.58,4592.38,1605.2,6820.81,9560.93,3759.91,18100.7,165.445
2025-11-01T11:15:00,26701,5579,3373,2206,7102,6901.15,4909,19599,285.7276,25179,7313.02,5374.96,1938.06,6408.72,9120.82,3173.77,18770.4,97.5975
2025-11-01T11:30:00,25982,5642,3506,2136,6997,7002.81,4910,18985,285.7276,24994,6997.43,5279.63,1717.8,6685.54,9090.17,3177.49,18308.6,97.5975
2025-11-01T11:45:00,25343,5676,3601,2075,6963,7070.55,4912,18380,285.7276,24462,6723.24,5152.45,1570.79,6338.85,9416.7,3354.04,18123.1,97.5975
2025-11-01T12:00:00,24991,5681,3667,2014,6928,7089.78,4880,18063,285.7276,24117,6540.4,5209.77,1330.63,6489.04,9594.7,3355.07,17627.9,97.5975
2025-11-01T12:15:00,26429,5685,3721,1964,6916,7147.76,4899,19513,375.5248,25482,6692.83,5359.43,1333.4,6839.75,10520.83,3745.63,18642.4,0
2025-11-01T12:30:00,26717,5682,3754,1928,6917,7192.41,4911,19800,375.5248,25232,6538.36,5277.41,1260.95,6903.27,10449.37,3599.93,18328.9,0
2025-11-01T12:45:00,26158,5626,3734,1892,6917,6951.8,4669,19241,375.5248,24985,6625.2,5350.61,1274.59,6704.92,10320.55,3601.15,18280.5,0
2025-11-01T13:00:00,25902,5565,3705,1860,6917,6710.25,4437,18985,375.5248,24742,6426.81,5182.71,1244.1,6847.22,10050.44,3435.39,17894.3,0
2025-11-01T13:15:00,25902,5464,3630,1834,6918,6412.26,4178,18984,167.445,24927,6196.91,4988.51,1208.4,6843.19,10341.98,3578.25,18083.4,0
2025-11-01T13:30:00,25438,5373,3548,1825,6918,6368.78,4177,18520,167.445,24939,6053.41,4807.84,1245.57,6981.47,10251.79,3767.12,17953.4,0
2025-11-01T13:45:00,25247,5264,3439,1825,6918,6296.02,4177,18329,167.445,24957,5891.2,4657.94,1233.26,7091.3,10023.32,3802.18,17885.3,0
2025-11-01T14:00:00,24432,5122,3295,1827,6918,6309.78,4271,17514,167.445,23990,5532.33,4340.15,1192.18,6878.29,9367.2,3647.99,17112.1,0
2025-11-01T14:15:00,24176,4980,3141,1839,6918,6260.26,4322,17258,279.1674,23190,5667,4327.5,1339.5,6715.15,8342.91,3192.53,16474.8,148.8916
2025-11-01T14:30:00,24032,4818,2958,1860,6921,6436.2,4320,17111,279.1674,23032,5824.48,4311.05,1513.43,6522.48,7794.89,3037.13,16509.6,148.8916
2025-11-01T14:45:00,23936,4650,2764,1886,6923,6615.84,4320,17013,279.1674,22986,5746.75,4123.82,1622.93,6157.88,7764.2,3267.07,16828.3,148.8916
2025-11-01T15:00:00,24000,4477,2557,1920,6925,6776.65,4309,17075,279.1674,23168,5680.78,3910.08,1770.7,5889.07,7914.22,3479.14,17279.3,148.8916
2025-11-01T15:15:00,24112,4293,2343,1950,6927,7240.16,4602,17185,400.2649,23391,5650.74,3643.44,2007.3,6009.67,7607.18,3463.99,17381.3,384.3999
2025-11-01T15:30:00,24304,4120,2131,1989,7008,7543.19,4914,17296,400.2649,23398,5260.98,3170.56,2090.42,6227.58,7389.27,3497.94,17170.6,384.3999
2025-11-01T15:45:00,24416,3923,1889,2034,7090,7518.43,4919,17326,400.2649,23712,4910.4,2720.6,2189.8,6199.26,7082.72,3428.9,17512.6,384.3999
2025-11-01T16:00:00,24543,3747,1668,2079,7100,8206.59,5390,17443,400.2649,23851,4645.97,2439.5,2206.47,6408.4,7264.52,3840.46,17442.3,384.3999
2025-11-01T16:15:00,24751,3565,1436,2129,7110,8539.45,5610,17641,350.7601,23953,4104.82,2012.54,2092.28,6936.66,8044.42,4618.98,17016,0
2025-11-01T16:30:00,25087,3382,1204,2178,7139,8780.77,5801,17948,350.7601,24353,3502.4,1566.48,1935.92,7280.21,8773.34,5511.91,17072.5,0
2025-11-01T16:45:00,25630,3213,985,2228,7168,9126.98,6311,18462,350.7601,25039,3680.56,1165.34,2515.22,7472.52,9051.98,6027.62,17566.7,0
2025-11-01T17:00:00,25732,3068,791,2277,7196,9580.8,6906,18536,350.7601,25014,3469.22,885.16,2584.06,7262.92,9289.17,6440.17,17751.3,0
2025-11-01T17:15:00,26354,2937,600,2337,7226,9973,7433,19128,176.3952,25847,3411.36,634.92,2776.44,7170.25,10078.33,7213.07,18676.3,0.5
2025-11-01T17:30:00,26485,2815,425,2390,7422,10124.33,7442,19063,176.3952,26015,3341.48,382.96,2958.52,7314.04,10072.87,7358.4,18700.7,0.5
2025-11-01T17:45:00,26648,2665,220,2445,7620,9972.71,7453,19028,176.3952,26323,3283.94,207.3,3076.64,7542.53,9916.43,7316.29,18780.1,0.5
2025-11-01T18:00:00,27008,2617,116,2501,7817,9912.26,7479,19191,176.3952,26592,3312.17,134.39,3177.78,7038.04,10680.84,7762.32,19553.9,0.5
2025-11-01T18:15:00,27148,2585,35,2550,8014,9846.61,7490,19134,304.6299,27032,3250,66.98,3183.02,6977.1,10641.95,7829.19,20054.5,360.6398
2025-11-01T18:30:00,27148,2601,6,2595,7985,9744.58,7418,19163,304.6299,26793,3118.19,46.64,3071.55,6661.36,10533.8,7785.33,20131.3,360.6398
2025-11-01T18:45:00,27008,2637,1,2636,7955,9741.05,7417,19053,304.6299,26647,3065.95,0,3065.95,6804.96,10027.07,7498.67,19842.2,360.6398
2025-11-01T19:00:00,26910,2680,1,2679,7928,9776.52,7452,18982,304.6299,26471,3064.08,0,3064.08,6892.05,10271.9,7778.34,19579,360.6398
2025-11-01T19:15:00,26779,2699,0,2699,7899,9817.77,7495,18880,265.2862,26138,3069.91,0,3069.91,7070.89,10275.61,7859.51,19066.6,0
2025-11-01T19:30:00,26550,2704,0,2704,7899,9818.45,7494,18651,265.2862,25850,3142.05,0,3142.05,7387.97,9897.93,7625.77,18462.4,0
2025-11-01T19:45:00,26321,2706,0,2706,7899,9817.12,7495,18422,265.2862,25553,2876.32,0,2876.32,7972.32,9637.81,7462.12,17580.2,0
2025-11-01T20:00:00,26027,2720,0,2720,7899,9501.17,7458,18128,265.2862,25324,2585.35,0,2585.35,8057.92,9696.68,7402.57,17266,0
2025-11-01T20:15:00,25961,2691,0,2691,7899,9567.41,7527,18062,330.89,25267,2487.17,0,2487.17,7969.41,9845.25,7658.72,17297.5,0
2025-11-01T20:30:00,25928,2657,0,2657,7899,9568.57,7525,18029,330.89,25059,2394.06,0,2394.06,8224.96,9496.4,7423.5,16834.1,0
2025-11-01T20:45:00,25765,2610,0,2610,7899,9508.68,7469,17866,330.89,24853,2332.49,0,2332.49,7972.88,9526.25,7486.78,16879.7,0
2025-11-01T21:00:00,25438,2560,0,2560,7899,9218.82,7459,17539,330.89,24463,2291.79,0,2291.79,7961.15,9264.52,7189.22,16502.2,0
2025-11-01T21:15:00,25045,2499,0,2499,7899,8915.16,7436,17146,85.9725,24158,2275.43,0,2275.43,7991.64,8883.97,6814.83,16166,0
2025-11-01T21:30:00,24587,2434,0,2434,7755,8637.19,7436,16832,85.9725,23818,2283.93,0,2283.93,7737.16,8735.2,6663.1,16080.6,0
2025-11-01T21:45:00,24063,2366,0,2366,7610,8387.62,7189,16453,85.9725,23452,2273.33,0,2273.33,7692.21,8461.4,6366.44,15760,0
2025-11-01T22:00:00,23553,2298,0,2298,7466,8160.36,6680,16087,85.9725,22975,2241.21,0,2241.21,6921.71,8502.24,6314.38,16053.3,0
2025-11-01T22:15:00,23137,2235,0,2235,7323,7742.61,5979,15814,2.25,22392,2909.58,0,2909.58,6358.73,7806,5749.32,16033.2,82.7225
2025-11-01T22:30:00,22546,2177,0,2177,7178,7598.15,5560,15368,2.25,21946,2808.43,0,2808.43,6303.01,7661.4,5563.74,15642.9,82.7225
2025-11-01T22:45:00,21651,2116,0,2116,7035,7370.93,5330,14616,2.25,21499,2688.29,0,2688.29,6206.74,7615.23,5518.32,15292,82.7225
2025-11-01T23:00:00,21171,2057,0,2057,6890,7077.83,5040,14281,2.25,20915,2630.52,0,2630.52,5911.53,7199.83,5086.72,15003.6,82.7225
2025-11-01T23:15:00,20530,2001,0,2001,6747,6428.21,4384,13783,0,20528,2476.6,0,2476.6,5580.99,7131.88,5025.49,14946.8,0
2025-11-01T23:30:00,20006,1948,0,1948,6747,5528,3486,13259,0,20211,2255.27,0,2255.27,5917.69,6888.27,4681.4,14293.5,0
2025-11-01T23:45:00,19646,1895,0,1895,6747,5287.98,3249,12899,0,19703,2011.8,0,2011.8,5778.71,6775.39,4529.44,13924.3,0
2025-11-02T00:00:00,19646,1896,0,1896,6747,5188.15,3148,12899,0,19697,2157.22,0,2157.22,5872.89,6453.64,4250.96,13824.5,0
2025-11-02T00:15:00,23585,2038,0,2038,6876,7096.12,5043,16709,480.6349,23242,2174.86,0,2174.86,6934.98,8238.68,6139.31,16306.7,390.45
2025-11-02T00:30:00,23233,2000,0,2000,6804,7162.99,5108,16429,480.6349,23112,2078.19,0,2078.19,6954.21,7804.46,5560.89,16157.6,390.45
2025-11-02T00:45:00,22706,1963,0,1963,6732,7095.06,5043,15974,480.6349,22646,2053.54,0,2053.54,6853.15,7381.38,5132.29,15792.5,390.45
2025-11-02T01:00:00,22242,1927,0,1927,6661,7099.77,5047,15581,480.6349,21913,2046.14,0,2046.14,6657.88,6949.27,4920.95,15254.9,390.45
2025-11-02T01:15:00,21715,1898,0,1898,6589,6982.54,4931,15126,386.8201,21434,1999.58,0,1999.58,6714.1,6636.38,4635.35,14719.9,344.575
2025-11-02T01:30:00,21315,1876,0,1876,6517,7178.03,5126,14798,386.8201,21025,1867.64,0,1867.64,6725.57,6761.72,4856.8,14299.2,344.575
2025-11-02T01:45:00,21059,1859,0,1859,6445,7069.52,5015,14614,386.8201,20741,1782.11,0,1782.11,6519.17,7052.29,5029.78,14222.3,344.575
2025-11-02T02:00:00,20660,1850,0,1850,6373,6888.04,4834,14287,386.8201,20502,1816.63,0,1816.63,6435.96,7193.74,5159.86,14066.2,344.575
2025-11-02T02:15:00,20404,1851,0,1851,6301,6616.5,4563,14103,380.54,20076,1824.34,0,1824.34,6270.76,6996.04,4918.65,13805.7,260.5375
2025-11-02T02:30:00,20244,1862,0,1862,6301,6065.09,4013,13943,380.54,19932,1895.5,0,1895.5,6460.04,6541.15,4325.07,13471.9,260.5375
2025-11-02T02:45:00,19909,1881,0,1881,6301,5922.96,3872,13608,380.54,19617,1911.59,0,1911.59,6491.84,6134.23,4078.46,13125.3,260.5375
2025-11-02T03:00:00,19717,1902,0,1902,6301,5925.02,3874,13416,380.54,19348,2016.52,0,2016.52,6186.38,5929.12,3863.95,13161.7,260.5375
2025-11-02T03:15:00,19477,1934,0,1934,6301,5909.01,3856,13176,361.945,19150,2130.1,0,2130.1,6127.8,5706.65,3775.55,13022.5,254.8862
2025-11-02T03:30:00,19365,1976,0,1976,6055,5908.66,3855,13310,361.945,19198,2183.64,0,2183.64,5965.31,5827.9,3840.42,13233,254.8862
2025-11-02T03:45:00,19349,2022,0,2022,6056,5912.05,3858,13293,361.945,18860,2217.73,0,2217.73,5993.96,5583.11,3640.28,12866.3,254.8862
2025-11-02T04:00:00,19237,2064,0,2064,6054,5614.36,3557,13183,361.945,18803,2303.08,0,2303.08,6026.14,5404.69,3430.47,12777.1,254.8862
2025-11-02T04:15:00,19206,2105,0,2105,6053,5606.3,3552,13153,350.76,18850,2205.37,0,2205.37,6101.56,5517.2,3507.51,12748.7,80.6141
2025-11-02T04:30:00,18950,2147,0,2147,6127,5589.63,3532,12823,350.76,18621,2452.86,0,2452.86,5865.27,5307.32,3365.44,12755.4,80.6141
2025-11-02T04:45:00,19206,2196,0,2196,6202,5594.2,3534,13004,350.76,18794,2576.94,0,2576.94,6104.22,5169.45,3251.57,12689.4,80.6141
2025-11-02T05:00:00,19046,2243,0,2243,6275,5528.88,3468,12771,350.76,18813,2809.47,0,2809.47,5917.32,5220.28,3363.41,12895.7,80.6141
2025-11-02T05:15:00,19237,2285,0,2285,6339,5525.01,3464,12898,356.0749,19026,2604.37,0,2604.37,6027.91,5565.35,3572,12998.4,181.9114
2025-11-02T05:30:00,19445,2328,0,2328,6412,5068.9,3007,13033,356.0749,18846,2957.44,0,2957.44,5751.78,5131.3,3220.08,13094.4,181.9114
2025-11-02T05:45:00,19477,2371,0,2371,6488,5069.71,3008,12989,356.0749,19001,3003.04,0,3003.04,6039.58,4801.58,2839.43,12961.3,181.9114
2025-11-02T06:00:00,19349,2413,0,2413,6554,5157.43,3093,12795,356.0749,18814,2657.05,0,2657.05,6247.92,4934.02,2883.52,12566.3,181.9114
2025-11-02T06:15:00,19062,2454,1,2453,6627,5182.96,3111,12435,82.7225,18798,2244.37,28,2216.37,6432.97,5180.04,3088.41,12364.5,0
2025-11-02T06:30:00,19158,2496,4,2492,6710,5177.7,3109,12448,82.7225,19098,2062.34,30.5,2031.84,6495.84,5319.47,3076.48,12602.2,0
2025-11-02T06:45:00,19493,2554,19,2535,6790,4944.79,2868,12703,82.7225,19812,2421.94,26.03,2395.91,6860.31,5081.21,2743.07,12952.1,0
2025-11-02T07:00:00,20085,2647,72,2575,6881,4954.3,2857,13204,82.7225,20262,3131.61,51.72,3079.89,6626.46,5067.69,2814.6,13635.3,0
2025-11-02T07:15:00,20788,2729,134,2595,6959,5134.91,3010,13829,389.5149,21074,3237.32,185.37,3051.95,7047.2,5167.05,2863.02,14027.2,387.6699
2025-11-02T07:30:00,21347,2861,250,2611,6884,5213.01,3014,14463,389.5149,21505,3414.01,454.7,2959.31,6888.48,5514,2905.85,14616.4,387.6699
2025-11-02T07:45:00,21874,2997,387,2610,6801,5897.59,3619,15073,389.5149,21775,3643.79,803.97,2839.82,6827.54,6201.23,3498.04,14947.8,387.6699
2025-11-02T08:00:00,22434,3184,589,2595,6959,6052.41,3639,15475,389.5149,22081,4036.41,1216.34,2820.07,6587.35,6475.27,3498.92,15493.2,387.6699
2025-11-02T08:15:00,23121,3405,818,2587,6874,6548.93,3988,16247,390.47,22605,4394.53,1560.54,2833.99,7030.98,6688.59,3457.97,15574.1,82.7225
2025-11-02T08:30:00,23553,3635,1067,2568,6894,6491.7,3762,16659,390.47,22823,4459.38,1892.43,2566.95,7048.05,7078.96,3332.89,15775.2,82.7225
2025-11-02T08:45:00,23728,3869,1326,2543,6916,6451.36,3542,16812,390.47,22715,4373.37,2098.68,2274.69,6862.19,7350.86,3400.94,15852.5,82.7225
2025-11-02T09:00:00,23569,4096,1586,2510,6936,6384.7,3308,16633,390.47,22746,4783.97,2500.46,2283.51,6908.06,7377.35,3158.83,15838.2,82.7225
2025-11-02T09:15:00,23792,4318,1831,2487,6958,6334.19,3089,16834,390.52,22914,5447.9,3109.11,2338.79,6989.38,7298.03,2762.01,15924.8,360.6401
2025-11-02T09:30:00,23696,4530,2076,2454,7002,6289.36,2876,16694,390.52,23201,5870.72,3572.06,2298.66,7095.12,7233.47,2517.29,16105.8,360.6401
2025-11-02T09:45:00,23760,4766,2348,2418,7046,6255.23,2671,16714,390.52,23154,6165.7,3921.12,2244.58,6981.79,6973.69,2061.63,16172.6,360.6401
2025-11-02T10:00:00,23585,4980,2601,2379,7089,6428.71,2671,16496,390.52,23082,5995.58,4026.78,1968.8,6816.06,7273.49,2106.04,16265.7,360.6401
2025-11-02T10:15:00,23648,5196,2851,2345,7132,6604.71,2679,16516,390.4,23254,6340.94,4350.96,1989.98,6936.2,7311.07,2071.6,16317.5,358.0919
2025-11-02T10:30:00,23936,5386,3079,2307,7148,6763.12,2681,16788,390.4,23761,6715.64,4681.44,2034.2,6751.79,7593.75,2065.65,17009.6,358.0919
2025-11-02T10:45:00,24224,5568,3291,2277,7164,6907,2685,17060,390.4,23973,6731.13,4795.7,1935.43,7122.4,7358.05,1950.36,16850.6,358.0919
2025-11-02T11:00:00,24464,5737,3491,2246,7180,7041.15,2687,17284,390.4,24527,7044.29,5031.4,2012.89,6937.51,7620.34,1935.3,17589.3,358.0919
2025-11-02T11:15:00,24687,5912,3678,2234,7102,7164.5,2687,17585,388.325,25082,7189.92,5103.31,2086.61,7063.95,7577.69,1865.53,18018.3,385.8987
2025-11-02T11:30:00,24655,6052,3830,2222,6997,7268.52,2687,17658,388.325,25197,7103.74,5040.81,2062.93,7124.64,7575.16,1948.56,18072.4,385.8987
2025-11-02T11:45:00,23957,6179,3964,2215,6963,7365.53,2689,16994,388.325,24788,7207.45,5049.9,2157.55,7036.05,7510.66,2155.63,17751.4,385.8987
2025-11-02T12:00:00,23505,6280,4068,2212,6928,7410.47,2658,16577,388.325,24197,6926.77,4870.93,2055.84,6854.06,7577.34,2231.78,17342.9,385.8987
2025-11-02T12:15:00,24943,6361,4146,2215,6916,7536.84,2740,18027,391.6501,25779,7112.15,4926.32,2185.83,7046.27,8196.4,2709.04,18732.9,388.7018
2025-11-02T12:30:00,24687,6417,4201,2216,6917,7583.25,2739,17770,391.6501,25573,7136.75,4873.69,2263.06,7055.29,7778.33,2490.93,18517.3,388.7018
2025-11-02T12:45:00,24620,6421,4196,2225,6917,7606.02,2749,17703,391.6501,25285,6978.53,4752.13,2226.4,6914.19,7602.52,2431.68,18370.7,388.7018
2025-11-02T13:00:00,24416,6401,4163,2238,6917,7623.29,2772,17499,391.6501,24934,6812.34,4508.53,2303.81,7055.9,7590.87,2637.75,17878.1,388.7018
2025-11-02T13:15:00,24587,6358,4097,2261,6918,7743.18,2923,17669,368.14,25045,6679.24,4401.82,2277.42,7029.85,7781.77,2844.71,18015.1,288.2275
2025-11-02T13:30:00,24292,6291,4001,2290,6918,7687.41,2922,17374,368.14,24491,6781.99,4508.03,2273.96,7064.94,7531.42,2705.91,17426.2,288.2275
2025-11-02T13:45:00,23569,6201,3881,2320,6918,7612.28,2921,16651,368.14,24475,6591.25,4332.68,2258.57,7082.24,7845.49,3027.32,17393,288.2275
2025-11-02T14:00:00,23187,6095,3732,2363,6918,7609.48,3000,16269,368.14,23682,6193.85,4078.29,2115.56,6978.21,7490.89,3060.61,16703.5,288.2275
2025-11-02T14:15:00,22902,5966,3558,2408,6918,7512.41,3003,15984,249.0145,23270,5771.33,3817.62,1953.71,6964.74,7405.76,2994.92,16305.6,0
2025-11-02T14:30:00,22993,5820,3358,2462,6921,7386.23,3000,16072,249.0145,23241,5415.54,3450.41,1965.13,7120.89,7398.09,3140.02,16119.7,0
2025-11-02T14:45:00,22737,5662,3137,2525,6923,7250.08,3000,15814,249.0145,23112,5169.57,3095.23,2074.34,7188.04,7221.7,3081.87,15924.4,0
2025-11-02T15:00:00,22617,5508,2912,2596,6925,7122.31,3010,15692,249.0145,23153,4976.54,2848.07,2128.47,7242.92,7268.85,3163.72,15909.8,0
2025-11-02T15:15:00,22897,5336,2662,2674,6927,7022.5,3052,15970,374.7602,23280,5452.69,2550.73,2901.96,6800.6,6616.34,2741.16,16479,434.08
2025-11-02T15:30:00,23009,5173,2419,2754,7008,6862.68,3055,16001,374.7602,23526,5163.17,2231.07,2932.1,6468.12,6376.59,2605.39,17057.9,434.08
2025-11-02T15:45:00,23137,4988,2150,2838,7090,6694.24,3059,16047,374.7602,23790,5003.37,1959.39,3043.98,6969.87,6223.76,2589.24,16819.6,434.08
2025-11-02T16:00:00,23297,4832,1910,2922,7100,6746.36,3272,16197,374.7602,23744,4811.43,1654.1,3157.33,6602.63,6311.46,2782.96,17141.3,434.08
2025-11-02T16:15:00,23648,4665,1655,3010,7110,6886.97,3520,16538,390.295,23967,4621.68,1406.74,3214.94,7082.21,6337.27,3092.55,16884.4,389.5149
2025-11-02T16:30:00,23856,4487,1394,3093,7139,6939.5,3750,16717,390.295,24439,4398.53,1065.82,3332.71,7257.76,6920.08,3786.49,17181.5,389.5149
2025-11-02T16:45:00,24639,4315,1139,3176,7168,7463.36,4443,17471,390.295,25215,4168.11,777.05,3391.06,7277.69,7640.05,4589.67,17937.3,389.5149
2025-11-02T17:00:00,25311,4167,907,3260,7197,8089.91,5233,18114,390.295,25425,3915.99,574.79,3341.2,7195.64,8222.74,5234.85,18229.8,389.5149
2025-11-02T17:15:00,25790,4005,673,3332,7217,8528.87,5837,18573,386.89,26037,3625.19,391.18,3234.01,7343.03,8676.25,5844.94,18693.9,389.5151
