#{"t_start": 1776137445.3528478, "env_id": "None"}
r,l,t,procurement_cost,risk_term,trading_cost,hedge_error,cvar
-7.260505,96,2.989019,1479600618.4408083,1855524.6976394951,259499.2750070136,21.31661338184878,3143672.4788668384
-10.105947,96,4.961014,1496889557.2536154,1902899.7932705192,169840.39740935442,21.31661338184879,3207900.0521773784
-8.59191,96,6.955734,1470840995.5488067,1831705.2740286777,259499.2750070136,21.316613381848782,3111316.0434999615
-7.58046,96,8.755481,1476218847.7585976,1846308.8499889113,77619.39155679737,21.31661338184877,3131156.224276222
-10.541101,96,10.945441,1436640613.5841188,1739773.7370666524,162819.0502116539,21.316613381848757,2985698.4496549484
-8.209047,96,13.095436,1448389450.1768737,2009498.4649423969,13649048.184606751,2019.9764185941194,3411340.220842206
-6.033785,96,15.09806,1431970165.1629438,1727513.3817646084,76123.10758784745,21.316613381848768,2968926.7602638113
-8.135337,96,16.977159,1445900856.5594003,1764338.4528767006,232110.89921915854,21.31661338184875,3019305.916253623
-7.917563,96,18.927468,1484465514.2860804,2102663.661201654,14772943.329076916,2087.096979781212,3541835.330281291
-5.82913,96,20.856109,1431970165.1629438,1727513.3817646084,112993.83652553294,21.316613381848768,2968926.7602638113
-8.556133,96,23.270828,1489626249.6218152,1882926.742262554,202255.97473404533,21.31661338184879,3180831.758757563
-8.819018,96,25.035055,1475708897.2998714,2071643.3055082336,10409254.233813599,1745.0251641387122,3495722.1741572157
-7.30774,96,26.824669,1496889557.2536154,1902899.7932705192,116569.64893529295,21.31661338184879,3207900.0521773784
-3.828834,96,28.652221,1445033313.3289607,1762006.8203658669,87063.7299542015,21.316613381848747,3016105.3421486286
-5.357005,96,30.522347,1527930962.924469,2273320.9509283514,31972886.079950735,3082.8134003642313,3823015.4353985316
-8.212548,96,32.701289,1496889557.2536154,1902899.7932705192,177021.88363010762,21.31661338184879,3207900.0521773784
-4.105165,96,35.261274,1496889557.2536154,1902899.7932705192,81695.49345311998,21.31661338184879,3207900.0521773784
-2.225655,96,37.310482,1476913705.5069506,2071360.4097345406,9830634.162770512,1692.7238842116572,3493980.451083381
-2.124269,96,39.586452,1409024141.998526,1801162.1778252888,3267045.9108178522,956.2616440974172,3087448.9618161535
-4.634332,96,41.513346,1431970165.1629438,1727513.3817646084,239027.3625363681,21.316613381848768,2968926.7602638113
-6.43228,96,43.745091,1474644332.859993,1842030.6648569226,246022.75364871655,21.31661338184877,3125347.462896286
-3.264992,96,45.649075,1426840017.3742673,1923449.3063182754,8043143.196174313,1541.8788374565286,3282237.9615757465
-3.186739,96,47.552828,1444738175.45692,1761213.7952742514,259499.27500701346,21.316613381848747,3015016.508073838
-5.995356,96,49.287671,1459699421.6575925,1992007.1967597904,6650819.53123549,1375.118300465571,3371081.6388707105
-2.141065,96,51.121616,1474372943.7317863,1841293.4750979342,144682.24292236156,21.31661338184877,3124346.2436075658
-4.089322,96,53.063039,1532951407.834792,2291641.7585251946,33144491.201218702,3136.8998726951213,3851393.010802505
-4.210407,96,55.177135,1560062795.4454837,2414282.259532513,43682142.60227178,3495.4660111001403,4039234.5701485006
-5.01617,96,56.975426,1494085001.471098,2124707.490121906,11559930.00208121,1842.4455966343944,3570619.557133935
-5.135311,96,58.72612,1493365652.4922848,1893198.5477424536,225524.79704035074,21.31661338184877,3194754.9460588195
-0.476584,96,60.784949,1476139917.7525785,1846094.3356154677,25655.843286808726,21.31661338184877,3130865.0326393
-3.019136,96,62.13126,1485718744.1799421,1872237.4399856415,85946.31959718728,21.316613381848768,3166348.8712697234
-2.833815,96,63.648108,1436578560.3905938,1739610.661403331,216909.70635881746,21.316613381848757,2985475.615187317
-0.203704,96,65.016427,1431970165.1629438,1727513.3817646084,55791.47115915749,21.316613381848768,2968926.7602638113
-3.934761,96,66.227128,1464327535.7378697,1814052.4888761758,167260.10707490108,21.31661338184877,3087286.335154199
-1.239479,96,67.449017,1464966807.2858024,1815783.3084982,213561.30714506662,21.31661338184878,3089644.760522046
-0.682909,96,68.730628,1479335303.7825449,2086539.0397577235,17510390.443425156,2281.3716296974626,3518908.375906845
-1.952994,96,70.151803,1468552012.5025105,1825497.2534566487,90136.27472362421,21.31661338184879,3102871.438542312
-3.357929,96,71.492414,1470079200.1359646,1829209.7375949214,263358.72919874487,31.930498150043988,3107062.150304176
-0.754119,96,72.689223,1455594807.9215274,1790448.4374986116,259499.27500701346,21.316613381848782,3055069.217281256
-1.396938,96,73.896936,1483914093.523994,2098259.8171053873,17204399.088670596,2260.287328136086,3535167.468626816
-1.385484,96,75.276165,1428246983.5961738,1743645.0519749997,506518.76989714545,321.22157166995254,2984378.3163266545
-1.771383,96,77.694428,1470840995.5488067,1831705.2740286777,259499.2750070136,21.316613381848782,3111316.0434999615
-3.057716,96,79.585218,1486298992.7135046,1873824.0208015568,44155.88992696046,21.316613381848768,3168499.5206678063
-4.733169,96,81.444133,1549484216.8345556,2365418.2642479837,39765613.68234959,3359.3361437874846,3963214.5624327026
-0.074492,96,83.082049,1466673066.838215,1820404.857895275,226904.78423049237,21.31661338184878,3095939.559384212
-1.708829,96,84.804345,1478826109.2381904,1853411.1380610652,65273.867801977,21.31661338184878,3140801.8162902463
-2.667523,96,86.451768,1496889557.2536154,1902899.7932705192,167398.23566260218,21.31661338184879,3207900.0521773784
-1.757117,96,88.098762,1454954633.3518853,1794214.9976636078,346323.15221264784,157.4305769237721,3053499.8967589717
0.953821,96,89.77566,1494561884.6628904,1896490.7621860933,259499.2750070136,21.31661338184879,3199217.211610828
1.49412,96,91.568001,1465425396.015583,1921322.9042826102,2024749.0587615333,722.3352616234465,3243166.319131221
-0.054849,96,93.381115,1461360216.0830226,1806023.603444284,161581.60125607657,21.31661338184878,3076339.1844932097
-0.636408,96,95.056937,1483351886.544917,2089971.053856637,9827106.261251021,1711.4930035169023,3520297.442164296
-0.405718,96,97.130876,1448157206.9036212,1909574.1891725315,3486554.930939579,974.3956854107396,3238546.635481253
0.188303,96,98.883314,1483591439.6680226,1866422.9633324812,82573.85968744168,21.316613381848768,3158464.170312344
0.024043,96,100.775261,1460424412.9853811,1803493.2995803505,97952.26908855891,21.31661338184877,3072886.7834409107
0.743974,96,102.759067,1485562261.7089443,1871809.612548683,104256.55915403493,21.31661338184878,3165768.8802613947
0.567578,96,104.973897,1470913161.255429,1832677.6581291724,225255.96290452487,68.63104635990119,3109700.3823785875
-0.585777,96,106.808808,1496889557.2536154,1902899.7932705192,54656.58064050554,21.31661338184879,3207900.0521773784
1.418575,96,108.828798,1468286078.0638487,1983377.8149253307,4385944.988411388,1105.3090043718983,3346941.7138986043
-0.387313,96,110.503409,1478464876.1868167,1852425.5374190337,43638.84864063151,21.316613381848768,3139462.932002622
0.449588,96,112.370362,1467185004.2337365,1821792.0106790962,76497.95442543305,21.316613381848782,3097828.2186624976
1.143298,96,113.710642,1447522189.4732678,1768698.2674124085,77139.00391668579,21.316613381848757,3025287.4004697697
-0.06936,96,115.354647,1471277867.812166,2059308.4544790697,10132954.240770848,1735.8914200858296,3478403.694926026
2.253069,96,116.589137,1485649936.778872,1872049.316298163,251617.66564150542,21.316613381848768,3166093.8415934104
2.275684,96,118.057357,1469064864.06677,1826887.763975641,245609.3778353054,21.31661338184879,3104763.470407333
1.693969,96,119.30196,1474745438.9550645,1842305.3212555957,129312.93652213771,21.31661338184878,3125720.4674203144
2.792704,96,120.761245,1445922967.1628718,1764397.8890855685,259499.27500701346,21.31661338184875,3019387.4875487857
3.49378,96,122.043652,1438157607.4379163,1743761.8730752189,7403.760100340799,21.316613381848757,2991146.010023843
2.769488,96,123.329267,1431970165.1629438,1727513.3817646084,92439.40595122312,21.316613381848768,2968926.7602638113
2.43834,96,124.595024,1461638467.5526218,2038982.9671137407,11500143.258888379,1853.5022669646066,3451503.7760926583
1.582129,96,125.798033,1483802070.2454252,1866998.513386527,259499.2750070136,21.31661338184878,3159244.8573771236
2.12687,96,126.943336,1470840995.5488067,1831705.2740286777,259499.2750070136,21.316613381848782,3111316.0434999615
3.060066,96,128.437226,1439179948.914067,1746451.1705784043,259499.27500701346,21.31661338184875,2994817.262148572
3.746513,96,129.648832,1470840995.5488067,1831705.2740286777,259499.2750070136,21.316613381848782,3111316.0434999615
3.081011,96,131.028339,1470451155.0530696,2060904.378007139,11107991.564876247,1817.4046347608244,3481791.8734071217
3.01391,96,132.432998,1431970165.1629438,1727513.3817646084,55791.47115915749,21.316613381848768,2968926.7602638113
2.943714,96,133.593112,1465748382.7410784,1817899.9354688383,219673.46878147157,21.31661338184878,3092528.1789794615
3.488871,96,134.754428,1452459426.1903543,1781992.4780201227,82418.47075716626,21.31661338184877,3043502.0454955
2.725843,96,135.867566,1479557703.3565688,2086374.5720040342,11721717.818869803,1855.4521570503664,3517588.07106637
3.426779,96,136.965279,1470840995.5488067,1831705.2740286777,259499.2750070136,21.316613381848782,3111316.0434999615
3.738442,96,138.107261,1462377622.7023787,2044162.8450621064,14513004.193980983,2084.8880311182916,3459373.7839930393
