week_start,is_partial_week,lock_ratio_base,delta_lock_ratio_raw,delta_lock_ratio,lock_ratio_final,lock_ratio,exposure_bandwidth,q_lt_target_w,forecast_weekly_net_demand_mwh,actual_weekly_net_demand_mwh,lt_price_w,lt_price_source,procurement_cost_w,risk_term_w,trans_cost_w,hedge_error_w,cvar_w,baseline_cost_w,delta_cost_w,tail_penalty_w,reward_budget_w,reward_excess_w,z_delta_cost_w,action_smooth_w,hourly_smooth_w,hedge_error_norm_w,exec_quality_w,reward_raw,reward,hpso_param_objective_w,avg_adjustment_mwh,mean_bandwidth_mwh,bound_clip_count,smooth_clip_count,soft_clip_count,non_negative_clip_count,cvar_budget_excess,strategy
2025-11-03,False,0.5630599175118565,-0.8338605659217673,-0.005300146865063415,0.557759770646793,0.557759770646793,0.46522242365506805,1857715.2691395234,3330672.75,3347550.8449999997,319.29900000000004,2026-02前上一自然周日前均价代理,1219639484.0318713,1479798.5122606242,11475637.664443346,1838.8826641460266,2523121.4190139873,1414305297.316831,-194665813.2849598,0.0,0.0,0.0,0.0,1.0,0.8699833671746907,0.09275371997339951,1839.7526475132013,-0.8903298705777866,-0.3839593409163933,1231929342.066536,1740.6881771539283,3670.9974063577197,0,0,0,0,0.0,hpso_param_policy_train
2025-11-03,False,0.5630599175118565,-0.8338605659217673,-0.005300146865063415,0.557759770646793,0.557759770646793,0.46522242365506805,1857715.2691395234,3330672.75,3347550.8449999997,319.29900000000004,2026-02前上一自然周日前均价代理,1219639484.0318713,1479798.5122606242,11475637.664443346,1838.8826641460266,2523121.4190139873,1414305297.316831,-194665813.2849598,0.0,0.0,0.0,0.0,1.0,0.8699833671746907,0.09275371997339951,1839.7526475132013,-0.8903298705777866,-0.3839593409163933,1231929342.066536,1740.6881771539283,3670.9974063577197,0,0,0,0,0.0,hpso_param_policy_train
2025-11-03,False,0.5630599175118565,-0.8338605659217673,-0.021230408213337992,0.5418295092985185,0.5418295092985185,0.46522242365506805,1804656.781766447,3330672.75,3347550.8449999997,319.29900000000004,2026-02前上一自然周日前均价代理,1224950486.4548967,1494019.1251616704,12245894.39968443,1892.2196222399025,2543351.8950932496,1414305297.316831,-189354810.86193442,0.0,0.0,0.0,0.0,1.0,0.8835246091376651,0.09544405001551222,1893.10314684904,-0.89473052783382,-0.3856634350006645,1238018432.1636338,1793.1062600755738,3803.233110417583,0,0,0,0,0.0,hpso_param_policy_train
2025-11-10,False,0.5622294939854201,-0.8604295999191136,-0.4422294939854201,0.12,0.12,0.30372739760108586,354096.18,2950801.5,3055157.9175,415.4348169642857,2026-02前上一自然周日前均价代理,903008315.7918775,1961551.410629336,12053578.567495497,1774.80811391624,2944275.4903205507,973409135.2498972,-70400819.45801973,0.0,0.0,0.0,0.0,1.0,0.8763591343176376,0.10104636422949098,1775.6844730505577,-1.231323897267485,-0.5077493789130783,916141067.2907884,1722.93275242737,4225.127942038366,0,0,0,0,0.0,hpso_param_policy_train
2025-11-10,False,0.5622294939854201,-0.8604295999191136,-0.10325155199029362,0.4589779419951265,0.4589779419951265,0.30372739760108586,1354352.7997061322,2950801.5,3055157.9175,415.4348169642857,2026-02前上一自然周日前均价代理,1052378007.9918159,1760507.9798681927,5404899.4294125065,1346.9013335680445,2795385.4376223036,973409135.2498972,78968872.74191868,0.0,0.0,0.0,0.0,0.6904297275282666,0.7866824128128966,0.07668405483711171,1347.6880159808575,-1.5450542345399692,-0.6058239902765142,1149565633.0513887,1122.2775573624688,2597.5993346994233,0,0,0,0,0.0,hpso_param_policy_train
2025-11-10,False,0.5622294939854201,-0.8604295999191136,-0.10325155199029362,0.4589779419951265,0.4589779419951265,0.30372739760108586,1354352.7997061322,2950801.5,3055157.9175,415.4348169642857,2026-02前上一自然周日前均价代理,1052378007.9918159,1760507.9798681927,5433103.652861634,1346.9013335680445,2795385.4376223036,973409135.2498972,78968872.74191868,0.0,0.0,0.0,0.0,0.8231819054305548,0.7866824128128966,0.07668405483711171,1347.6880159808575,-1.545092141970595,-0.6058348967730334,1149593837.290768,1122.2775573624688,2597.5993346994233,0,0,0,0,0.0,hpso_param_policy_train
2025-11-10,False,0.5622294939854201,-0.8604295999191136,-0.10325155199029362,0.4589779419951265,0.4589779419951265,0.30372739760108586,1354352.7997061322,2950801.5,3055157.9175,415.4348169642857,2026-02前上一自然周日前均价代理,1052378007.9918159,1760507.9798681927,5433103.652861634,1346.9013335680445,2795385.4376223036,973409135.2498972,78968872.74191868,0.0,0.0,0.0,0.0,0.8231819054305548,0.7866824128128966,0.07668405483711171,1347.6880159808575,-1.545092141970595,-0.6058348967730334,1149593837.290768,1122.2775573624688,2597.5993346994233,0,0,0,0,0.0,hpso_param_policy_train
2025-11-10,False,0.5622294939854201,-0.8604295999191136,-0.0345525036843064,0.5276769903011137,0.5276769903011137,0.30372739760108586,1557070.0544960117,2950801.5,3055157.9175,415.4348169642857,2026-02前上一自然周日前均价代理,1083260214.9636157,1720996.0461412268,4552846.553547474,1286.5950058018395,2763550.364519447,973409135.2498972,109851079.71371841,0.0,0.0,0.0,0.0,1.0,0.7845146941601147,0.07325059343188929,1287.3795204959997,-1.6331192462556823,-0.630548979903845,1215088582.7831788,997.5918087126977,2267.7558476663885,0,0,0,0,0.0,hpso_param_policy_train
2025-11-10,False,0.5622294939854201,-0.8604295999191136,-0.10325155199029362,0.4589779419951265,0.4589779419951265,0.30372739760108586,1354352.7997061322,2950801.5,3055157.9175,415.4348169642857,2026-02前上一自然周日前均价代理,1052378007.9918159,1760507.9798681927,5404899.4294125065,1346.9013335680445,2795385.4376223036,973409135.2498972,78968872.74191868,0.0,0.0,0.0,0.0,0.6904297275282666,0.7866824128128966,0.07668405483711171,1347.6880159808575,-1.5450542345399692,-0.6058239902765142,1149565633.0513887,1122.2775573624688,2597.5993346994233,0,0,0,0,0.0,hpso_param_policy_train
2025-11-17,False,0.5182429278303622,0.6229612439946265,0.07475534927935512,0.5929982771097173,0.5929982771097173,0.22050233792864823,1898686.6413279623,3201841.75,3291289.8425000003,252.1448183035714,2026-02前上一自然周日前均价代理,921346422.2240953,1434492.368483164,2215539.338368175,1123.6294694207331,2311153.134622952,980106528.7544463,-58760106.53035092,0.0,0.0,0.0,0.0,0.09915322791588059,0.7426142936007994,0.05895661484915148,1124.372083714334,-1.0302498755125595,-0.43682099995278606,924351134.6897413,641.73834177161,1539.3682936384603,0,0,0,0,0.0,hpso_param_policy_train
