particle_index,score,weeks_evaluated,unique_weeks_evaluated
6,1477613826.9221609,96,13
7,1477703256.4407628,96,13
8,1485232380.9038208,96,13
9,1481308541.1274433,96,13
10,1478626028.6584654,96,13
11,1477581241.0981867,96,13
12,1479088404.8047953,96,13
13,1478519115.4478285,96,13
14,1478410145.247467,96,13
15,1478243180.923509,96,13
16,1478007378.1611326,96,13
17,1479311030.3085072,96,13
18,1478528946.4758565,96,13
19,1481076032.8338997,96,13
20,1478073476.3288162,96,13
21,1478615802.2705858,96,13
22,1477602474.3850658,96,13
23,1477945602.900179,96,13
24,1478767272.910056,96,13
25,1478394231.145731,96,13
26,1479631271.5440304,96,13
27,1479362802.4439533,96,13
28,1478166862.6920936,96,13
29,1477647563.6083689,96,13
30,1477814057.2335675,96,13
31,1480494365.909098,96,13
32,1478858660.2494686,96,13
33,1477340758.6772954,96,13
34,1479085543.4733286,96,13
35,1477761257.1412818,96,13
36,1477876335.9664023,96,13
37,1477637606.52466,96,13
38,1477831344.2754586,96,13
39,1480191555.1087844,96,13
40,1477631679.4291935,96,13
41,1478396921.5559433,96,13
42,1479020163.9596703,96,13
43,1479542027.8787272,96,13
44,1479095511.824433,96,13
45,1478179170.7517078,96,13
46,1478591552.7551258,96,13
47,1478275035.738032,96,13
0,1479142374.0828655,96,13
1,1482412383.681197,96,13
2,1484128338.453009,96,13
3,1483085669.977973,96,13
4,1484320720.4033992,96,13
5,1477917646.90791,96,13
6,1478649231.843076,96,13
7,1477631822.1696918,96,13
8,1479408434.5753767,96,13
9,1480284005.1091855,96,13
10,1477476821.4072094,96,13
11,1477873773.063205,96,13
12,1480018487.687051,96,13
13,1478099418.971239,96,13
14,1478037381.694354,96,13
15,1478972764.6005032,96,13
16,1480294498.0725505,96,13
17,1480012307.2392912,96,13
18,1477045259.1644716,96,13
19,1484214651.3407393,96,13
20,1479351626.7177105,96,13
21,1478909256.0033,96,13
22,1478181462.2021172,96,13
23,1478325188.7689679,96,13
24,1478681946.0502212,96,13
25,1477581597.9387674,96,13
26,1480772231.9437313,96,13
27,1478534614.06398,96,13
28,1481379844.520646,96,13
29,1477563891.0014591,96,13
30,1477619953.4994838,96,13
31,1480451371.7500007,96,13
32,1477363971.049237,96,13
33,1478002041.2244842,96,13
34,1478356677.890505,96,13
35,1478805050.3555167,96,13
36,1479387667.6038303,96,13
37,1479725369.0061333,96,13
38,1478219985.2102947,96,13
39,1478070430.1671877,96,13
40,1479074183.8434384,96,13
41,1479756567.9892528,96,13
42,1477589430.8337853,96,13
43,1479216926.5721686,96,13
44,1479067780.4806468,96,13
45,1478421682.8726532,96,13
46,1477715139.4446132,96,13
47,1478633096.533446,96,13
0,1477496394.5727031,96,13
1,1481502017.121484,96,13
2,1478629578.3945198,96,13
3,1477815003.5081832,96,13
4,1477304723.2992764,96,13
5,1477211797.300435,96,13
6,1478493382.9415977,96,13
7,1477843377.338927,96,13
8,1477736461.044383,96,13
9,1478403417.505924,96,13
10,1478716317.1895607,96,13
11,1478880725.9102762,96,13
12,1477591040.1047037,96,13
13,1477356349.1961238,96,13
14,1477684550.114257,96,13
15,1478251625.0158405,96,13
16,1477757747.3842075,96,13
17,1477504339.657075,96,13
18,1478222341.2418768,96,13
19,1483420898.9331596,96,13
20,1477137248.882602,96,13
21,1476984843.5751324,96,13
22,1477556583.723916,96,13
23,1477785709.2656794,96,13
24,1479675474.5222614,96,13
25,1478703613.3992488,96,13
26,1478332715.354347,96,13
27,1479527864.5699546,96,13
28,1480380676.5449994,96,13
29,1477246530.7960694,96,13
30,1477677562.2956135,96,13
31,1479911165.6860616,96,13
32,1477770933.596384,96,13
33,1476993272.6832273,96,13
34,1479470319.3418262,96,13
35,1477778944.3785717,96,13
36,1477022282.0449393,96,13
37,1477714244.106128,96,13
38,1477220893.315346,96,13
39,1479433198.288029,96,13
40,1477498579.5550365,96,13
41,1477342096.785736,96,13
42,1477628673.63395,96,13
43,1482204024.3735554,96,13
44,1478045056.5792668,96,13
45,1478143166.101756,96,13
46,1477501832.4513614,96,13
47,1476926885.3233306,96,13
0,1478137869.9380023,96,13
1,1480209417.7587225,96,13
2,1481357459.738496,96,13
3,1479661154.0026295,96,13
4,1476614009.0527534,96,13
5,1477127397.9282777,96,13
6,1477598911.3420198,96,13
7,1477371907.1619186,96,13
8,1478263335.7531083,96,13
9,1477401061.5694818,96,13
10,1477601928.4036093,96,13
11,1477551070.4638836,96,13
12,1477040132.2087097,96,13
13,1479882090.697464,96,13
14,1478840462.2293289,96,13
15,1478473665.4003232,96,13
16,1476900405.5493622,96,13
17,1477977623.1571999,96,13
18,1477187675.630314,96,13
19,1479382644.577737,96,13
20,1476919840.1692173,96,13
21,1477541157.4494965,96,13
22,1476928620.490219,96,13
23,1477082473.5119827,96,13
24,1478008968.957633,96,13
25,1476770810.503013,96,13
26,1478475573.6420968,96,13
27,1476850105.270192,96,13
28,1479083978.0896819,96,13
29,1477341543.1449177,96,13
30,1477504724.9467008,96,13
31,1479075187.7852066,96,13
32,1477786658.8705826,96,13
33,1477149562.9109564,96,13
34,1478143630.8858616,96,13
35,1477700248.6437824,96,13
36,1476524248.9404266,96,13
37,1477941902.3366902,96,13
38,1477387439.091838,96,13
39,1479626358.6579998,96,13
40,1476885611.8672607,96,13
41,1477142379.808509,96,13
42,1477238153.025685,96,13
43,1477027692.2198288,96,13
44,1477399821.2257416,96,13
45,1479191178.9685795,96,13
46,1476723320.3588066,96,13
47,1477269804.3355563,96,13
0,1479169378.0753565,96,13
1,1481835423.909505,96,13
2,1480090849.5224912,96,13
3,1477322834.220543,96,13
4,1477150613.7070856,96,13
5,1477287738.2644322,96,13
6,1477117112.3250396,96,13
7,1477175528.5737627,96,13
8,1477001827.516734,96,13
9,1477010998.2976968,96,13
10,1477144431.0196114,96,13
11,1478605187.8037264,96,13
12,1477502623.6090233,96,13
13,1477414469.983907,96,13
14,1477331987.7149127,96,13
15,1478364202.337182,96,13
16,1476807243.005846,96,13
17,1479375849.6220474,96,13
18,1477723804.5835927,96,13
19,1486661517.7457018,96,13
20,1477145359.7323673,96,13
21,1476859369.9472888,96,13
22,1476594437.0731628,96,13
23,1476881536.8893664,96,13
24,1477835484.744076,96,13
25,1476934270.6236346,96,13
26,1477352971.6282272,96,13
27,1477750252.176547,96,13
28,1477707069.4844043,96,13
29,1476844756.2892735,96,13
30,1477908264.8996706,96,13
31,1477409815.686324,96,13
32,1477360823.5724125,96,13
33,1477161707.452007,96,13
34,1477340879.1919138,96,13
35,1481010976.482128,96,13
36,1476513970.755641,96,13
37,1478816145.0044231,96,13
38,1476500661.301859,96,13
39,1477397633.4341347,96,13
40,1476730885.1714516,96,13
41,1476835797.670552,96,13
42,1477887602.260904,96,13
43,1479614979.9813187,96,13
44,1477708918.273524,96,13
45,1478395662.77936,96,13
46,1476396852.8951304,96,13
47,1476997579.358445,96,13
0,1477264667.730254,96,13
1,1479881524.072691,96,13
2,1480210854.3690145,96,13
3,1479865879.638837,96,13
4,1476282506.7689292,96,13
5,1477340870.6537445,96,13
6,1477447640.013523,96,13
7,1476705120.2770426,96,13
8,1477310472.2216861,96,13
9,1477359332.4403255,96,13
10,1478559525.2751722,96,13
11,1478552636.7985785,96,13
12,1477986501.6162307,96,13
13,1476733055.1884537,96,13
14,1477175750.7513626,96,13
15,1477416949.3353176,96,13
16,1476793585.8854096,96,13
17,1477526145.6076825,96,13
18,1477213540.3835251,96,13
19,1478065999.3664205,96,13
20,1479109965.8930423,96,13
21,1478217072.7095315,96,13
22,1477416813.821687,96,13
23,1476270837.575508,96,13
24,1477638362.037151,96,13
25,1476623754.0755742,96,13
26,1477318687.6775582,96,13
27,1477891270.3866017,96,13
28,1479209148.4238234,96,13
29,1477096973.8509972,96,13
30,1476804073.849582,96,13
31,1479272988.117502,96,13
32,1478536423.4601765,96,13
33,1476980697.7402954,96,13
34,1477671329.927592,96,13
35,1477654429.8375633,96,13
36,1476756055.3188152,96,13
37,1478982145.0524385,96,13
38,1477711722.4030094,96,13
39,1477290325.6566126,96,13
40,1476585443.5729544,96,13
41,1477624495.8017704,96,13
42,1477191749.8128335,96,13
43,1477489679.8378105,96,13
44,1477030433.0645733,96,13
45,1479168752.6227772,96,13
46,1476926288.2517993,96,13
47,1476803330.3959892,96,13
0,1477380585.6743734,96,13
1,1476488944.467323,96,13
2,1477180676.7745247,96,13
3,1477103633.6132343,96,13
4,1476369929.7104962,96,13
5,1476586072.7237036,96,13
6,1477994242.9664185,96,13
7,1476336397.1791277,96,13
8,1476625286.3053207,96,13
9,1476504551.821969,96,13
10,1477593890.355937,96,13
11,1477547285.512675,96,13
12,1476514196.6766198,96,13
13,1476861051.73332,96,13
14,1477829675.9849517,96,13
15,1478969531.0792882,96,13
16,1476940848.4983323,96,13
17,1478615688.0634143,96,13
18,1476568653.3165462,96,13
19,1478462339.9761286,96,13
20,1477289931.8940485,96,13
21,1477001347.1500146,96,13
22,1476914750.5004137,96,13
23,1476176354.4044933,96,13
24,1478056411.9233296,96,13
25,1476276800.5060575,96,13
26,1476449976.5102928,96,13
27,1477217484.7900124,96,13
28,1478421501.1765869,96,13
29,1477401947.3155613,96,13
30,1477179414.1673343,96,13
31,1476260977.704672,96,13
32,1477499530.00341,96,13
33,1476255629.5086215,96,13
34,1477322428.9078655,96,13
35,1476900727.809578,96,13
36,1476350457.4880078,96,13
37,1477333465.1288235,96,13
38,1477029244.7447846,96,13
39,1476765702.504439,96,13
40,1476860443.4526157,96,13
41,1476953459.7117093,96,13
42,1476433673.340041,96,13
43,1478288528.228428,96,13
44,1475965913.2481973,96,13
45,1477563922.6293423,96,13
46,1476209656.0705001,96,13
47,1476547073.1562707,96,13
0,1477082821.7873209,96,13
1,1475747890.3104851,96,13
2,1477806601.755163,96,13
3,1479244132.0065353,96,13
4,1476000617.522562,96,13
5,1476357894.8726108,96,13
6,1476974527.420106,96,13
7,1476452138.261049,96,13
8,1475590548.0214097,96,13
9,1476841450.823187,96,13
10,1476858765.2012806,96,13
11,1479442085.9917805,96,13
12,1476138643.647998,96,13
13,1476711450.818023,96,13
14,1476077427.4077442,96,13
15,1478545328.2370384,96,13
16,1476607744.318867,96,13
17,1480119351.919377,96,13
18,1476456486.9136007,96,13
19,1476297566.4430275,96,13
20,1476212025.9095545,96,13
21,1477155211.072705,96,13
22,1476820320.7880847,96,13
23,1476179303.2868176,96,13
24,1477216851.2887514,96,13
25,1475542882.698021,96,13
26,1476311135.5841434,96,13
27,1477033543.953123,96,13
28,1479211697.553562,96,13
29,1476849455.7475274,96,13
30,1476264305.0508487,96,13
31,1477362050.8763516,96,13
32,1477831859.7126305,96,13
33,1475606877.0153809,96,13
34,1476921446.761308,96,13
35,1476640958.4720194,96,13
36,1476436566.765541,96,13
37,1477205274.2534263,96,13
38,1476130639.161568,96,13
39,1476139038.3360846,96,13
40,1476403019.571348,96,13
41,1476746113.4703152,96,13
42,1476503269.390868,96,13
43,1476299318.5440032,96,13
44,1475808292.4500086,96,13
45,1477326823.7998896,96,13
46,1475975911.3597138,96,13
47,1476209085.0401318,96,13
0,1476315792.1420724,96,13
1,1475822892.1324322,96,13
2,1476217008.791621,96,13
3,1476435053.5647209,96,13
4,1475421118.136366,96,13
5,1476089902.091733,96,13
6,1476297307.1445591,96,13
7,1476269160.5185776,96,13
8,1475718656.800965,96,13
9,1476061497.1883392,96,13
10,1477424237.028773,96,13
11,1476977557.387551,96,13
12,1475913500.265321,96,13
13,1476488074.5745118,96,13
14,1475754754.7604988,96,13
15,1475918740.2009604,96,13
16,1475976428.83332,96,13
17,1476449666.144682,96,13
18,1476367190.055583,96,13
19,1476607611.2970307,96,13
20,1475909646.5299177,96,13
21,1476592494.919609,96,13
22,1476131383.9604723,96,13
23,1476511651.8125608,96,13
24,1475701279.3597555,96,13
25,1475544079.8404534,96,13
26,1476002608.626276,96,13
27,1477751613.2367027,96,13
28,1478965578.409135,96,13
29,1476642890.6615345,96,13
30,1476459438.676421,96,13
31,1476440230.6815493,96,13
32,1476876521.2098863,96,13
33,1475318238.9224312,96,13
34,1477187959.5798016,96,13
35,1475871866.5441449,96,13
36,1476009704.5839329,96,13
37,1476473104.8557103,96,13
38,1475750429.0115044,96,13
39,1474874800.9643066,96,13
40,1475981308.0973969,96,13
41,1476511251.7209966,96,13
42,1475889884.8347347,96,13
43,1476144613.4004853,96,13
44,1475371923.6791773,96,13
45,1476407335.732335,96,13
46,1476034382.9789588,96,13
47,1475564182.9764118,96,13
0,1475435153.0865338,96,13
1,1474886483.4923046,96,13
2,1477095918.4048374,96,13
3,1476937062.179526,96,13
4,1474848888.673097,96,13
5,1474904900.972499,96,13
6,1474621557.6665847,96,13
7,1475946547.381831,96,13
8,1475024055.5011952,96,13
9,1475901896.8228905,96,13
10,1475844861.7734108,96,13
11,1477230347.1989992,96,13
12,1476541338.784336,96,13
13,1474894180.444848,96,13
14,1475660105.4844944,96,13
15,1479250692.0108554,96,13
16,1476208279.7759826,96,13
17,1478082565.240256,96,13
18,1475710762.90794,96,13
19,1476935995.0641296,96,13
20,1475156002.2515423,96,13
21,1477634542.4496994,96,13
22,1475135577.2581863,96,13
23,1476365753.0412815,96,13
24,1475454282.7717476,96,13
25,1474888167.8948505,96,13
26,1474996678.429676,96,13
27,1476763614.7352655,96,13
28,1478617277.7240531,96,13
29,1475725940.938152,96,13
30,1475426861.2736015,96,13
31,1476047904.7318013,96,13
32,1474784718.4994195,96,13
33,1474539626.5491593,96,13
34,1476785479.3962848,96,13
35,1475167872.377784,96,13
36,1475988669.9934046,96,13
37,1475737784.7452137,96,13
38,1475476314.0410635,96,13
39,1475045989.110901,96,13
40,1475393922.311207,96,13
41,1475284887.4061692,96,13
42,1474467617.655164,96,13
43,1475047489.3246605,96,13
44,1474990325.4533956,96,13
45,1475714213.9927099,96,13
46,1475608170.816178,96,13
47,1474878257.7316182,96,13
0,1474604258.656557,96,13
1,1474693694.046276,96,13
2,1476411803.1120636,96,13
3,1475204897.1941216,96,13
4,1474302309.6288311,96,13
5,1474426033.5221493,96,13
6,1474324491.9725037,96,13
7,1474219715.1829185,96,13
8,1474346193.5123606,96,13
9,1475623892.6218364,96,13
10,1475642663.1330538,96,13
11,1475296288.2656202,96,13
12,1474587426.2513034,96,13
13,1475602104.0172374,96,13
14,1474363433.6207912,96,13
15,1476477642.7437418,96,13
16,1474988091.094177,96,13
17,1475575478.2859051,96,13
18,1474012630.297805,96,13
19,1476991330.2260907,96,13
20,1475062317.7180178,96,13
21,1475425913.3385391,96,13
22,1474278690.1874664,96,13
23,1475589643.7665565,96,13
24,1474001294.29999,96,13
25,1475174060.9076443,96,13
26,1475856154.2325401,96,13
27,1475112728.0372694,96,13
28,1478731082.9229658,96,13
29,1474217860.9731865,96,13
30,1475659651.601354,96,13
31,1475525697.032274,96,13
32,1474206769.5312927,96,13
33,1474585904.8150222,96,13
34,1475985507.9185798,96,13
35,1474505224.8697748,96,13
36,1475552414.964813,96,13
37,1476448879.9371994,96,13
38,1474815995.0194337,96,13
39,1475093612.6565254,96,13
40,1475060550.4777088,96,13
41,1475838994.4411361,96,13
42,1474177831.911773,96,13
43,1474461605.1627703,96,13
44,1474578810.3434238,96,13
45,1476320187.9497623,96,13
46,1474780479.371432,96,13
47,1474607150.1784189,96,13
0,1473809231.697154,96,13
1,1474771061.7926693,96,13
2,1475291429.0237677,96,13
3,1475203630.6641634,96,13
4,1473457255.8398352,96,13
5,1473633985.5260055,96,13
6,1474790090.292205,96,13
7,1473992579.4167645,96,13
8,1474128637.2632287,96,13
9,1474112738.7842028,96,13
10,1474207539.6460276,96,13
11,1474027367.1687124,96,13
12,1474192952.480486,96,13
13,1473817666.1056616,96,13
14,1474296048.8508155,96,13
15,1475436921.127814,96,13
16,1473812681.4923723,96,13
17,1473736095.6176739,96,13
18,1473376677.4371097,96,13
19,1474447703.740814,96,13
20,1473274007.5532722,96,13
21,1473906897.4380455,96,13
22,1473319763.166336,96,13
23,1473912491.0815194,96,13
24,1473750635.9761393,96,13
25,1474972623.8259475,96,13
26,1476641460.138173,96,13
27,1473576460.9704735,96,13
28,1482763339.9967525,96,13
29,1474617216.8163364,96,13
30,1474356412.7394066,96,13
31,1473118196.6328642,96,13
32,1474127597.6041067,96,13
33,1474215290.1072934,96,13
34,1476043401.5145538,96,13
35,1474476090.6569462,96,13
36,1474288439.5491745,96,13
37,1473935429.4891346,96,13
38,1474336108.4054546,96,13
39,1474871216.9648201,96,13
40,1474042353.6433477,96,13
41,1473722631.1148434,96,13
42,1473889080.1330712,96,13
43,1473568915.291872,96,13
44,1475384614.1301622,96,13
45,1475141100.4552834,96,13
46,1473295354.4606934,96,13
47,1474799921.5415516,96,13
0,1473060879.9666164,96,13
1,1473630498.6410332,96,13
2,1473882021.0647304,96,13
3,1477658846.9556453,96,13
4,1473598993.8814914,96,13
5,1473193522.793156,96,13
6,1472235920.652425,96,13
7,1473698465.4223979,96,13
8,1474339030.3115826,96,13
9,1473492136.8997593,96,13
10,1473348266.5228717,96,13
11,1474838602.343218,96,13
12,1473675573.141659,96,13
13,1474316380.1145165,96,13
14,1473701096.620079,96,13
15,1473465799.024676,96,13
16,1473183277.4809139,96,13
17,1473011712.2227914,96,13
18,1472390888.015004,96,13
19,1474275352.7194092,96,13
20,1474684148.2804582,96,13
21,1473937342.5033836,96,13
22,1474249451.864499,96,13
23,1472305986.2361574,96,13
24,1473068929.8080719,96,13
25,1475692497.739371,96,13
26,1474298602.4265325,96,13
27,1473858504.57173,96,13
28,1476895083.2283466,96,13
29,1473172620.870683,96,13
30,1474378518.9174397,96,13
31,1474649865.3996098,96,13
32,1474252094.5084713,96,13
33,1472953249.1013997,96,13
34,1475127621.6374397,96,13
35,1474293879.5897171,96,13
36,1473892677.28181,96,13
37,1476778804.5252001,96,13
38,1473827155.7401574,96,13
39,1473581449.924139,96,13
40,1473422441.2467594,96,13
41,1473515894.5118053,96,13
42,1473341545.364296,96,13
43,1473303794.6426592,96,13
44,1474187258.5996284,96,13
45,1473568070.6868546,96,13
46,1474196666.434368,96,13
47,1473425105.7901337,96,13
0,1472015303.6308582,96,13
1,1472772762.1786773,96,13
2,1474047161.489804,96,13
3,1474080464.3446388,96,13
4,1472893741.786536,96,13
5,1472590846.1100028,96,13
6,1472408630.1623306,96,13
7,1472594358.8540027,96,13
8,1472926549.6725237,96,13
9,1473597624.282076,96,13
10,1474393989.777545,96,13
11,1473818225.406618,96,13
12,1473042401.2081337,96,13
13,1473037248.5376918,96,13
14,1472208492.539026,96,13
15,1472962038.6288376,96,13
16,1472333389.7249584,96,13
17,1474031334.8316324,96,13
18,1473251127.9744499,96,13
19,1476957808.9726028,96,13
20,1473597300.5306594,96,13
21,1472693181.4075615,96,13
22,1472249991.1913831,96,13
23,1473402198.128584,96,13
24,1472696820.912672,96,13
25,1472134671.6040132,96,13
26,1474868347.011853,96,13
27,1472217422.4143713,96,13
28,1474808393.2574291,96,13
29,1472932247.8865738,96,13
30,1473229264.3541186,96,13
31,1473357767.5715473,96,13
32,1473483431.1350718,96,13
33,1471856551.3441238,96,13
34,1474205681.4853535,96,13
35,1472131954.0928142,96,13
36,1472915607.7033665,96,13
37,1471921103.2417097,96,13
38,1473200791.8161604,96,13
39,1473998641.908494,96,13
40,1472424050.0474808,96,13
41,1473652669.6984284,96,13
42,1472803513.435706,96,13
43,1473833611.2662525,96,13
44,1476426537.33461,96,13
45,1472992775.4522202,96,13
46,1473461111.607254,96,13
47,1472903834.656051,96,13
0,1471316966.76773,96,13
1,1472206720.5630236,96,13
2,1472479769.3725598,96,13
3,1472237321.6747606,96,13
4,1472047461.7839117,96,13
5,1472129464.3734522,96,13
6,1473919000.3567123,96,13
7,1472350388.5134764,96,13
8,1471905623.0906193,96,13
9,1472034994.575678,96,13
10,1472484556.137376,96,13
11,1473218860.1064262,96,13
12,1471814444.6865177,96,13
13,1471772847.9344208,96,13
14,1471251040.0893993,96,13
15,1473128889.224048,96,13
16,1472603326.3242762,96,13
17,1474098512.926078,96,13
18,1471741523.914053,96,13
19,1474404976.234149,96,13
20,1472605170.9747021,96,13
21,1472848927.0660002,96,13
22,1471823677.9001436,96,13
23,1472205343.2760599,96,13
24,1472151409.3687623,96,13
25,1471559431.700202,96,13
26,1472667825.6290314,96,13
27,1471591599.3510692,96,13
28,1472783119.7500384,96,13
29,1472337353.3110182,96,13
30,1471511732.6219387,96,13
31,1471802499.706874,96,13
32,1471855168.2285092,96,13
33,1472189676.9790592,96,13
34,1472848501.021489,96,13
35,1471297114.3676088,96,13
36,1471366168.5281303,96,13
37,1472317422.610399,96,13
38,1472087558.279272,96,13
39,1473048887.672766,96,13
40,1471949043.367035,96,13
41,1471905454.869152,96,13
42,1472326728.4126492,96,13
43,1472733731.3457787,96,13
44,1473808877.1473968,96,13
45,1472234537.7992828,96,13
46,1472450809.7999573,96,13
47,1472358965.0546958,96,13
0,1471271707.3819425,96,13
1,1472916812.3812263,96,13
2,1471217146.603946,96,13
3,1471348598.568656,96,13
4,1471639397.7011547,96,13
5,1471926717.5786517,96,13
6,1472858969.772269,96,13
7,1471357025.4200857,96,13
8,1471023692.9923117,96,13
9,1471443156.9738247,96,13
10,1471843496.437355,96,13
11,1471742076.6456907,96,13
12,1471582840.8047645,96,13
13,1471234920.312626,96,13
14,1471657461.7349205,96,13
15,1472369009.9890873,96,13
16,1472278470.2020042,96,13
17,1471754104.3462799,96,13
18,1471305768.0014102,96,13
19,1473927303.505664,96,13
20,1471800292.152399,96,13
21,1472138982.12467,96,13
22,1471237639.992591,96,13
23,1471508046.2524252,96,13
24,1471598134.1455173,96,13
25,1470847380.665041,96,13
26,1472314715.7170334,96,13
27,1471872545.2436006,96,13
28,1473848365.5866594,96,13
29,1472707845.431099,96,13
30,1471029213.3902175,96,13
31,1472123679.2031527,96,13
32,1471724901.1237793,96,13
33,1472014419.646149,96,13
34,1471730726.476813,96,13
35,1471131282.5548515,96,13
36,1471139016.237337,96,13
37,1472028347.3551438,96,13
38,1471864591.7901316,96,13
39,1471729144.2828157,96,13
40,1471333412.2631543,96,13
41,1472103000.1304464,96,13
42,1472107045.720907,96,13
43,1471659831.629856,96,13
44,1472252346.8013642,96,13
45,1471248370.6575432,96,13
46,1471533502.0857384,96,13
47,1471474241.2152689,96,13
0,1471593291.193596,96,13
1,1471580610.6442478,96,13
2,1471147914.3149815,96,13
3,1471589418.9067411,96,13
4,1471540842.9800928,96,13
5,1471447880.9353306,96,13
6,1471262474.1498249,96,13
7,1472010298.3151405,96,13
8,1471519206.8349445,96,13
9,1471684677.3983724,96,13
10,1471099750.4762459,96,13
11,1471093700.340793,96,13
12,1471164332.83166,96,13
13,1471328469.8385246,96,13
14,1471177621.3941212,96,13
15,1472830654.5781543,96,13
16,1471779733.5439045,96,13
17,1471284347.7536373,96,13
18,1471255127.8731613,96,13
19,1478164469.1610153,96,13
20,1471371332.4932156,96,13
21,1472191482.3973014,96,13
22,1471309638.2723236,96,13
23,1471989162.9589703,96,13
24,1471709188.762457,96,13
25,1472277933.555961,96,13
26,1473714216.687626,96,13
27,1470950194.5430171,96,13
28,1472344653.0995712,96,13
29,1471259865.2295077,96,13
30,1471022272.1856945,96,13
31,1472114098.8721068,96,13
32,1472504581.4591377,96,13
33,1471300862.9858055,96,13
34,1471413189.0943692,96,13
35,1471438509.9856117,96,13
36,1471712147.639924,96,13
37,1472392503.6732814,96,13
38,1471897851.7458909,96,13
39,1471658448.420913,96,13
40,1471461068.8625515,96,13
41,1471396866.2994173,96,13
42,1471335130.4924881,96,13
43,1471142093.3461218,96,13
44,1472290462.9174778,96,13
45,1471219669.249688,96,13
46,1471150686.2057037,96,13
47,1471308844.6479614,96,13
0,1471346666.3447285,96,13
1,1471588126.6293037,96,13
2,1471338003.8540795,96,13
3,1471669308.7170293,96,13
4,1471767067.6030629,96,13
5,1471789383.7319005,96,13
6,1472370309.5786374,96,13
7,1471790134.9110403,96,13
8,1472397470.6831234,96,13
9,1470901576.1281052,96,13
10,1471131380.5020504,96,13
11,1472161415.4929898,96,13
12,1471930984.0937223,96,13
13,1470776216.1573699,96,13
14,1471078417.52403,96,13
15,1470783427.000229,96,13
16,1471643962.5754652,96,13
17,1471516024.9389346,96,13
18,1471250945.610051,96,13
19,1473587666.0417643,96,13
20,1472136828.1598313,96,13
21,1471235582.6423352,96,13
22,1471515440.8932686,96,13
23,1470840299.8193524,96,13
24,1471007661.6530216,96,13
25,1472372225.9667113,96,13
26,1472841631.9890683,96,13
27,1471923764.3099232,96,13
28,1471319684.551719,96,13
29,1471295343.2764711,96,13
30,1471382574.2189958,96,13
31,1471825369.4031227,96,13
32,1471335286.352492,96,13
33,1471783874.4957469,96,13
34,1472172741.4813766,96,13
35,1471887629.1575615,96,13
36,1471511509.7043955,96,13
37,1473706520.7719097,96,13
38,1471646335.237291,96,13
39,1471617953.7243502,96,13
40,1471224353.341509,96,13
41,1471573619.8137827,96,13
42,1471147865.111138,96,13
43,1471875628.25963,96,13
44,1473590699.5270462,96,13
45,1471147194.8640137,96,13
46,1471368801.1764233,96,13
47,1471651587.4331791,96,13
0,1471732092.7781694,96,13
1,1471640802.0832813,96,13
2,1471371068.4696362,96,13
3,1471581362.8049285,96,13
4,1472159700.3496304,96,13
5,1471223886.288551,96,13
6,1470831998.5223484,96,13
7,1471699460.0172281,96,13
8,1471384465.2299404,96,13
9,1471150330.882325,96,13
10,1471260788.3116786,96,13
11,1472327560.5627058,96,13
12,1471182473.234106,96,13
13,1471336915.3449204,96,13
14,1471483869.8784263,96,13
15,1472835006.0084407,96,13
16,1472224990.1196737,96,13
17,1471302001.8107803,96,13
18,1471832726.820692,96,13
19,1472416211.5179307,96,13
20,1470981782.8217268,96,13
21,1470865037.3182847,96,13
22,1470925075.357458,96,13
23,1471891291.4269264,96,13
24,1471142669.6738358,96,13
25,1470805547.7616665,96,13
26,1470965418.9635012,96,13
27,1471012420.4012387,96,13
28,1471318577.4175797,96,13
29,1471495254.900163,96,13
30,1471204474.5532672,96,13
31,1472094132.3891418,96,13
32,1472161464.6394749,96,13
33,1470772015.2880428,96,13
34,1470762077.9384315,96,13
35,1470887765.9768133,96,13
36,1471430233.4289236,96,13
37,1475456397.4281998,96,13
38,1472368426.7857535,96,13
39,1471413722.726122,96,13
40,1471255458.1427944,96,13
41,1471602067.0042915,96,13
42,1471304083.8185203,96,13
43,1471216398.603492,96,13
44,1474627645.40986,96,13
45,1471212101.8250945,96,13
46,1471813082.4075592,96,13
47,1471244142.3734105,96,13
0,1471286727.2021973,96,13
1,1470797834.9207516,96,13
2,1470890453.5370674,96,13
3,1471240556.7967308,96,13
4,1471195076.648998,96,13
5,1470869976.6387959,96,13
6,1471492893.4344368,96,13
7,1471684051.262107,96,13
8,1472762683.8899443,96,13
9,1470622940.401783,96,13
10,1470784825.238376,96,13
11,1471462063.1743839,96,13
12,1470984383.9617882,96,13
13,1470931223.2054112,96,13
14,1470989291.5760305,96,13
15,1471274199.9202607,96,13
16,1471948362.5285308,96,13
17,1471169435.7959335,96,13
18,1470878024.1354816,96,13
19,1472350617.885451,96,13
20,1471179597.1803896,96,13
21,1471353703.751796,96,13
22,1470985785.7301447,96,13
23,1472722903.7713315,96,13
24,1470906590.9000366,96,13
25,1471078735.1383345,96,13
26,1470958098.2147238,96,13
27,1472596222.3383608,96,13
28,1471642974.0480528,96,13
29,1471462341.967119,96,13
30,1470721261.2019184,96,13
31,1472096805.9870217,96,13
32,1471418868.7872632,96,13
33,1471210685.0955765,96,13
34,1471329398.8204195,96,13
35,1471231593.2646153,96,13
36,1470898655.0793998,96,13
37,1471356397.281978,96,13
38,1471614666.1218402,96,13
39,1471546643.053056,96,13
40,1470828490.821677,96,13
41,1471558764.0427125,96,13
