particle_index,score,weeks_evaluated,unique_weeks_evaluated
42,1471137304.7986352,96,13
43,1470761918.9869995,96,13
44,1474896354.5678062,96,13
45,1471045959.8576267,96,13
46,1472191054.9006245,96,13
47,1471215424.2674453,96,13
0,1470601394.937663,96,13
1,1471048559.1621342,96,13
2,1470840064.6495686,96,13
3,1471162595.8420732,96,13
4,1471494751.0103893,96,13
5,1471040421.3040063,96,13
6,1470660161.4394665,96,13
7,1471058823.9026234,96,13
8,1471507983.3812072,96,13
9,1471485889.278204,96,13
10,1471096944.4689229,96,13
11,1472087325.6315277,96,13
12,1471119451.9197328,96,13
13,1470942369.8030615,96,13
14,1470930647.7477953,96,13
15,1472050893.0969827,96,13
16,1470763660.9568627,96,13
17,1471075275.1145153,96,13
18,1471104089.4360218,96,13
19,1471483518.5213413,96,13
20,1470801318.0636928,96,13
21,1471008177.5154803,96,13
22,1471253088.7313051,96,13
23,1471310840.2433326,96,13
24,1470892421.0910385,96,13
25,1470666294.370559,96,13
26,1471448660.91918,96,13
27,1470640155.3010619,96,13
28,1471727922.157892,96,13
29,1471586932.838403,96,13
30,1470638444.458792,96,13
31,1470997654.8973467,96,13
32,1471200703.6508124,96,13
33,1470689367.5110219,96,13
34,1470878834.9243317,96,13
35,1470763063.1950681,96,13
36,1471462238.6325352,96,13
37,1472275474.056279,96,13
38,1471927073.5266335,96,13
39,1470835638.846143,96,13
40,1470921751.8973694,96,13
41,1471401819.090169,96,13
42,1470833117.9074776,96,13
43,1471033362.1096344,96,13
44,1472136421.633564,96,13
45,1470768317.1390445,96,13
46,1473414693.885103,96,13
47,1470990418.847349,96,13
0,1471523763.44053,96,13
1,1470712947.2661164,96,13
2,1471055300.5940952,96,13
3,1470896211.4023335,96,13
4,1472072605.9633198,96,13
5,1470813366.6276293,96,13
6,1470897767.4858425,96,13
7,1471516694.517566,96,13
8,1470691555.201966,96,13
9,1470666080.4769306,96,13
10,1471114692.7508347,96,13
11,1471181973.2758648,96,13
12,1470986298.3216627,96,13
13,1472165748.8521965,96,13
14,1470648044.1164958,96,13
15,1471214685.53098,96,13
16,1470720685.1131966,96,13
17,1470464811.6072998,96,13
18,1470680398.8194878,96,13
19,1471676806.8527138,96,13
20,1471300513.4206784,96,13
21,1472060242.3515732,96,13
22,1471329997.15227,96,13
23,1471378507.978525,96,13
24,1470943366.0076582,96,13
25,1470907870.2614222,96,13
26,1471292810.0961444,96,13
27,1471063596.0075538,96,13
28,1471173467.6287153,96,13
29,1472109322.5879364,96,13
30,1470428765.70138,96,13
31,1471438877.4050074,96,13
32,1470878070.0648537,96,13
33,1471489694.9014199,96,13
34,1470680569.8738003,96,13
35,1471048523.749437,96,13
36,1470864322.9434147,96,13
37,1470770583.2629068,96,13
38,1470839734.8795278,96,13
39,1470418633.8600514,96,13
40,1470608153.2839825,96,13
41,1471322736.4719956,96,13
42,1470742654.705526,96,13
43,1470504055.0870552,96,13
44,1471624773.1164868,96,13
45,1470990978.6214964,96,13
46,1472574099.1559343,96,13
47,1471019642.0492275,96,13
0,1471447685.4614632,96,13
1,1471248116.107825,96,13
2,1470563343.394737,96,13
3,1471014246.422786,96,13
4,1470959361.0308516,96,13
5,1471412524.824126,96,13
6,1471291873.3059208,96,13
7,1471105928.0153122,96,13
8,1471784258.3949165,96,13
9,1470703096.8408127,96,13
10,1471025562.7002156,96,13
11,1471754854.1981575,96,13
12,1471648129.5691774,96,13
13,1471744815.1658154,96,13
14,1471204926.096879,96,13
15,1473499596.0434628,96,13
16,1471074096.9795992,96,13
17,1470755994.3082314,96,13
18,1471213823.7387822,96,13
19,1470565761.9416106,96,13
20,1471065691.0809317,96,13
21,1471809956.5525677,96,13
22,1471046433.8796213,96,13
23,1471819890.1225185,96,13
24,1471022048.1509626,96,13
25,1470888128.7747116,96,13
26,1472673357.3487842,96,13
27,1471280465.4042995,96,13
28,1471062487.5050888,96,13
29,1472818290.5062478,96,13
30,1471033393.0562077,96,13
31,1470527722.4321377,96,13
32,1471359022.8245742,96,13
33,1470851411.306881,96,13
34,1471402606.8645914,96,13
35,1470954411.5957801,96,13
36,1471445804.9496384,96,13
37,1471301059.6669242,96,13
38,1471048258.666212,96,13
39,1470527826.7860973,96,13
40,1470861816.8732364,96,13
41,1471600623.947036,96,13
42,1470933594.6535957,96,13
43,1471212355.3313687,96,13
44,1473213273.3605392,96,13
45,1470753165.0853224,96,13
46,1473935416.5574386,96,13
47,1471097957.3671277,96,13
0,1472253959.1507988,96,13
1,1471341115.5048897,96,13
2,1471174435.3751662,96,13
3,1470587314.4663894,96,13
4,1471607451.5676558,96,13
5,1470902912.652959,96,13
6,1470408206.2734318,96,13
7,1471988816.8813267,96,13
8,1470682613.6397114,96,13
9,1470550054.0515964,96,13
10,1470746221.2112362,96,13
11,1471034366.3397362,96,13
12,1471090462.0727947,96,13
13,1471243817.783654,96,13
14,1470719089.9379566,96,13
15,1474813028.0240567,96,13
16,1470606678.5045145,96,13
17,1470465691.110192,96,13
18,1471020914.461953,96,13
19,1472888456.578291,96,13
20,1471084616.3652992,96,13
21,1471131603.2118635,96,13
22,1470442811.7204583,96,13
23,1470952120.6944559,96,13
24,1470591236.382747,96,13
25,1470688658.1389866,96,13
26,1471376441.8052738,96,13
27,1471095889.9802382,96,13
28,1472518610.4453871,96,13
29,1471767913.507323,96,13
30,1470693141.9014332,96,13
31,1470874480.0679665,96,13
32,1470716056.3115613,96,13
33,1470989556.1679256,96,13
34,1470591616.4904354,96,13
35,1470707223.2306316,96,13
36,1471420514.1560013,96,13
37,1470788561.2703846,96,13
38,1471111041.8578548,96,13
39,1471560059.9664218,96,13
40,1470558956.0981388,96,13
41,1471009444.2083933,96,13
42,1470544262.3468015,96,13
43,1470853629.489473,96,13
44,1471443986.7477086,96,13
45,1470599818.9253323,96,13
46,1472243057.437824,96,13
47,1471001528.2754345,96,13
0,1470695464.8896482,96,13
1,1470710996.4789276,96,13
2,1470589129.3271472,96,13
3,1470746645.512925,96,13
4,1470777655.5041306,96,13
5,1470670760.6348686,96,13
6,1470741183.2224853,96,13
7,1471659776.1883602,96,13
8,1471115108.7898872,96,13
9,1470508633.1262715,96,13
10,1470920248.6559231,96,13
11,1471126420.4776602,96,13
12,1471609133.4818661,96,13
13,1471519449.4468682,96,13
14,1470597751.6066267,96,13
15,1472386024.4322844,96,13
16,1470912134.7856438,96,13
17,1470679817.1271446,96,13
18,1471008971.4912522,96,13
19,1471362792.844159,96,13
20,1471346490.594698,96,13
21,1471548459.7261899,96,13
22,1470735503.8825696,96,13
23,1470639756.2315607,96,13
24,1470618010.6079075,96,13
25,1471066516.519214,96,13
26,1472454305.1377995,96,13
27,1471348268.6635113,96,13
28,1470868270.6597388,96,13
29,1471460095.0977497,96,13
30,1471665838.558421,96,13
31,1471285575.01428,96,13
32,1471169626.9438744,96,13
33,1470921081.9667158,96,13
34,1470724009.0689945,96,13
35,1471325442.7235796,96,13
36,1472471147.5731804,96,13
37,1471430187.9219272,96,13
38,1471428327.5035238,96,13
39,1470739078.1607907,96,13
40,1470668391.7829273,96,13
41,1471049635.123663,96,13
42,1470860239.3101413,96,13
43,1471019999.2570045,96,13
44,1471975704.5969772,96,13
45,1470441354.3168392,96,13
46,1472812329.3504097,96,13
47,1471071680.4672673,96,13
0,1471226851.3821335,96,13
1,1471510900.8376093,96,13
2,1471223953.0794163,96,13
3,1470453051.8772113,96,13
4,1470692242.7515461,96,13
5,1470852667.3337982,96,13
6,1470380389.60089,96,13
7,1471727203.3062432,96,13
8,1471227448.073841,96,13
9,1470837833.5839443,96,13
10,1470696508.8931286,96,13
11,1470986582.6792488,96,13
12,1471425771.444085,96,13
13,1471381989.0180454,96,13
14,1470847130.1020358,96,13
15,1473050427.9886858,96,13
16,1470766463.703737,96,13
17,1470989546.243374,96,13
18,1471533872.028637,96,13
19,1472594172.5329864,96,13
20,1470885845.892493,96,13
21,1470873755.639693,96,13
22,1471147149.184164,96,13
23,1471035485.0520203,96,13
24,1470528793.24831,96,13
25,1471290993.6482532,96,13
26,1471758301.1635177,96,13
27,1471418399.1937618,96,13
28,1471405451.1318362,96,13
29,1471820307.242402,96,13
30,1470664000.2080317,96,13
31,1470906399.4706528,96,13
32,1470627950.474354,96,13
33,1471382135.0545826,96,13
34,1470634722.2273266,96,13
35,1470530948.6691253,96,13
36,1471948270.7446315,96,13
37,1470711135.8240812,96,13
38,1470997243.5988376,96,13
39,1470945355.1669989,96,13
40,1470517037.3577693,96,13
41,1470628599.7536767,96,13
42,1470478551.9705417,96,13
43,1471224339.9562194,96,13
44,1471061262.4986153,96,13
45,1470412558.2506573,96,13
46,1473933863.4392757,96,13
47,1472268902.5185826,96,13
0,1471067101.0610979,96,13
1,1470627474.0785637,96,13
2,1470460350.7751637,96,13
3,1470581987.3038023,96,13
4,1470745361.0142307,96,13
5,1470812012.2018979,96,13
6,1470686537.107887,96,13
7,1470798131.979789,96,13
8,1470619360.9921684,96,13
9,1470534002.286124,96,13
10,1470963865.4632294,96,13
11,1470941103.2469225,96,13
12,1470809652.445308,96,13
13,1471511196.542574,96,13
14,1470843406.5928504,96,13
15,1478118705.7327302,96,13
16,1470849709.0983722,96,13
17,1470998109.6615975,96,13
18,1470964136.0904884,96,13
19,1472628608.4090416,96,13
20,1471018597.1158211,96,13
21,1471400789.9477918,96,13
22,1471224357.9250333,96,13
23,1471206746.3835194,96,13
24,1470560938.0717576,96,13
25,1470773713.9325867,96,13
26,1471259304.047435,96,13
27,1471310358.5433037,96,13
28,1471477705.972124,96,13
29,1472776217.4905586,96,13
30,1471293538.7134287,96,13
31,1471317177.6387863,96,13
32,1470784633.9329958,96,13
33,1471253411.1596098,96,13
34,1470758220.1400728,96,13
35,1470913232.2903588,96,13
36,1474327478.9403884,96,13
37,1471020136.5506027,96,13
38,1471194108.0500355,96,13
39,1470840067.8012943,96,13
40,1470952101.6244833,96,13
41,1470625497.1743863,96,13
42,1470668499.9672794,96,13
43,1471419172.665683,96,13
44,1471109064.6523602,96,13
45,1470591222.2982209,96,13
46,1474318940.7487633,96,13
47,1471304751.748391,96,13
0,1470702509.0936306,96,13
1,1471018721.4357784,96,13
2,1470672186.184726,96,13
3,1470485777.6408303,96,13
4,1470839949.858588,96,13
5,1470785475.5399935,96,13
6,1470389564.4274452,96,13
7,1470776817.1257946,96,13
8,1470739738.0940688,96,13
9,1470548256.0044096,96,13
10,1470699960.4989145,96,13
11,1470633121.6337783,96,13
12,1471627183.8066552,96,13
13,1471843651.0043614,96,13
14,1470434498.2896874,96,13
15,1474629298.205105,96,13
16,1470992272.8782532,96,13
17,1470499876.0256817,96,13
18,1471005148.4042828,96,13
19,1473649180.8600128,96,13
20,1471667972.2028828,96,13
21,1471095230.57188,96,13
22,1472064957.9214916,96,13
23,1471286194.8826783,96,13
24,1470479643.0023625,96,13
25,1471144672.9713879,96,13
26,1471411112.5418568,96,13
27,1471133743.9496758,96,13
28,1470709228.253402,96,13
29,1471359253.6368427,96,13
30,1470886083.2117527,96,13
31,1471788288.0604932,96,13
32,1470464672.784455,96,13
33,1470883631.2194693,96,13
34,1470899735.0572789,96,13
35,1470478134.382836,96,13
36,1471909956.5056078,96,13
37,1470262969.864177,96,13
38,1470448108.4202697,96,13
39,1470804629.4675186,96,13
40,1470552660.475198,96,13
41,1470544932.2614746,96,13
42,1471127797.4393394,96,13
43,1471138352.9957983,96,13
44,1470541609.238575,96,13
45,1470768879.5225112,96,13
46,1472628467.4614809,96,13
47,1471542534.0022736,96,13
0,1470789044.9836254,96,13
1,1470818063.5157833,96,13
2,1470618642.7811022,96,13
3,1470543816.976855,96,13
4,1470638884.4366767,96,13
5,1471169224.979044,96,13
6,1470629668.6985266,96,13
7,1470993492.9536474,96,13
8,1470806206.6063087,96,13
9,1470885267.6330388,96,13
10,1470738672.7722836,96,13
11,1470633636.3294609,96,13
12,1470459057.7410557,96,13
13,1472356701.2269,96,13
14,1470829900.675112,96,13
15,1471811428.039256,96,13
16,1470686967.7304306,96,13
17,1470776280.957898,96,13
18,1471238290.0094852,96,13
19,1471911230.770031,96,13
20,1470954762.1152775,96,13
21,1470925558.7499142,96,13
22,1471677261.7012303,96,13
23,1470828163.2013733,96,13
24,1470585961.5804427,96,13
25,1470932456.1216974,96,13
26,1471131835.2548378,96,13
27,1471604207.6010666,96,13
28,1472247561.2786663,96,13
29,1471207282.3443174,96,13
30,1470764912.5154533,96,13
31,1470861573.757375,96,13
32,1470719582.1720753,96,13
33,1471114967.8706024,96,13
34,1470454867.3161135,96,13
35,1470921002.9132416,96,13
36,1472043171.1274078,96,13
37,1470617961.3794653,96,13
38,1471087182.7008746,96,13
39,1470623832.4959908,96,13
40,1470560380.5254037,96,13
41,1470656346.5241096,96,13
42,1470857897.1819937,96,13
43,1470959615.2156556,96,13
44,1471009934.759863,96,13
45,1470526649.7050734,96,13
46,1472838307.8750756,96,13
47,1471136925.0747945,96,13
0,1470647359.2335694,96,13
1,1470914073.2601774,96,13
2,1471645649.021228,96,13
3,1470744332.1175613,96,13
4,1470690073.668068,96,13
5,1470659977.61819,96,13
6,1470607715.1004229,96,13
7,1470730618.2843478,96,13
8,1470636572.641782,96,13
9,1471081660.9883785,96,13
10,1470929314.737479,96,13
11,1470477793.084483,96,13
12,1471344003.287546,96,13
13,1470922956.2100115,96,13
14,1470459121.5771809,96,13
15,1472236763.3160884,96,13
16,1470470242.89455,96,13
17,1471081157.098523,96,13
18,1470512612.4675477,96,13
19,1470447929.8920507,96,13
20,1471256457.336628,96,13
21,1471216937.8705819,96,13
22,1470738155.7621365,96,13
23,1471224169.156144,96,13
24,1470449830.4381626,96,13
25,1470934447.4573803,96,13
26,1470613096.5649776,96,13
27,1471065906.2179582,96,13
28,1471068729.7169838,96,13
29,1471403451.4554274,96,13
30,1470653104.0254648,96,13
31,1470713865.4439843,96,13
32,1470560930.8784344,96,13
33,1471095100.614402,96,13
34,1470827043.8485348,96,13
35,1470465086.675252,96,13
36,1471940534.2326965,96,13
37,1470445987.1197834,96,13
38,1470724630.6612384,96,13
39,1470529422.118409,96,13
40,1470355251.0754538,96,13
41,1470565776.6292887,96,13
42,1470534190.6011379,96,13
43,1470848830.3261468,96,13
44,1470717199.8957386,96,13
45,1470690391.2254078,96,13
46,1474601687.3267505,96,13
47,1471124009.3900597,96,13
0,1471007743.3391209,96,13
1,1470798182.050492,96,13
2,1471167282.5499573,96,13
3,1470652307.6539536,96,13
4,1470651575.828865,96,13
5,1470507878.7875357,96,13
6,1470491588.0735114,96,13
7,1471270844.882679,96,13
8,1470629725.3833811,96,13
9,1470816575.7655094,96,13
10,1470881285.710206,96,13
11,1470689951.830035,96,13
12,1470626884.3365204,96,13
13,1472408727.129483,96,13
14,1470306429.8760026,96,13
15,1472042752.5668938,96,13
16,1470655714.6648476,96,13
17,1470784355.5915797,96,13
18,1471541150.6570797,96,13
19,1472738170.95525,96,13
20,1470851509.2663257,96,13
21,1470732300.6053455,96,13
22,1471591502.2979677,96,13
23,1471460871.1459615,96,13
24,1470561789.4221694,96,13
25,1471303407.2936466,96,13
26,1471129415.8423016,96,13
27,1471961424.3898513,96,13
28,1470851038.8538063,96,13
29,1471614521.5457308,96,13
30,1471150711.683541,96,13
31,1470932194.7697785,96,13
32,1470525154.9735515,96,13
33,1471472837.0365145,96,13
34,1470597575.929786,96,13
35,1470509210.1530237,96,13
36,1472300743.2181804,96,13
37,1470859528.2686691,96,13
38,1470581603.5499077,96,13
39,1470742409.6266243,96,13
40,1470541242.3195493,96,13
41,1470833791.9193866,96,13
42,1470558378.9407046,96,13
43,1470579247.594352,96,13
44,1470889298.8757694,96,13
45,1470576860.760844,96,13
46,1472022410.2487533,96,13
47,1471597543.6799576,96,13
0,1470455917.036332,96,13
1,1471174537.301988,96,13
2,1470551801.3372974,96,13
3,1471173000.3335028,96,13
4,1470880729.4182808,96,13
5,1470741438.779664,96,13
6,1470529715.0404193,96,13
7,1470537271.5797546,96,13
8,1470764660.9400818,96,13
9,1470464127.5618298,96,13
10,1470601849.2816327,96,13
11,1470455131.488919,96,13
12,1470975000.7808962,96,13
13,1472487587.1256342,96,13
14,1470684348.277147,96,13
15,1473201542.2701187,96,13
16,1470637756.3214455,96,13
17,1470997047.9971097,96,13
18,1470345437.7000878,96,13
19,1472023264.2992525,96,13
20,1471629125.0722115,96,13
21,1471721000.188317,96,13
22,1470807641.6224194,96,13
23,1470880421.7150478,96,13
24,1470468736.0594032,96,13
25,1471278681.5479546,96,13
26,1470659260.3507597,96,13
27,1470745306.780236,96,13
28,1470813403.6824665,96,13
29,1471422872.0753558,96,13
30,1470726907.9060805,96,13
31,1470804701.8349707,96,13
32,1470519693.4715283,96,13
33,1470873500.7539113,96,13
34,1470651882.8904114,96,13
35,1470439669.4631073,96,13
36,1472652055.0024111,96,13
37,1470420038.163988,96,13
38,1470809075.5265944,96,13
39,1470956664.2194138,96,13
40,1470385429.0953324,96,13
41,1470418628.1909416,96,13
42,1470381442.4480715,96,13
43,1470958028.7883034,96,13
44,1470811480.5878394,96,13
45,1470637273.7061653,96,13
46,1471846081.0673687,96,13
47,1471439511.9498832,96,13
0,1471413052.6404257,96,13
1,1470797689.8938503,96,13
2,1470408730.3539073,96,13
3,1470665472.169885,96,13
4,1470867352.491827,96,13
5,1470532553.9637518,96,13
6,1470653599.874942,96,13
7,1470532262.5111492,96,13
8,1470486818.3965151,96,13
9,1471066995.482703,96,13
10,1470531026.6916225,96,13
11,1470825786.9165099,96,13
12,1471063793.2262437,96,13
13,1471132140.7223797,96,13
14,1470626775.4444392,96,13
15,1472678075.755724,96,13
16,1470727770.848318,96,13
17,1470583436.925966,96,13
18,1471642238.4624023,96,13
19,1470504837.3970995,96,13
20,1471287442.1661913,96,13
21,1470941310.8135004,96,13
22,1471011524.61852,96,13
23,1471312013.2289975,96,13
24,1470653939.574197,96,13
25,1471415091.532299,96,13
26,1470683384.1436813,96,13
27,1471987441.8402073,96,13
28,1471006204.4434977,96,13
29,1470949362.9114802,96,13
30,1471102593.994346,96,13
31,1471094086.4726565,96,13
32,1470429227.6929228,96,13
33,1471361207.9832535,96,13
34,1471045160.9425583,96,13
35,1470638625.2918155,96,13
36,1471800562.2954109,96,13
37,1470583765.40717,96,13
38,1470789315.5363033,96,13
39,1470820696.641353,96,13
40,1470432064.9014957,96,13
41,1470492692.1576424,96,13
42,1470482636.6250076,96,13
43,1470770386.6845596,96,13
44,1470768072.6676435,96,13
45,1470655886.6024916,96,13
46,1471935314.6815548,96,13
47,1471214637.825774,96,13
0,1471329151.0209024,96,13
1,1470890637.7440739,96,13
2,1470625552.1047137,96,13
3,1470918520.9762719,96,13
4,1470528111.649367,96,13
5,1471110401.2111676,96,13
6,1470654307.4153023,96,13
7,1470574309.3591099,96,13
8,1470688469.5735962,96,13
9,1470494618.9795043,96,13
10,1470434160.6675205,96,13
11,1470456700.0255182,96,13
12,1470618403.4967067,96,13
13,1471193632.984883,96,13
14,1470464108.3943424,96,13
15,1473138716.8373516,96,13
16,1470884639.24603,96,13
17,1470977509.0671108,96,13
18,1470457615.2010467,96,13
19,1471130122.8597546,96,13
20,1470818919.9537175,96,13
21,1473174899.387439,96,13
22,1471792156.155732,96,13
23,1471201236.8376644,96,13
24,1470730957.54029,96,13
25,1471356655.5376523,96,13
26,1470684697.9659166,96,13
27,1471104590.646314,96,13
28,1470665682.6713352,96,13
29,1470990215.8761978,96,13
30,1470459886.3841171,96,13
31,1471293855.998628,96,13
32,1470564184.58207,96,13
33,1471507238.7945435,96,13
34,1470361595.170824,96,13
35,1470419600.750784,96,13
36,1471999209.2624245,96,13
37,1470531482.0477517,96,13
38,1470683626.1152344,96,13
39,1470676185.069353,96,13
40,1470586147.552003,96,13
41,1470615040.5849597,96,13
42,1470529747.5574944,96,13
43,1471922879.923217,96,13
44,1470703250.0145671,96,13
45,1471070480.912583,96,13
46,1472322445.0283928,96,13
47,1471614310.734896,96,13
0,1471180498.492726,96,13
1,1470694636.248782,96,13
2,1470727947.3468268,96,13
3,1470900884.248141,96,13
4,1470593506.972687,96,13
5,1470969275.441043,96,13
6,1470742570.0282686,96,13
7,1470455065.352924,96,13
8,1470631099.7332258,96,13
9,1470638104.1936808,96,13
10,1470612507.1695926,96,13
11,1470779013.6365592,96,13
12,1471396953.188196,96,13
13,1470845250.5689762,96,13
14,1470359792.8533344,96,13
15,1472623461.1789672,96,13
16,1471249495.5026038,96,13
17,1471336112.7312934,96,13
18,1471114966.2441456,96,13
19,1470456847.1276321,96,13
20,1471635904.8944912,96,13
21,1471090574.9005344,96,13
22,1470737227.247619,96,13
23,1471156642.6816127,96,13
24,1470500956.8870227,96,13
25,1471227141.584423,96,13
26,1471240581.6320932,96,13
27,1470758064.1979282,96,13
28,1470620373.6284964,96,13
29,1470898570.931424,96,13
30,1471248532.8750305,96,13
31,1470929952.8732808,96,13
32,1470583493.6782148,96,13
33,1470636321.4247143,96,13
34,1470777162.895253,96,13
35,1470453741.4695625,96,13
36,1471989793.4554055,96,13
37,1470446178.409808,96,13
38,1470638165.9471447,96,13
39,1470705971.119753,96,13
40,1470700293.8575342,96,13
41,1470760236.3120582,96,13
42,1470781439.5650632,96,13
43,1470440167.0539258,96,13
44,1470572107.6063364,96,13
45,1470803489.9922383,96,13
46,1471529462.952811,96,13
47,1471729814.7653816,96,13
0,1470620153.4606588,96,13
1,1470842700.0126889,96,13
2,1471457834.3460171,96,13
3,1471184413.2051246,96,13
4,1470345131.218919,96,13
5,1470781641.7906277,96,13
6,1470453846.8354807,96,13
7,1470706839.5902722,96,13
8,1470636052.2805703,96,13
9,1470447926.8494244,96,13
10,1470456526.2959993,96,13
11,1470527119.9549553,96,13
12,1470879402.9438565,96,13
13,1472443728.1720428,96,13
14,1470657941.2952244,96,13
15,1477733698.8714447,96,13
16,1470688183.4605951,96,13
17,1470931647.1680887,96,13
18,1470465312.8745105,96,13
19,1470958871.7908723,96,13
20,1471672303.978177,96,13
21,1472379283.9368489,96,13
22,1471017771.6279774,96,13
23,1472111603.332698,96,13
24,1470593989.5549746,96,13
25,1472109465.5085144,96,13
26,1470684356.402855,96,13
27,1470846720.706688,96,13
28,1470821937.1432693,96,13
29,1470963476.6392353,96,13
30,1470589584.555473,96,13
31,1470702625.1015236,96,13
32,1470575555.4408987,96,13
33,1471132405.0111835,96,13
34,1470632131.3760452,96,13
35,1470393810.3195534,96,13
36,1471237669.0058506,96,13
37,1470896024.227678,96,13
38,1470501338.4645422,96,13
39,1470802919.2818673,96,13
40,1470472398.6692183,96,13
41,1470372811.2941296,96,13
42,1470474079.1388998,96,13
43,1471277344.271059,96,13
44,1470492796.8319118,96,13
45,1470593155.230353,96,13
46,1471046218.4986227,96,13
47,1471352312.188074,96,13
0,1471338776.8634853,96,13
1,1470563465.6131713,96,13
2,1470550056.8806126,96,13
3,1470304121.8875847,96,13
4,1470492630.727762,96,13
5,1470624077.3933372,96,13
6,1470962874.0373173,96,13
7,1470518868.3792026,96,13
8,1470440174.4454107,96,13
9,1470560365.3007984,96,13
10,1470379800.7897866,96,13
11,1470384969.125842,96,13
12,1470696851.0703335,96,13
13,1471373615.8444777,96,13
14,1470669756.2057946,96,13
15,1494096393.6430454,96,13
16,1470785802.018246,96,13
17,1471493723.6671848,96,13
18,1471092052.8896554,96,13
19,1470684417.709135,96,13
20,1470758890.9002087,96,13
21,1471666861.098901,96,13
22,1471281265.5582008,96,13
23,1471744634.3653061,96,13
24,1470602032.8052757,96,13
25,1470687084.800785,96,13
26,1470586210.1746597,96,13
27,1471011562.135789,96,13
28,1470399072.3600562,96,13
29,1470532024.4792376,96,13
30,1470944432.218087,96,13
31,1471023787.5374928,96,13
32,1470710778.0647666,96,13
33,1470445009.0043685,96,13
34,1470585689.492795,96,13
35,1470571899.3510182,96,13
36,1470529095.5411685,96,13
37,1470482796.8830335,96,13
38,1470749157.955498,96,13
39,1470742586.1339734,96,13
40,1470372653.2133257,96,13
41,1470793715.5658882,96,13
42,1470372686.2042987,96,13
43,1470584007.3375225,96,13
44,1470515343.4312575,96,13
45,1470669738.207659,96,13
46,1470984874.9379704,96,13
47,1471333927.3384597,96,13
0,1470642991.9062319,96,13
1,1470627319.3503437,96,13
2,1470838818.5774028,96,13
3,1470589345.9557102,96,13
4,1470434710.5340939,96,13
5,1470832285.2628124,96,13
6,1470488153.5338829,96,13
7,1470833185.4642017,96,13
8,1470716281.0358436,96,13
9,1470547294.5571158,96,13
10,1470525348.3115928,96,13
11,1470447261.7777798,96,13
12,1470719132.094534,96,13
13,1471043414.019851,96,13
14,1470426926.5628119,96,13
15,1496653282.2707767,96,13
16,1470571823.1006203,96,13
17,1470842864.4796307,96,13
18,1470518167.329733,96,13
19,1470889476.0417664,96,13
20,1470937969.0328083,96,13
21,1470983373.759302,96,13
22,1470471153.5067651,96,13
23,1472799986.8219147,96,13
24,1470441822.877327,96,13
25,1471403669.1451828,96,13
26,1470988975.9319305,96,13
27,1470657803.5123863,96,13
28,1470563377.3229866,96,13
29,1471032041.8021717,96,13
30,1471048971.763171,96,13
31,1470679523.2819872,96,13
32,1470659437.7005794,96,13
33,1470514746.759978,96,13
34,1470583585.6748793,96,13
35,1470549222.0799115,96,13
36,1470719630.8244412,96,13
37,1471056818.4316797,96,13
38,1470626175.9418151,96,13
39,1470685136.2839153,96,13
40,1470345073.1871555,96,13
41,1470719939.4082203,96,13
42,1470633346.20238,96,13
43,1471476740.165539,96,13
44,1470532221.5555618,96,13
45,1470448165.0114639,96,13
46,1471102998.70092,96,13
47,1472201043.481392,96,13
0,1470508189.2347908,96,13
1,1470920929.9549687,96,13
2,1470461364.283635,96,13
3,1470626872.2301438,96,13
4,1470436330.5329037,96,13
5,1470737519.933623,96,13
6,1470675633.681524,96,13
7,1470501334.8265831,96,13
8,1470597062.5248592,96,13
9,1470524926.6520777,96,13
10,1470602784.171943,96,13
11,1470678752.45591,96,13
12,1470850109.1267712,96,13
13,1472690397.0373013,96,13
14,1470353595.4457195,96,13
15,1472212181.1482258,96,13
16,1470492905.9923837,96,13
17,1470805445.1332166,96,13
18,1471045962.722326,96,13
19,1470675747.9668133,96,13
20,1470733051.2486515,96,13
21,1470951596.9180973,96,13
22,1471280951.0623693,96,13
23,1471608197.390931,96,13
24,1470470116.4019089,96,13
25,1470875828.1590822,96,13
26,1470679474.7647076,96,13
27,1470767840.4082534,96,13
28,1470471895.3414447,96,13
29,1470654036.2655766,96,13
30,1470759571.711066,96,13
31,1470626830.8552132,96,13
32,1470659927.276828,96,13
33,1470575646.2249603,96,13
34,1470926772.3359082,96,13
35,1470543164.8703642,96,13
36,1470713582.0471413,96,13
37,1470576709.364743,96,13
38,1471247814.2404718,96,13
39,1470590133.1395519,96,13
40,1470460727.3869889,96,13
41,1470695369.2031295,96,13
42,1470672608.4315844,96,13
43,1470891634.014024,96,13
44,1470548463.5145423,96,13
45,1470900499.7452123,96,13
46,1470778559.51485,96,13
47,1471947352.104988,96,13
0,1470504351.9182072,96,13
1,1470469497.5758972,96,13
2,1470974399.6281013,96,13
3,1470760308.6129177,96,13
4,1470366363.9941285,96,13
5,1470683846.2819068,96,13
6,1470560561.924526,96,13
7,1470724829.6840951,96,13
8,1470585022.3368702,96,13
9,1470691736.5350857,96,13
10,1470627691.6256638,96,13
11,1471036084.5314853,96,13
12,1470449137.4900105,96,13
13,1472320525.8041039,96,13
14,1470381514.2598755,96,13
15,1472536542.874489,96,13
16,1470665981.5619686,96,13
17,1471113678.515688,96,13
18,1470579377.4471312,96,13
19,1470518961.8167715,96,13
20,1471012141.853122,96,13
21,1470903095.8756676,96,13
22,1470686811.2054493,96,13
23,1471962309.9642448,96,13
24,1470661219.0607727,96,13
25,1471236047.8593667,96,13
26,1470731273.810913,96,13
