hour,省调负荷_日前,新能源负荷-总加_日前,新能源负荷-光伏_日前,新能源负荷-风电_日前,联络线总加_日前,非市场化机组出力_日前,水电出力_日前,全网总出力_日前,全网统一出清价格_日前,省调负荷_日内,新能源负荷-总加_日内,新能源负荷-光伏_日内,新能源负荷-风电_日内,联络线总加_日内,非市场化机组出力_日内,水电出力_日内,全网总出力_日内,全网统一出清价格_日内,net_load_da,net_load_id,price_spread,load_dev,wind_dev,solar_dev,renewable_ratio_da,renewable_ratio_id,renewable_dev,net_load_da_mwh,net_load_id_mwh,week_start,week_end,hour_index_in_week,q_lt_hourly,spot_need,q_base,bandwidth_mwh,delta_q_target,delta_q_after_smoothing,smoothing_mode,lower_band,upper_band,q_spot_raw,q_spot_band_clipped,q_spot,delta_q,a_t,signal_spread,signal_load_dev,signal_renewable_dev,signal_composite,clipped_by_bound,clipped_non_negative,soft_clipped,hedge_error_abs,strategy
2026-03-05 05:00:00,18342.5,773.25,0.0,773.25,5789.5,4883.8975,2988.75,12553.0,476.3505,19173.25,1077.0225,0.0,1077.0225,5781.6175,4966.9725,2883.7725,13391.55,485.1825,17569.25,18096.2275,8.832000000000008,526.9775,303.77250000000004,0.0,0.04214973838967536,0.056149805428155904,303.77250000000004,4392.3125,4524.056875,2026-03-02,2026-03-08 23:00:00,77,1690.3080912402534,15878.941908759747,15878.941908759747,1482.4740721472442,-1172.2559378436003,-1172.2559378436003,causal_param_policy,14396.467836612503,17361.41598090699,14706.685970916147,14706.685970916147,14706.685970916147,-1172.2559378436,-0.7907429612888147,0.11929250000000025,0.5127750000000005,0.07947499999999999,0.2371808333333336,0,0,0,1699.233437843599,hpso_param_policy
2026-03-05 06:00:00,18471.25,851.5,0.25,851.25,6059.75,4872.0075,2991.25,12411.5,487.121,20276.5,1432.73,0.0,1432.73,6209.6325,5213.0225,3098.7625,14066.675,489.97125,17619.75,18843.77,2.8502499999999884,1224.0200000000004,581.48,-0.25,0.04609443755079872,0.07054138219569307,581.23,4404.9375,4710.9425,2026-03-02,2026-03-08 23:00:00,78,2046.2875554311963,15573.462444568804,15573.462444568804,1453.9542004934108,-1183.3666300192665,-1183.3666300192665,causal_param_policy,14119.508244075394,17027.416645062214,14390.095814549537,14390.095814549537,14390.095814549537,-1183.3666300192672,-0.8138953961670061,0.08832000000000008,0.5269775,0.30377250000000006,0.30635666666666667,0,0,0,2407.386630019266,hpso_param_policy
2026-03-05 07:00:00,21762.75,1249.5,321.75,927.75,6470.25,6326.525,4424.0,15292.5,500.32574999999997,24161.75,2161.135,451.06000000000006,1710.075,6508.295,6770.8975,4580.9025,17653.475000000002,502.15274999999997,20513.25,22000.614999999998,1.8269999999999982,1487.3649999999998,782.325,129.31000000000003,0.056883856776784494,0.08896477869793111,911.6350000000001,5128.3125,5500.1537499999995,2026-03-02,2026-03-08 23:00:00,79,2484.227416561428,18029.02258343857,18029.02258343857,1683.2077779288516,-1101.6582403782463,-1101.6582403782463,causal_param_policy,16345.814805509719,19712.230361367423,16927.364343060326,16927.364343060326,16927.364343060326,-1101.658240378245,-0.6544992572062672,0.028502499999999886,1.0,0.58123,0.5365774999999999,0,0,0,2589.023240378243,hpso_param_policy
2026-03-05 08:00:00,26433.25,3000.25,2098.5,901.75,6797.25,8634.907500000001,5684.75,19636.0,500.404,26850.25,3863.9925,2461.79,1402.2024999999999,6887.4725,10693.3625,7034.0525,19962.725,284.39575,23433.0,22986.2575,-216.00824999999998,-446.7424999999994,500.4525,363.28999999999996,0.11276052262597125,0.14368886582201873,863.7425,5858.25,5746.564375,2026-03-02,2026-03-08 23:00:00,80,3169.7455045632346,20263.254495436766,20263.254495436766,1891.7979283137513,-1291.8537977929495,-1291.8537977929495,causal_param_policy,18371.456567123016,22155.052423750516,18971.400697643818,18971.400697643818,18971.400697643818,-1291.8537977929482,-0.6828709231881009,0.01826999999999998,1.0,0.9116350000000001,0.6433016666666668,0,0,0,845.1112977929479,hpso_param_policy
2026-03-05 09:00:00,28086.5,5698.75,4924.75,774.0,7015.5,10666.1075,5794.0,21071.0,462.40425,27377.75,5994.265,4873.155,1121.11,6994.835,11509.654999999999,6523.5075,20382.95,369.98400000000004,22387.75,21383.485,-92.42025,-1004.2650000000003,347.10999999999996,-51.595000000000255,0.2027000185800167,0.219030673029047,295.5149999999997,5596.9375,5345.87125,2026-03-02,2026-03-08 23:00:00,81,2901.8681693363064,19485.881830663693,19485.881830663693,1819.221630312035,-1711.8537977929495,-1711.8537977929495,causal_param_policy,17666.66020035166,21305.103460975726,17774.028032870745,17774.028032870745,17774.028032870745,-1711.8537977929482,-0.9409814446298822,-1.0,-0.4467424999999994,0.8637425,-0.19433333333333314,0,0,0,707.5887977929488,hpso_param_policy
2026-03-05 10:00:00,28441.5,8147.75,7474.5,673.25,6978.75,12456.325,5742.5,21462.75,412.91375,27821.5,7723.15,6562.205,1160.9450000000002,6032.2175,12930.475,6302.58,21789.525,275.68825000000004,20293.75,20098.35,-137.22549999999998,-195.39999999999964,487.69500000000005,-912.2950000000001,0.28641538162518937,0.27724063101562735,-424.6,5073.4375,5024.5875,2026-03-02,2026-03-08 23:00:00,82,2409.9005864933033,17883.849413506698,17883.849413506698,1669.6542639962447,-1666.5111113537555,-1666.5111113537555,causal_param_policy,16214.195149510453,19553.503677502944,16217.338302152943,16217.338302152943,16217.338302152943,-1666.511111353755,-0.9981174829362777,-0.9242024999999999,-1.0,0.2955149999999997,-0.5428958333333334,0,0,0,1471.1111113537536,hpso_param_policy
2026-03-05 11:00:00,29649.0,9593.25,8933.75,659.5,7043.75,13221.355,5371.25,22605.25,370.75649999999996,29408.0,9787.4525,8294.3575,1493.095,5689.15,13210.21,5500.6075,23718.9,403.50350000000003,20055.75,19620.5475,32.747000000000014,-435.2024999999994,833.595,-639.3924999999999,0.32352530987158196,0.33280113716120674,194.2025000000001,5013.9375,4905.136875,2026-03-02,2026-03-08 23:00:00,83,2127.92626215156,17927.82373784844,17927.82373784844,1673.759751380191,-1654.531143788524,-1654.531143788524,causal_param_policy,16254.06398646825,19601.583489228633,16273.292594059916,16273.292594059916,16273.292594059916,-1654.5311437885248,-0.988511727817681,-1.0,-0.19539999999999963,-0.42460000000000003,-0.5399999999999999,0,0,0,1219.3286437885254,hpso_param_policy
2026-03-05 12:00:00,30335.0,10080.75,9363.0,717.75,7049.0,12813.775000000001,4698.75,23286.0,437.5605,29646.75,10537.49,8791.79,1745.7,6304.6925,11767.3825,4102.3575,23342.0,466.50199999999995,20254.25,19109.260000000002,28.94149999999999,-1144.9899999999998,1027.95,-571.2099999999996,0.3324052884104407,0.35544416193329387,456.7400000000004,5063.5625,4777.3150000000005,2026-03-02,2026-03-08 23:00:00,84,1912.5938843575298,18341.65611564247,18341.65611564247,1712.395560606009,-1613.8883922855416,-1613.8883922855416,causal_param_policy,16629.26055503646,20054.051676248477,16727.767723356927,16727.767723356927,16727.767723356927,-1613.888392285542,-0.942474057637941,0.32747000000000015,-0.43520249999999944,0.1942025000000001,0.028823333333333607,0,0,0,468.8983922855441,hpso_param_policy
2026-03-05 13:00:00,29082.25,10052.5,9133.5,919.0,7056.0,11690.974999999999,3678.0,22026.25,458.69350000000003,28607.25,10455.825,8783.77,1672.055,6375.795,11580.960000000001,3819.8725,22231.25,451.466,19029.75,18151.425,-7.227500000000035,-878.3250000000007,753.0550000000001,-349.73,0.3457438287554735,0.36551680374283474,403.325,4757.4375,4537.85625,2026-03-02,2026-03-08 23:00:00,85,1862.4562517945055,17167.293748205495,17167.293748205495,1602.7559025586202,-1578.3947546713246,-1578.3947546713246,causal_param_policy,15564.537845646875,18770.049650764115,15588.89899353417,15588.89899353417,15588.89899353417,-1578.3947546713243,-0.9848004628475203,0.2894149999999999,-1.0,0.4567400000000004,-0.08461499999999987,0,0,0,700.0697546713236,hpso_param_policy
2026-03-05 14:00:00,26979.25,9331.75,8126.5,1205.25,7086.0,10081.61,2683.75,19893.25,442.87675,26689.75,9833.79,7648.092500000001,2185.6975,6021.4975,9442.07,2146.3025,20668.125,457.3165,17647.5,16855.96,14.43974999999999,-791.54,980.4475,-478.4074999999998,0.3458106346018466,0.3683745181327216,502.0400000000002,4411.875,4213.99,2026-03-02,2026-03-08 23:00:00,86,1779.5028410495945,15867.997158950406,15867.997158950406,1481.4522592385683,-1465.8793044715794,-1465.8793044715794,causal_param_policy,14386.544899711836,17349.449418188975,14402.117854478827,14402.117854478827,14402.117854478827,-1465.8793044715785,-0.9894880481838855,-0.07227500000000035,-0.8783250000000007,0.403325,-0.18242500000000036,0,0,0,674.3393044715776,hpso_param_policy
2026-03-05 15:00:00,26679.0,8113.0,6505.25,1607.75,7132.0,10192.795,3823.25,19547.0,419.14250000000004,26497.0,8837.2025,6083.485000000001,2753.7174999999997,6001.014999999999,9913.985,3250.3075,20495.9,400.05625000000003,18566.0,17659.7975,-19.086249999999993,-906.2024999999994,1145.9675,-421.76499999999965,0.3041738494548576,0.3336120417024973,724.2025000000003,4641.5,4414.949375,2026-03-02,2026-03-08 23:00:00,87,1936.246299217355,16629.753700782647,16629.753700782647,1552.5706202127253,-1521.2365377770182,-1521.2365377770182,causal_param_policy,15077.183080569921,18182.324320995373,15108.517163005628,15108.517163005628,15108.517163005628,-1521.2365377770184,-0.9798179341874873,0.1443974999999999,-0.7915399999999999,0.5020400000000002,-0.04836749999999993,0,0,0,615.0340377770171,hpso_param_policy
2026-03-05 16:00:00,27800.0,6562.25,4445.0,2117.25,7540.75,11202.985,6058.0,20259.25,423.42825000000005,27482.75,6754.9975,4188.445,2566.5525,7261.3375,10974.2925,5436.23,20221.4,237.60075,21237.75,20727.7525,-185.82750000000001,-509.9975000000004,449.3024999999999,-256.55499999999995,0.2363652131191355,0.24621601614927108,192.74749999999995,5309.4375,5181.938125,2026-03-02,2026-03-08 23:00:00,88,2317.1798761939963,18920.570123806003,18920.570123806003,1766.443557760771,-1752.4691692842732,-1752.4691692842732,causal_param_policy,17154.126566045234,20687.013681566772,17168.10095452173,17168.10095452173,17168.10095452173,-1752.4691692842716,-0.9920889697182207,-0.19086249999999993,-0.9062024999999995,0.7242025000000003,-0.12428749999999966,0,0,0,1242.4716692842703,hpso_param_policy
2026-03-05 17:00:00,29275.25,4895.25,2165.25,2730.0,7917.5,11158.62,7587.5,21357.75,449.3595,28543.5,5204.47,1953.8475,3250.6225,7795.4825,11066.43,7327.702499999999,20754.75,334.79400000000004,24380.0,23339.03,-114.56549999999999,-1040.9700000000003,520.6225000000001,-211.40249999999992,0.16745619872580336,0.18246988426743285,309.22000000000014,6095.0,5834.7575,2026-03-02,2026-03-08 23:00:00,89,3578.014619755754,20801.985380244245,20801.985380244245,1942.0943884419573,-1934.6213444220937,-1934.6213444220937,causal_param_policy,18859.890991802287,22744.079768686202,18867.364035822153,18867.364035822153,18867.364035822153,-1934.621344422092,-0.9961520696087998,-1.0,-0.5099975000000004,0.19274749999999993,-0.4390833333333335,0,0,0,893.6513444220909,hpso_param_policy
