#{"t_start": 1775814314.4918451, "env_id": "None"}
r,l,t,procurement_cost,risk_term,trading_cost,hedge_error,cvar
-31.142042,96,0.893502,1468644618.775143,1966856.213229726,3326333.566153479,940.1372633302007,3325134.1112224474
-30.75454,96,1.815346,1548469490.6734235,2243514.37748433,16773370.135973942,1902.2357887903675,3716522.191163857
-23.959004,96,2.916058,1520298647.5937178,2166381.230880328,12349805.120432805,1613.0725260474037,3627777.278488397
-28.215931,96,3.811453,1525251964.9174366,1980102.5008731782,528843.45,0.0,3313322.483022555
-36.525511,96,4.733596,1590270764.26014,2367830.2727964027,11454091.441053186,1602.8254166287556,3906372.5100958673
-30.878694,96,5.909714,1485863432.4803145,2062935.814535676,9234611.774779333,1535.2642355534906,3485998.8348005777
-15.879303,96,6.849772,1592876338.127715,2170310.046330679,0.003152152569964528,0.0,3569093.3086593207
-23.501591,96,7.723971,1569269277.0396419,2304502.4940541736,18165682.471783403,2048.8936607142864,3798143.3831395977
-18.371481,96,8.853233,1447422502.8463717,1914996.0386264273,4257917.564765796,1038.020740693461,3258839.484671329
-26.2328,96,9.786965,1525251970.9635262,1980102.5176469863,528843.45,0.0,3313322.5056160316
