#{"t_start": 1775814303.811276, "env_id": "None"}
r,l,t,procurement_cost,risk_term,trading_cost,hedge_error,cvar
-31.142042,96,0.882384,1468644618.775143,1966856.213229726,3326333.566153479,940.1372633302007,3325134.1112224474
-27.623563,96,1.79483,1518041124.7883866,2160472.243198343,12747747.45,1624.2857142857142,3617721.1769319735
-21.239499,96,2.902685,1511242201.0087037,2140600.558131218,12468089.641013078,1616.4820311580565,3591566.513234308
-26.15161,96,3.811213,1525251964.9174366,1980102.5008731782,528843.45,0.0,3313322.483022555
-31.921374,96,4.738322,1593881113.5765069,2376443.4022442317,10964939.654385813,1593.4979887309669,3920839.501061625
-24.174516,96,5.837243,1436444632.2212653,1888248.7456670622,4632982.083269207,1090.9388553089382,3224061.1380758593
-7.835986,96,6.781226,1592876338.127715,2170310.046330679,69549.39752680775,0.0,3569093.3086593207
-16.200862,96,7.673174,1569269277.0396419,2304502.4940541736,18165682.471783403,2048.8936607142864,3798143.3831395977
-17.194692,96,8.787723,1539409103.5373142,2209635.004897439,7999394.23353968,1477.8294693747964,3683668.035632654
-17.589231,96,9.72683,1525251970.9635262,1980102.5176469863,528843.45,0.0,3313322.5056160316
