week_start,hour_index,spot_hedge_mwh,spot_hedge_limit_mwh,strategy,window_name
2026-01-12,0,0.0,1063.4083251953125,window_01_test,window_01
2026-01-12,1,-212.68167114257812,1063.4083251953125,window_01_test,window_01
2026-01-12,2,-425.36334228515625,1063.4083251953125,window_01_test,window_01
2026-01-12,3,-638.0450439453125,1063.4083251953125,window_01_test,window_01
2026-01-12,4,-479.2755432128906,1063.4083251953125,window_01_test,window_01
2026-01-12,5,-270.0281982421875,1063.4083251953125,window_01_test,window_01
2026-01-12,6,-480.4134216308594,1063.4083251953125,window_01_test,window_01
2026-01-12,7,-693.0950927734375,1063.4083251953125,window_01_test,window_01
2026-01-12,8,-884.4075927734375,1063.4083251953125,window_01_test,window_01
2026-01-12,9,-671.7259521484375,1063.4083251953125,window_01_test,window_01
2026-01-12,10,-459.0442810058594,1063.4083251953125,window_01_test,window_01
2026-01-12,11,-246.36260986328125,1063.4083251953125,window_01_test,window_01
2026-01-12,12,-33.680938720703125,1063.4083251953125,window_01_test,window_01
2026-01-12,13,179.000732421875,1063.4083251953125,window_01_test,window_01
2026-01-12,14,391.6824035644531,1063.4083251953125,window_01_test,window_01
2026-01-12,15,179.000732421875,1063.4083251953125,window_01_test,window_01
2026-01-12,16,139.06837463378906,1063.4083251953125,window_01_test,window_01
2026-01-12,17,-73.61329650878906,1063.4083251953125,window_01_test,window_01
2026-01-12,18,-286.29498291015625,1063.4083251953125,window_01_test,window_01
2026-01-12,19,-73.61331176757812,1063.4083251953125,window_01_test,window_01
2026-01-12,20,139.068359375,1063.4083251953125,window_01_test,window_01
2026-01-12,21,-73.61331176757812,1063.4083251953125,window_01_test,window_01
2026-01-12,22,-286.29498291015625,1063.4083251953125,window_01_test,window_01
2026-01-12,23,-498.9766540527344,1063.4083251953125,window_01_test,window_01
2026-01-12,24,-711.6583251953125,1063.4083251953125,window_01_test,window_01
2026-01-12,25,-498.9766540527344,1063.4083251953125,window_01_test,window_01
2026-01-12,26,-286.29498291015625,1063.4083251953125,window_01_test,window_01
2026-01-12,27,-73.61331176757812,1063.4083251953125,window_01_test,window_01
2026-01-12,28,139.068359375,1063.4083251953125,window_01_test,window_01
2026-01-12,29,351.7500305175781,1063.4083251953125,window_01_test,window_01
2026-01-12,30,530.9407348632812,1063.4083251953125,window_01_test,window_01
2026-01-12,31,741.5177612304688,1063.4083251953125,window_01_test,window_01
2026-01-12,32,954.199462890625,1063.4083251953125,window_01_test,window_01
2026-01-12,33,1063.4083251953125,1063.4083251953125,window_01_test,window_01
2026-01-12,34,1063.4083251953125,1063.4083251953125,window_01_test,window_01
2026-01-12,35,850.7266845703125,1063.4083251953125,window_01_test,window_01
