iteration,best_score,mean_score,upper_particles,lower_particles
161,-669095936.0,-495085120.0,192,160
162,-669095936.0,-490581088.0,192,160
163,-669095936.0,-488127392.0,192,160
164,-669255232.0,-508920256.0,192,160
165,-669727872.0,-530217472.0,192,160
166,-669815552.0,-559583744.0,192,160
167,-670135936.0,-546971520.0,192,160
168,-670853632.0,-529555072.0,192,160
169,-670853632.0,-515523744.0,192,160
170,-670957184.0,-467803584.0,192,160
171,-670957184.0,-499793184.0,192,160
172,-671856000.0,-568443328.0,192,160
173,-671976576.0,-553954240.0,192,160
174,-672030336.0,-508020160.0,192,160
175,-672030336.0,-506404960.0,192,160
176,-672030336.0,-510378272.0,192,160
177,-672030336.0,-536429248.0,192,160
178,-672030336.0,-518603712.0,192,160
179,-672030336.0,-541152064.0,192,160
180,-672030336.0,-518017472.0,192,160
181,-672432384.0,-533059264.0,192,160
182,-672432384.0,-578100736.0,192,160
183,-672432384.0,-578552704.0,192,160
184,-672881024.0,-567864576.0,192,160
185,-672913024.0,-563414720.0,192,160
186,-672913024.0,-520389088.0,192,160
187,-673401280.0,-589125952.0,192,160
188,-673401280.0,-552275392.0,192,160
189,-673401280.0,-579097024.0,192,160
190,-673628800.0,-583505664.0,192,160
191,-673783040.0,-601579520.0,192,160
192,-674070016.0,-569580480.0,192,160
193,-674070016.0,-535001120.0,192,160
194,-674285312.0,-538893568.0,192,160
195,-674482624.0,-597741312.0,192,160
196,-674656448.0,-600557376.0,192,160
197,-676023552.0,-582184320.0,192,160
198,-676117888.0,-463671808.0,192,160
199,-676117888.0,-536152288.0,192,160
200,-676117888.0,-532284512.0,192,160
201,-676117888.0,-581133120.0,192,160
202,-676117888.0,-552046976.0,192,160
203,-676199232.0,-511627136.0,192,160
204,-676761472.0,-517585952.0,192,160
205,-677256192.0,-556315008.0,192,160
206,-677256192.0,-562101376.0,192,160
207,-677256192.0,-506153696.0,192,160
208,-677256192.0,-535322176.0,192,160
209,-677567296.0,-484310016.0,192,160
210,-677809600.0,-551773760.0,192,160
211,-678441408.0,-475741984.0,192,160
212,-678875392.0,-506541568.0,192,160
213,-679417920.0,-422258496.0,192,160
214,-679417920.0,-514523104.0,192,160
215,-680111680.0,-548422656.0,192,160
216,-680159104.0,-480825632.0,192,160
217,-680457344.0,-483435584.0,192,160
218,-680457344.0,-551043776.0,192,160
219,-680457344.0,-462250176.0,192,160
220,-680457344.0,-436047744.0,192,160
221,-680980992.0,-566080640.0,192,160
222,-680980992.0,-483891456.0,192,160
223,-680980992.0,-451531520.0,192,160
224,-680980992.0,-502869312.0,192,160
225,-681140544.0,-578617536.0,192,160
226,-681140544.0,-561406080.0,192,160
227,-681140544.0,-511424384.0,192,160
228,-681270976.0,-527812896.0,192,160
229,-681360320.0,-596777088.0,192,160
230,-681476864.0,-580455936.0,192,160
231,-681786496.0,-558575296.0,192,160
232,-681786496.0,-529135840.0,192,160
233,-681844288.0,-539368256.0,192,160
234,-681844288.0,-567516992.0,192,160
235,-682083328.0,-533192896.0,192,160
236,-682484480.0,-540694400.0,192,160
237,-682484480.0,-547914816.0,192,160
238,-682484480.0,-515931232.0,192,160
239,-682484480.0,-573866176.0,192,160
240,-682484480.0,-614030400.0,192,160
241,-682484480.0,-608637696.0,192,160
242,-682527296.0,-551667904.0,192,160
243,-682527296.0,-460587712.0,192,160
244,-682527296.0,-621750080.0,192,160
245,-682985664.0,-599678848.0,192,160
246,-682985664.0,-627017856.0,192,160
247,-683047680.0,-541026752.0,192,160
248,-683423744.0,-577349376.0,192,160
249,-683659968.0,-601100672.0,192,160
250,-684004736.0,-616667008.0,192,160
251,-684155520.0,-608044416.0,192,160
252,-684423680.0,-556700608.0,192,160
253,-684423680.0,-605434368.0,192,160
254,-684423680.0,-593816128.0,192,160
255,-684423680.0,-564386048.0,192,160
256,-684423680.0,-573392448.0,192,160
257,-684586368.0,-588329344.0,192,160
258,-684784192.0,-604580160.0,192,160
259,-684784192.0,-569487104.0,192,160
260,-684832896.0,-573506496.0,192,160
261,-684832896.0,-591202240.0,192,160
262,-685021184.0,-602432896.0,192,160
263,-685021184.0,-592140800.0,192,160
264,-685277952.0,-561691776.0,192,160
265,-685728192.0,-570648320.0,192,160
266,-685728192.0,-585855296.0,192,160
267,-685981376.0,-586952704.0,192,160
268,-686448384.0,-587385344.0,192,160
269,-686448384.0,-561901888.0,192,160
270,-686683456.0,-575502080.0,192,160
